wave,flux
4733.3706,16.581877
4734.4624,16.788368
4735.552,16.972225
4736.6436,17.067808
4737.7334,17.075607
4738.8257,17.067612
4739.9155,17.120785
4741.0063,17.222765
4742.0996,17.299286
4743.1904,17.332624
4744.284,17.372478
4745.3755,17.442928
4746.4697,17.521109
4747.5615,17.59354
4748.654,17.66188
4749.749,17.708202
4750.842,17.70528
4751.937,17.640913
4753.0303,17.513386
4754.126,17.335117
4755.2197,17.146357
4756.314,16.99922
4757.4106,16.92503
4758.5054,16.924904
4759.6025,16.979511
4760.6973,17.04735
4761.7954,17.060272
4762.8906,16.958933
4763.987,16.751947
4765.085,16.513033
4766.181,16.312565
4767.2803,16.191212
4768.377,16.189291
4769.476,16.330254
4770.5737,16.561018
4771.671,16.762186
4772.7715,16.852858
4773.869,16.8747
4774.97,16.938364
4776.069,17.08442
4777.17,17.24374
4778.2695,17.338554
4779.368,17.35754
4780.4707,17.321556
4781.5703,17.239887
4782.673,17.112411
4783.773,16.944696
4784.8765,16.769007
4785.977,16.639746
4787.078,16.577946
4788.1816,16.553589
4789.283,16.542154
4790.3877,16.55152
4791.4897,16.59891
4792.5947,16.702724
4793.6973,16.879858
4794.8003,17.12409
4795.906,17.38157
4797.009,17.555798
4798.115,17.565008
4799.2188,17.408627
4800.3257,17.17664
4801.4297,17.00039
4802.5347,16.97436
4803.642,17.084993
4804.747,17.212439
4805.855,17.230778
4806.961,17.114986
4808.0693,16.94155
4809.1753,16.805443
4810.2812,16.76216
4811.391,16.81619
4812.4976,16.923204
4813.6074,17.022203
4814.715,17.087734
4815.825,17.142057
4816.9326,17.218994
4818.044,17.32755
4819.152,17.445866
4820.2603,17.535984
4821.372,17.55665
4822.4814,17.471355
4823.5933,17.270721
4824.7026,17.01214
4825.816,16.822903
4826.926,16.802395
4828.036,16.907423
4829.15,16.996302
4830.2603,16.985548
4831.374,16.902075
4832.486,16.806883
4833.6,16.746576
4834.712,16.761818
4835.8247,16.859636
4836.9395,16.979694
4838.0522,17.039078
4839.168,16.996525
4840.281,16.865137
4841.3975,16.70362
4842.511,16.588083
4843.625,16.556328
4844.742,16.59842
4845.8564,16.701208
4846.974,16.841724
4848.0894,16.947111
4849.207,16.945948
4850.3223,16.861671
4851.4385,16.784933
4852.557,16.749256
4853.6733,16.688993
4854.7925,16.51737
4855.909,16.209383
4857.0293,15.827571
4858.1465,15.462727
4859.264,15.1001
4860.3843,14.593945
4861.5024,13.875005
4862.624,13.15936
4863.7427,12.834838
4864.8643,13.093945
4865.983,13.758741
4867.1025,14.497804
4868.225,15.095959
4869.345,15.481497
4870.468,15.628023
4871.5884,15.52902
4872.712,15.277758
4873.8325,15.103324
4874.9536,15.202328
4876.078,15.5375
4877.1997,15.908853
4878.324,16.185572
4879.4463,16.376358
4880.572,16.525814
4881.695,16.62415
4882.8174,16.633522
4883.9434,16.566877
4885.067,16.464907
4886.1934,16.319153
4887.318,16.116926
4888.445,15.91263
4889.5693,15.751718
4890.694,15.585505
4891.822,15.37507
4892.947,15.254466
4894.0757,15.457555
4895.201,16.034248
4896.3306,16.748861
4897.457,17.304623
4898.5835,17.569729
4899.713,17.57837
4900.8403,17.430939
4901.97,17.231873
4903.0977,17.049955
4904.228,16.905775
4905.3564,16.826406
4906.488,16.862936
4907.616,16.989658
4908.7456,17.060032
4909.8774,16.945158
4911.0073,16.679983
4912.139,16.43734
4913.2695,16.376408
4914.4023,16.520302
4915.533,16.761112
4916.664,16.938822
4917.7974,16.887915
4918.929,16.486626
4920.063,15.775882
4921.1953,15.030051
4922.33,14.6106415
4923.4624,14.679208
4924.5947,15.076803
4925.7305,15.52778
4926.864,15.911983
4928.0,16.27337
4929.1333,16.64552
4930.27,16.981876
4931.4043,17.208372
4932.5386,17.262617
4933.6763,17.120167
4934.811,16.843904
4935.949,16.5759
4937.085,16.399778
4938.223,16.240667
4939.359,16.010483
4940.4956,15.809658
4941.635,15.846399
4942.772,16.172436
4943.911,16.616737
4945.049,16.969002
4946.1895,17.135801
4947.327,17.15542
4948.465,17.143354
4949.6064,17.192026
4950.745,17.29439
4951.886,17.380121
4953.0254,17.388338
4954.1675,17.282698
4955.3076,17.03487
4956.4473,16.612267
4957.5903,16.01841
4958.731,15.413636
4959.8745,15.120987
4961.015,15.340214
4962.159,15.893315
4963.301,16.39992
4964.443,16.63034
4965.5874,16.587934
4966.73,16.383484
4967.875,16.150639
4969.018,16.00214
4970.164,15.983543
4971.307,16.077978
4972.451,16.248854
4973.5977,16.454851
4974.7417,16.644627
4975.889,16.76814
4977.033,16.79108
4978.181,16.696121
4979.3267,16.489693
4980.4717,16.205925
4981.6206,15.874372
4982.766,15.495178
4983.9155,15.101955
4985.062,14.827966
4986.2114,14.823235
4987.359,15.107208
4988.506,15.542486
4989.6562,15.928593
4990.804,16.127096
4991.9546,16.144688
4993.1035,16.095432
4994.255,16.07433
4995.404,16.093834
4996.5557,16.129604
4997.705,16.154558
4998.855,16.118425
5000.008,15.967264
5001.1577,15.711735
5002.311,15.44351
5003.462,15.256603
5004.615,15.154438
5005.7666,15.053466
5006.9185,14.901259
5008.073,14.785046
5009.2256,14.852239
5010.3804,15.09515
5011.533,15.304712
5012.689,15.277363
5013.842,15.005874
5014.995,14.66442
5016.152,14.453651
5017.3057,14.450422
5018.4624,14.580738
5019.6167,14.733722
5020.7744,14.864893
5021.9297,14.967057
5023.085,15.028084
5024.243,15.073047
5025.399,15.157855
5026.5576,15.274014
5027.7144,15.345253
5028.8735,15.352475
5030.031,15.386027
5031.1875,15.534829
5032.3477,15.778371
5033.5054,16.014126
5034.666,16.12739
5035.824,16.033588
5036.986,15.745876
5038.144,15.392819
5039.3037,15.078178
5040.4653,14.76858
5041.625,14.42749
5042.7876,14.195324
5043.9478,14.292936
5045.111,14.752579
5046.2715,15.3485365
5047.4326,15.787524
5048.596,15.895968
5049.7573,15.685143
5050.922,15.333697
5052.084,15.073494
5053.249,15.037627
5054.4116,15.212287
5055.5747,15.495299
5056.74,15.770459
5057.9033,15.967565
5059.07,16.08836
5060.2334,16.173437
5061.4004,16.24772
5062.5645,16.28874
5063.7295,16.225445
5064.8975,15.994922
5066.062,15.641168
5067.2305,15.320815
5068.3965,15.160169
5069.565,15.15336
5070.7314,15.227095
5071.898,15.315929
5073.0674,15.368725
5074.2344,15.376974
5075.405,15.379085
5076.5723,15.391497
5077.7427,15.377006
5078.911,15.271302
5080.0796,15.0259695
5081.251,14.693494
5082.42,14.442876
5083.592,14.403798
5084.761,14.554572
5085.9336,14.8044815
5087.1035,15.080446
5088.277,15.318618
5089.4473,15.47611
5090.618,15.566798
5091.792,15.641117
5092.9634,15.734624
5094.1377,15.833247
5095.3096,15.867481
5096.485,15.760898
5097.657,15.501684
5098.83,15.158571
5100.006,14.853437
5101.179,14.722738
5102.3555,14.825935
5103.5293,15.061897
5104.706,15.244409
5105.88,15.2678585
5107.0547,15.153621
5108.2324,14.977185
5109.4077,14.814539
5110.586,14.728293
5111.7617,14.753077
5112.9404,14.887897
5114.1167,15.095412
5115.293,15.315902
5116.4727,15.506409
5117.6494,15.657943
5118.8296,15.764325
5120.0073,15.790716
5121.188,15.692809
5122.366,15.462917
5123.5444,15.140679
5124.726,14.795681
5125.905,14.515798
5127.087,14.370373
5128.266,14.354531
5129.4487,14.404055
5130.629,14.477359
5131.809,14.585511
5132.9927,14.735576
5134.1733,14.8917055
5135.3574,15.0132065
5136.5386,15.076613
5137.723,15.041208
5138.9053,14.874285
5140.0874,14.636252
5141.2725,14.458213
5142.4556,14.404561
5143.641,14.426413
5144.8247,14.465374
5146.011,14.505221
5147.195,14.523436
5148.379,14.507128
5149.566,14.490667
5150.7505,14.495293
5151.9385,14.484147
5153.1235,14.429865
5154.312,14.378287
5155.498,14.414335
5156.684,14.588086
5157.873,14.869697
5159.059,15.159214
5160.249,15.352157
5161.436,15.399338
5162.6265,15.298355
5163.814,15.051136
5165.002,14.636775
5166.193,14.011183
5167.3813,13.191905
5168.573,12.3796015
5169.762,11.869939
5170.954,11.743397
5172.1436,11.758216
5173.3335,11.693223
5174.527,11.688269
5175.717,12.044016
5176.91,12.766638
5178.1016,13.528904
5179.2954,14.015063
5180.487,14.111171
5181.6816,13.8196335
5182.874,13.193356
5184.066,12.42702
5185.2617,11.909491
5186.4546,11.997215
5187.6504,12.669083
5188.8438,13.526124
5190.0405,14.160271
5191.2344,14.409125
5192.428,14.320773
5193.626,14.078115
5194.8203,13.921965
5196.0186,13.983427
5197.214,14.216628
5198.4126,14.519152
5199.608,14.817328
5200.8047,15.045111
5202.0034,15.132874
5203.2007,15.029796
5204.4,14.723184
5205.597,14.255436
5206.798,13.740136
5207.9956,13.328519
5209.194,13.132494
5210.395,13.209576
5211.5938,13.581264
5212.7954,14.171054
5213.9946,14.762358
5215.1973,15.118521
5216.3965,15.170552
5217.5967,15.072698
5218.8,15.05534
5220.0005,15.217773
5221.204,15.470055
5222.4053,15.642768
5223.6094,15.605258
5224.811,15.308287
5226.013,14.802702
5227.2188,14.262644
5228.421,13.9478
5229.627,14.037818
5230.8296,14.446876
5232.0356,14.867072
5233.2393,15.049077
5234.4434,15.013948
5235.6504,14.984149
5236.855,15.135056
5238.0625,15.438363
5239.2676,15.735237
5240.4756,15.906513
5241.681,15.949803
5242.887,15.931725
5244.0957,15.910261
5245.3022,15.890421
5246.5117,15.817
5247.7188,15.636325
5248.9287,15.387622
5250.1367,15.175612
5251.344,15.058444
5252.5557,15.032287
5253.7637,15.076581
5254.975,15.159327
5256.184,15.2688875
5257.396,15.4467325
5258.6055,15.703721
5259.815,15.923902
5261.0283,15.927907
5262.239,15.621495
5263.4517,15.060266
5264.6626,14.405549
5265.8765,13.836298
5267.0884,13.464091
5268.3,13.273726
5269.5146,13.150345
5270.727,13.048116
5271.9424,13.108058
5273.1553,13.469346
5274.371,14.023806
5275.585,14.5321865
5276.801,14.9104
5278.0146,15.24209
5279.2295,15.559753
5280.447,15.751662
5281.6616,15.704771
5282.8794,15.464413
5284.0947,15.224391
5285.313,15.188993
5286.5293,15.42781
5287.7456,15.824167
5288.9644,16.1824
5290.181,16.399399
5291.4014,16.500158
5292.618,16.529848
5293.839,16.48224
5295.0566,16.323341
5296.275,16.02751
5297.496,15.61334
5298.715,15.19399
5299.9365,14.945562
5301.156,14.96128
5302.3784,15.178086
5303.598,15.482771
5304.8184,15.812089
5306.0415,16.115562
5307.262,16.323828
5308.486,16.417202
5309.7075,16.461199
5310.9316,16.522568
5312.154,16.58922
5313.3755,16.604977
5314.6006,16.546572
5315.823,16.438513
5317.0493,16.32111
5318.2725,16.228779
5319.4985,16.176804
5320.7227,16.142994
5321.947,16.070734
5323.174,15.905658
5324.398,15.636451
5325.626,15.296021
5326.8516,14.909096
5328.0796,14.4804945
5329.305,14.103093
5330.5312,13.9958725
5331.7607,14.292031
5332.9873,14.853455
5334.217,15.414258
5335.444,15.822001
5336.6743,16.054745
5337.9023,16.11117
5339.1304,15.983801
5340.3613,15.71341
5341.59,15.428029
5342.8213,15.289405
5344.051,15.356425
5345.283,15.525927
5346.5127,15.648563
5347.7427,15.66722
5348.9756,15.625354
5350.206,15.605661
5351.44,15.683108
5352.6714,15.878374
5353.9053,16.138885
5355.137,16.392525
5356.369,16.60341
5357.604,16.760624
5358.837,16.848448
5360.0723,16.84715
5361.3057,16.74798
5362.542,16.564827
5363.7754,16.336016
5365.01,16.107058
5366.2466,15.905832
5367.481,15.728343
5368.7188,15.535569
5369.9536,15.280809
5371.1924,14.988301
5372.428,14.805962
5373.667,14.908434
5374.903,15.307567
5376.1396,15.809383
5377.3794,16.19091
5378.616,16.37338
5379.8564,16.406755
5381.094,16.35346
5382.335,16.241673
5383.573,16.105095
5384.8115,16.008707
5386.053,16.00242
5387.2925,16.056824
5388.535,16.07639
5389.7744,15.988028
5391.017,15.802812
5392.2573,15.592591
5393.498,15.420873
5394.7417,15.294875
5395.983,15.175598
5397.227,15.041239
5398.4688,14.944472
5399.7134,14.972757
5400.9556,15.129811
5402.198,15.293381
5403.444,15.30683
5404.687,15.100351
5405.933,14.757156
5407.177,14.472016
5408.424,14.391075
5409.668,14.494787
5410.9126,14.680629
5412.16,14.906207
5413.4053,15.177311
5414.654,15.459399
5415.899,15.696262
5417.148,15.877962
5418.3945,16.018312
5419.6406,16.099386
5420.8906,16.09442
5422.1377,16.016714
5423.388,15.90816
5424.6357,15.81122
5425.886,15.768145
5427.135,15.786656
5428.3833,15.787142
5429.635,15.665643
5430.884,15.436575
5432.136,15.226589
5433.386,15.110553
5434.639,15.057191
5435.889,15.051255
5437.1396,15.157638
5438.3936,15.428814
5439.6445,15.815165
5440.8994,16.192402
5442.151,16.444262
5443.406,16.502855
5444.6577,16.339653
5445.91,15.975682
5447.1665,15.531161
5448.4194,15.214998
5449.676,15.181615
5450.929,15.385472
5452.1865,15.61808
5453.441,15.685878
5454.6953,15.5409
5455.953,15.293577
5457.208,15.134944
5458.467,15.1874695
5459.722,15.385417
5460.9814,15.534895
5462.238,15.509416
5463.497,15.36231
5464.754,15.251967
5466.011,15.284361
5467.2715,15.434664
5468.5293,15.600862
5469.7905,15.699707
5471.049,15.7069235
5472.31,15.638063
5473.5693,15.512189
5474.828,15.335512
5476.091,15.124031
5477.3506,14.93783
5478.614,14.862498
5479.874,14.925364
5481.1377,15.056239
5482.3984,15.177219
5483.6597,15.295479
5484.9243,15.449912
5486.186,15.608116
5487.451,15.688428
5488.714,15.669847
5489.9795,15.621576
5491.242,15.617643
5492.506,15.662033
5493.772,15.707665
5495.036,15.71737
5496.303,15.690213
5497.5674,15.649525
5498.8354,15.623234
5500.1006,15.619185
5501.3657,15.61076
5502.6343,15.569333
5503.9004,15.503915
5505.1694,15.44206
5506.436,15.397411
5507.7056,15.382239
5508.9727,15.409151
5510.24,15.448827
5511.5103,15.430478
5512.779,15.32193
5514.05,15.185415
5515.318,15.129595
5516.5903,15.217547
5517.8594,15.428711
5519.1284,15.687857
5520.4014,15.913041
5521.6714,16.052399
5522.9443,16.097322
5524.2153,16.061111
5525.489,15.94597
5526.76,15.746642
5528.0317,15.497408
5529.306,15.298362
5530.578,15.254048
5531.8535,15.36986
5533.1265,15.540777
5534.402,15.657734
5535.6753,15.69758
5536.9487,15.707549
5538.2256,15.739492
5539.4995,15.811567
5540.777,15.905646
5542.0513,15.979402
5543.3296,15.994778
5544.605,15.955687
5545.8804,15.912041
5547.159,15.918563
5548.435,15.994065
5549.715,16.11128
5550.991,16.211927
5552.2715,16.240355
5553.549,16.179953
5554.8267,16.064793
5556.1074,15.954069
5557.3853,15.887723
5558.667,15.863381
5559.946,15.851336
5561.228,15.820731
5562.5073,15.754986
5563.7896,15.659022
5565.07,15.555005
5566.35,15.465054
5567.634,15.398714
5568.9146,15.355059
5570.1987,15.329054
5571.4805,15.314462
5572.7646,15.308665
5574.047,15.323188
5575.329,15.379499
5576.6147,15.480634
5577.898,15.600099
5579.184,15.705277
5580.468,15.773993
5581.7544,15.790336
5583.0386,15.740335
5584.3228,15.607784
5585.6104,15.373705
5586.8955,15.046807
5588.184,14.707428
5589.469,14.48683
5590.7583,14.467943
5592.0444,14.614065
5593.3306,14.813913
5594.6206,14.986433
5595.9077,15.116266
5597.198,15.195932
5598.486,15.189899
5599.777,15.085834
5601.065,14.9397135
5602.3535,14.842935
5603.645,14.871094
5604.9346,15.054736
5606.227,15.353754
5607.5166,15.666188
5608.81,15.896429
5610.1,16.013748
5611.3906,16.033245
5612.6846,15.953603
5613.976,15.742143
5615.2705,15.405968
5616.562,15.06334
5617.8574,14.882451
5619.15,14.926008
5620.4424,15.101936
5621.739,15.267518
5623.0317,15.330129
5624.3286,15.275051
5625.6226,15.170244
5626.9194,15.129357
5628.214,15.2166
5629.509,15.3952675
5630.8066,15.578834
5632.102,15.7012
5633.401,15.735515
5634.6973,15.684401
5635.9966,15.573324
5637.293,15.444822
5638.59,15.343096
5639.8896,15.290126
5641.1875,15.275445
5642.4883,15.278774
5643.786,15.298008
5645.088,15.342955
5646.3867,15.410574
5647.6855,15.480406
5648.988,15.533036
5650.2876,15.568638
5651.5903,15.601358
5652.89,15.628715
5654.194,15.61697
5655.4946,15.52999
5656.7954,15.3632345
5658.1,15.149742
5659.4014,14.955925
5660.707,14.856127
5662.0093,14.875243
5663.3145,14.9752
5664.617,15.108786
5665.924,15.245029
5667.2275,15.350801
5668.531,15.404853
5669.838,15.428795
5671.1426,15.470024
5672.45,15.554966
5673.755,15.667835
5675.0635,15.76894
5676.369,15.829853
5677.675,15.846697
5678.984,15.8210945
5680.2905,15.747856
5681.6006,15.630588
5682.907,15.4976635
5684.218,15.390806
5685.5254,15.32931
5686.8335,15.294412
5688.145,15.269735
5689.4536,15.281785
5690.7656,15.367734
5692.0747,15.514508
5693.387,15.659137
5694.697,15.743998
5696.0073,15.75203
5697.3203,15.692486
5698.631,15.577594
5699.9453,15.426223
5701.257,15.274674
5702.5713,15.16468
5703.8833,15.112218
5705.1953,15.082899
5706.511,15.010311
5707.8237,14.858995
5709.1396,14.667909
5710.4536,14.526183
5711.77,14.512365
5713.084,14.650227
5714.3984,14.898192
5715.7163,15.171667
5717.0312,15.394292
5718.349,15.543854
5719.6646,15.6492605
5720.9834,15.746824
5722.3,15.843357
5723.616,15.913347
5724.936,15.923174
5726.2534,15.863175
5727.5737,15.764933
5728.891,15.681199
5730.2124,15.6399355
5731.5303,15.63072
5732.8486,15.641886
5734.171,15.678664
5735.49,15.732879
5736.8125,15.772884
5738.1323,15.778695
5739.456,15.761655
5740.776,15.744136
5742.0967,15.739017
5743.4204,15.750904
5744.742,15.777682
5746.067,15.800849
5747.3887,15.792855
5748.714,15.750035
5750.036,15.696
5751.3594,15.635881
5752.6855,15.546452
5754.009,15.440077
5755.336,15.392032
5756.66,15.457958
5757.9873,15.588722
5759.312,15.664616
5760.6367,15.609021
5761.965,15.4588
5763.2905,15.334438
5764.6196,15.341539
5765.946,15.48589
5767.2754,15.679824
5768.602,15.82614
5769.9326,15.8823805
5771.26,15.857691
5772.5874,15.784433
5773.9185,15.701416
5775.2466,15.640842
5776.5786,15.610044
5777.907,15.57897
5779.2397,15.49239
5780.5693,15.314537
5781.8994,15.074158
5783.233,14.854213
5784.563,14.73033
5785.897,14.73168
5787.228,14.847363
5788.5625,15.031317
5789.894,15.211418
5791.226,15.340064
5792.5615,15.435216
5793.894,15.541485
5795.23,15.658778
5796.5635,15.741809
5797.9,15.771359
5799.234,15.7921505
5800.568,15.855624
5801.9053,15.944069
5803.24,15.98553
5804.578,15.940529
5805.9136,15.847368
5807.2524,15.778646
5808.5884,15.773021
5809.925,15.816955
5811.2646,15.871446
5812.601,15.896705
5813.942,15.866082
5815.2793,15.786239
5816.62,15.708952
5817.9585,15.700202
5819.297,15.779333
5820.6387,15.89741
5821.978,15.986662
5823.3203,16.020653
5824.66,16.019974
5826.003,16.01597
5827.3433,16.02313
5828.6836,16.039183
5830.028,16.054813
5831.369,16.058474
5832.714,16.041449
5834.0557,16.005299
5835.401,15.962851
5836.7437,15.9294195
5838.086,15.914815
5839.4326,15.926349
5840.7754,15.969382
5842.1226,16.031494
5843.4663,16.075521
5844.8145,16.064098
5846.1587,15.989859
5847.504,15.87929
5848.852,15.769716
5850.1978,15.67846
5851.5464,15.592635
5852.893,15.493004
5854.2427,15.377972
5855.589,15.253835
5856.9365,15.125757
5858.2866,15.022334
5859.635,14.996115
5860.986,15.064264
5862.334,15.177153
5863.686,15.2708235
5865.0347,15.321682
5866.3843,15.342853
5867.737,15.362694
5869.087,15.406656
5870.44,15.470501
5871.7905,15.517377
5873.1445,15.517381
5874.4956,15.476419
5875.8506,15.416641
5877.202,15.3460045
5878.554,15.261026
5879.9097,15.170059
5881.262,15.097649
5882.6187,15.058322
5883.972,15.026699
5885.3286,14.929109
5886.6826,14.65484
5888.0366,14.112549
5889.3945,13.3603735
5890.7495,12.675376
5892.108,12.358998
5893.4634,12.423563
5894.8223,12.598844
5896.1787,12.69713
5897.535,12.824481
5898.8945,13.162386
5900.2515,13.690212
5901.613,14.223038
5902.97,14.614671
5904.3315,14.838102
5905.69,14.939599
5907.048,14.983292
5908.41,15.016716
5909.7695,15.050941
5911.1323,15.064491
5912.492,15.027771
5913.8555,14.934391
5915.216,14.822698
5916.5767,14.756356
5917.9414,14.768873
5919.3027,14.836892
5920.6675,14.911611
5922.0293,14.962299
5923.395,14.99089
5924.758,15.016304
5926.121,15.043826
5927.488,15.052139
5928.851,15.021895
5930.2183,14.971858
5931.5825,14.94471
5932.95,14.955757
5934.315,14.983399
5935.6807,15.014097
5937.0493,15.057677
5938.415,15.106258
5939.784,15.119399
5941.151,15.074099
5942.5205,15.00632
5943.8877,14.976623
5945.2554,14.998536
5946.626,15.022735
5947.994,14.9974165
5949.3657,14.9276285
5950.7344,14.862063
5952.107,14.833029
5953.476,14.832345
5954.8457,14.838445
5956.2188,14.841189
5957.589,14.849194
5958.9624,14.887861
5960.3335,14.97334
5961.708,15.082845
5963.0796,15.167446
5964.4517,15.196115
5965.8267,15.180725
5967.199,15.162102
5968.575,15.174933
5969.948,15.221776
5971.3247,15.274454
5972.6987,15.293809
5974.0728,15.250332
5975.45,15.142608
5976.8247,15.009163
5978.203,14.912861
5979.5786,14.891985
5980.9575,14.920056
5982.333,14.92742
5983.7124,14.87527
5985.0894,14.802099
5986.466,14.782354
5987.8467,14.84612
5989.224,14.958521
5990.605,15.069056
5991.983,15.156638
5993.365,15.223608
5994.7437,15.262132
5996.123,15.248734
5997.506,15.180154
5998.885,15.092772
6000.2686,15.027434
6001.649,14.9902935
6003.033,14.964238
6004.4136,14.937452
6005.795,14.901158
6007.18,14.84862
6008.562,14.800837
6009.9478,14.797419
6011.3306,14.837705
6012.7163,14.870831
6014.0996,14.86187
6015.4834,14.82556
6016.8706,14.787007
6018.2544,14.750219
6019.642,14.711482
6021.0273,14.67993
6022.4155,14.6782
6023.8013,14.724825
6025.1865,14.81843
6026.5757,14.940107
6027.963,15.06583
6029.3525,15.175898
6030.7397,15.260316
6032.1304,15.321945
6033.518,15.371629
6034.9062,15.414463
6036.298,15.443291
6037.686,15.447316
6039.0786,15.424366
6040.468,15.388064
6041.861,15.365219
6043.2505,15.378802
6044.641,15.428142
6046.0347,15.48882
6047.426,15.534219
6048.82,15.553675
6050.2114,15.548346
6051.6064,15.516629
6052.999,15.452884
6054.3916,15.361576
6055.7876,15.266743
6057.1807,15.203829
6058.5776,15.196763
6059.971,15.232414
6061.3687,15.258732
6062.763,15.224444
6064.1577,15.13334
6065.5566,15.057828
6066.9517,15.082749
6068.3506,15.223106
6069.7466,15.409065
6071.1465,15.55757
6072.543,15.635311
6073.94,15.648469
6075.341,15.604425
6076.7383,15.504422
6078.1396,15.364617
6079.5376,15.224842
6080.94,15.124181
6082.339,15.0742855
6083.738,15.064281
6085.1406,15.078769
6086.5405,15.101267
6087.944,15.110211
6089.3447,15.086492
6090.749,15.036342
6092.1504,14.999714
6093.5547,15.016907
6094.9565,15.087747
6096.359,15.173176
6097.7646,15.228514
6099.1675,15.218609
6100.574,15.112755
6101.9775,14.91762
6103.3843,14.728738
6104.7886,14.677078
6106.193,14.790731
6107.601,14.970725
6109.006,15.113481
6110.4146,15.195154
6111.8203,15.244249
6113.23,15.28834
6114.636,15.326998
6116.0425,15.33367
6117.453,15.278934
6118.8604,15.145124
6120.2715,14.936743
6121.679,14.712771
6123.091,14.583597
6124.4995,14.616407
6125.9087,14.7571945
6127.3213,14.898557
6128.731,15.000935
6130.144,15.093664
6131.554,15.178669
6132.9683,15.1848
6134.379,15.027337
6135.79,14.7142315
6137.2056,14.396439
6138.617,14.270202
6140.0327,14.393646
6141.4453,14.645435
6142.8613,14.882632
6144.2744,15.059199
6145.688,15.175456
6147.105,15.213646
6148.5195,15.166564
6149.937,15.075821
6151.352,15.003183
6152.77,14.970678
6154.186,14.946894
6155.6016,14.890526
6157.021,14.77771
6158.4375,14.578587
6159.8574,14.256226
6161.2744,13.83992
6162.6953,13.479872
6164.1133,13.352824
6165.5312,13.4836235
6166.9526,13.711157
6168.3716,13.8568325
6169.794,13.891785
6171.2134,13.918849
6172.636,14.017726
6174.056,14.159754
6175.4766,14.280451
6176.901,14.368715
6178.322,14.453368
6179.7466,14.547965
6181.168,14.636992
6182.5938,14.691917
6184.016,14.682756
6185.4385,14.5909605
6186.8647,14.426396
6188.288,14.224097
6189.7153,14.02449
6191.139,13.875306
6192.5664,13.839621
6193.991,13.950136
6195.416,14.149803
6196.845,14.322201
6198.2705,14.390642
6199.6997,14.37557
6201.126,14.361066
6202.556,14.407539
6203.983,14.50095
6205.4136,14.589348
6206.841,14.640155
6208.269,14.6430645
6209.7007,14.585373
6211.129,14.450711
6212.5615,14.240125
6213.99,13.994026
6215.424,13.788719
6216.853,13.68627
6218.283,13.680131
6219.7173,13.712678
6221.1484,13.743598
6222.5825,13.772288
6224.0146,13.804147
6225.449,13.827305
6226.882,13.813307
6228.3145,13.728334
6229.7505,13.573436
6231.1836,13.42705
6232.6206,13.404803
6234.054,13.544082
6235.4917,13.751047
6236.9263,13.884413
6238.361,13.877541
6239.8,13.769002
6241.2354,13.635897
6242.6743,13.526735
6244.111,13.461563
6245.5503,13.4627075
6246.987,13.546851
6248.4243,13.68398
6249.865,13.789035
6251.3027,13.781443
6252.7446,13.659732
6254.1826,13.497657
6255.625,13.364432
6257.0645,13.283603
6258.5034,13.273785
6259.947,13.369814
6261.3867,13.569403
6262.831,13.79795
6264.2715,13.962127
6265.716,14.028295
6267.157,14.032756
6268.599,14.026568
6270.045,14.0338545
6271.487,14.052434
6272.933,14.058262
6274.3765,14.010639
6275.823,13.882931
6277.267,13.69706
6278.7114,13.521061
6280.1587,13.430218
6281.604,13.465656
6283.0522,13.615467
6284.4976,13.824289
6285.947,14.025438
6287.3926,14.169571
6288.8394,14.229555
6290.2896,14.200883
6291.737,14.110163
6293.1875,14.002554
6294.6353,13.905031
6296.087,13.816569
6297.535,13.736787
6298.984,13.675755
6300.4365,13.636211
6301.8857,13.623526
6303.339,13.666852
6304.789,13.790222
6306.243,13.970281
6307.6934,14.145093
6309.148,14.25308
6310.5996,14.265424
6312.0513,14.197811
6313.507,14.088072
6314.9595,13.966376
6316.4155,13.856777
6317.8687,13.792112
6319.3257,13.806955
6320.7793,13.908685
6322.2334,14.062053
6323.691,14.216265
6325.146,14.340346
6326.6045,14.425536
6328.06,14.474728
6329.519,14.499687
6330.975,14.511822
6332.4316,14.500773
6333.892,14.43307
6335.349,14.303389
6336.81,14.180379
6338.268,14.152839
6339.7295,14.227636
6341.188,14.320577
6342.6465,14.351682
6344.1094,14.328031
6345.569,14.325096
6347.0317,14.395781
6348.492,14.517876
6349.956,14.627693
6351.4165,14.674963
6352.878,14.642725
6354.343,14.543962
6355.8047,14.408211
6357.2705,14.258162
6358.733,14.103565
6360.199,13.963734
6361.6626,13.87704
6363.126,13.880673
6364.593,13.988724
6366.057,14.181079
6367.5254,14.40634
6368.9897,14.606931
6370.459,14.753325
6371.9243,14.853348
6373.39,14.924191
6374.86,14.964065
6376.326,14.958723
6377.797,14.907384
6379.2637,14.836932
6380.735,14.78951
6382.203,14.7890625
6383.6714,14.823174
6385.143,14.86553
6386.6123,14.903217
6388.085,14.927181
6389.554,14.9100895
6391.028,14.82017
6392.498,14.670443
6393.9688,14.539731
6395.443,14.50185
6396.9146,14.52787
6398.3896,14.519943
6399.8613,14.460912
6401.3374,14.452466
6402.8096,14.563721
6404.2827,14.718453
6405.7593,14.788421
6407.2334,14.739534
6408.7104,14.63616
6410.185,14.545285
6411.663,14.49148
6413.138,14.484756
6414.6133,14.527255
6416.093,14.584316
6417.569,14.595214
6419.049,14.535814
6420.5254,14.46214
6422.006,14.469316
