# iter, na_oiii5007_core_voff, na_Hb_core_amp, br_Hb_fwhm, na_oiii5007_core_fwhm, na_oiii5007_outflow_fwhm, stel_vel, na_feii_amp, stel_disp, br_Hb_amp, br_Hb_voff, na_oiii5007_outflow_voff, power_amp, na_oiii5007_outflow_amp, na_Hb_core_voff, power_slope, br_feii_amp, na_oiii5007_core_amp
 0, 42.663442713301116, 8.887299911976577, 3532.5784503362697, 264.3057823295219, 893.94517815023, 100.0, 0.3564996763661558, 100.0, 42.10327627192639, 168.78771971991472, -154.22819416753424, 33.7854038105873, 15.373799689932667, -30.147377275863587, -2.5610624851724135, 17.690018885600942, 32.633935617392126
100, 42.66392112356181, 8.886616414798258, 3532.5790754015434, 264.30589326352657, 893.9456528973576, 99.99978278418703, 0.35677217173081055, 100.00528067762625, 42.10306028002779, 168.78926743585126, -154.22798408420715, 33.78591680816521, 15.373401748542367, -30.147310696214774, -2.552855754220965, 17.68940531970058, 32.63520393732737
200, 43.04879287271902, 8.996958532965852, 3532.417379853459, 264.3433371321298, 893.9289486677364, 100.33633689872494, 1.3783686859459063, 100.07614735995979, 42.18991949840431, 168.73077294959657, -154.55035280310653, 33.63197487412998, 15.354209618048209, -30.170214472797127, -2.1622656350629916, 17.239074022505346, 32.55535531661577
300, 45.514802872845316, 11.1771845672035, 3531.283849015041, 265.73915789166244, 893.2388881279088, 102.54510341143103, 1.3744751144613643, 99.28733064986073, 45.84504857401808, 166.429182040341, -158.52364479876903, 32.235838920238606, 15.810966449587486, -30.279660568988035, -0.10026393753719949, 17.24238154799785, 31.415908241989726
400, 42.45472101592068, 11.852029631710973, 3535.9690459187427, 268.32761648750784, 895.5898857355713, 98.8857917151051, 1.1192223331840956, 97.88862857527857, 46.538216871442714, 165.6992580978914, -155.04324371190222, 34.1713750270583, 14.777852050040664, -29.765593376680286, -0.13061185998761038, 17.325010169066484, 32.46578319244373
500, 36.71602923050102, 12.509617379871788, 3553.7851235147423, 275.7502680802189, 903.4195955432149, 90.29347876397591, 0.8577998356180334, 91.74131786481654, 46.45430682178177, 158.61037923972657, -144.60133666254688, 33.50416575072942, 14.328133173516473, -24.198330922481148, -0.02682024373228803, 17.375544295839504, 32.2415084592879
600, 34.810030012037075, 13.813436551304314, 3575.217546944309, 282.607680799288, 930.7413366638922, 82.3112696824187, 0.9702720130005397, 83.99843609693754, 46.22728094708895, 153.28062966463605, -144.41148849332387, 31.734775572118348, 13.873090559881334, -5.096039514300032, 0.13638670992085627, 17.350478321272867, 32.29198045747228
700, 34.02204707054953, 14.700071675762796, 3589.3918827187003, 284.2914147746602, 945.6981991959257, 79.77208213043801, 0.977114500094727, 81.75982921338912, 46.100110340195556, 150.4352816121822, -161.538851453443, 31.56503643617858, 13.457806795816854, 16.395602826145588, 0.17562859888806104, 17.416601623398147, 32.394470154479194
800, 34.73991348342642, 14.571874844756714, 3591.3820964159468, 287.8261126525774, 943.1600252959555, 74.92484103112442, 0.7867089354027645, 81.47618025110528, 46.002800825102554, 151.27689447255187, -173.2460521993482, 32.1986023744049, 13.374224400248929, 23.306198650530277, 0.13916833984472143, 17.523940970191497, 32.48928966424052
900, 34.8488922279737, 14.266443828224306, 3599.4532033120063, 290.9921800418532, 936.8972955830827, 73.11196312814289, 0.7926217370378048, 77.67909927259817, 46.071290235498, 147.732516260715, -185.5096973925393, 32.685447945950116, 13.063531135943403, 26.76934783590313, 0.09422813798972446, 17.481455464902297, 33.170427858610495
1000, 35.33414904247017, 14.456124915354192, 3595.1042473908883, 289.70568125216136, 939.5436980223237, 72.32299736823428, 0.8213344196805699, 79.9787801576868, 46.15484557800733, 146.62004753882016, -195.8525238868819, 32.300220976182075, 12.84113300327849, 28.022572703020696, 0.10702493770273418, 17.48950177655152, 33.71811852791339
1100, 36.42693493671088, 14.476788207751198, 3593.446453463666, 290.1062506477715, 923.027526122867, 73.90435613690067, 0.7948614094419226, 78.96359845554238, 46.21938502469956, 145.11263706515032, -195.43122159657833, 32.69167665190234, 13.016120176668439, 26.639714913315828, 0.08568216768683583, 17.551916406401546, 33.893342065118006
1200, 35.78522825840838, 14.175052767801988, 3583.0512577709956, 293.8452774590167, 926.2340980971087, 74.30446027478968, 0.825535140382897, 79.76332692128491, 46.39551752595724, 142.42450855901177, -200.7631288986879, 32.304795812339194, 12.985004337705846, 29.961132690670638, 0.11948229859734616, 17.654647007799053, 33.787332763106306
1300, 35.09083648077833, 13.884178200077802, 3576.9387614434595, 293.7931265178257, 928.8509885174356, 75.74860723495433, 0.8305703911599456, 79.89641979140922, 46.427638300541986, 143.45376245687208, -202.92929806380135, 33.07098980343267, 12.952799639761661, 33.13549084506016, 0.03825500854397944, 17.579525803634994, 34.07210120751763
1400, 34.54498203759543, 14.048758317213254, 3583.1515211818482, 292.8829609350315, 931.9247801316835, 74.25421001630554, 0.8133334379754218, 79.93563489584224, 46.35459310935786, 144.6732766276947, -205.27093648430704, 33.06189585267841, 12.743513418487494, 33.396162463194955, 0.03551477189361852, 17.54333647641146, 34.19205101994591
1500, 34.86467089270859, 13.921563786605748, 3584.147621328011, 293.68827410371466, 928.3610042935081, 75.05163349693662, 0.8365588933639378, 78.67652459187883, 46.28993624559442, 141.74910143277762, -200.90379986066017, 33.078573517212355, 12.795488846344886, 35.27838982547922, 0.05749627240477771, 17.548923819844877, 34.17307746019218
