# iter, vel, vel_disp, cont_slope, cont_amp, na_feii_amp, br_feii_amp, oiii5007_core_amp, oiii5007_core_fwhm, oiii5007_core_voff, oiii5007_outflow_amp, oiii5007_outflow_fwhm, oiii5007_outflow_voff, na_Hb_amp, na_Hb_voff, br_Hb_amp, br_Hb_fwhm, br_Hb_voff
 0, 100.0, 100.0, 0.0, 0.0, 0.33660731679437145, 9.750885447098085e-16, 8.493843390308198, 458.2637192830779, 184.05505111538412, 1.0742460317190994, 4558.2947071309645, -1999.999999997107, 2.338941685522499, 95.7526548877186, 1.447827722502293, 6413.042164053228, -999.9999999988822
500, 97.83186431476122, 101.13110874051493, 1.3030956755920489, 1.5339421723581714, 0.16384818050554953, 0.08433258413789572, 8.839877647541403, 455.8781307890847, 185.78258695077602, 1.1352587778443015, 4560.1580166000185, -1997.6236779588128, 2.904337579786167, 95.29290819855713, 1.6732753822409736, 6415.3320157271955, -998.2338865417242
600, 97.3223989978519, 101.51352414581915, 1.6697903213049579, 1.9298235180124979, 0.1280227450592155, 0.08025610702589696, 8.898233471587599, 455.0143846722454, 186.5377489199828, 1.1543616071250855, 4560.601730645188, -1996.973267277047, 3.032268238865239, 95.41932028413804, 1.707787340419933, 6416.176337884915, -997.6462232775092
700, 97.08214664858235, 101.82390755060925, 1.8072138976095338, 2.074640578174313, 0.11007522391384776, 0.06445468866840937, 8.845017884290524, 454.59905632520764, 187.2041279307653, 1.1795714809663747, 4561.083131019804, -1996.5929067935533, 3.091567929325934, 95.66232246845178, 1.701122947314512, 6416.657240026951, -997.2385413177635
800, 96.9946866292978, 102.24174246570747, 1.8470110983500798, 2.113790041215823, 0.1019569968002607, 0.055546638490541166, 8.800833271336012, 455.4658469677106, 187.55420502446594, 1.1938800240335665, 4561.6176706953, -1996.301835943937, 3.0662176380446162, 95.82512642285235, 1.7022157465208785, 6416.559755029939, -996.8305987636545
900, 96.87968267161509, 102.79309065935273, 1.8616548304458096, 2.125251125020755, 0.09746010402216898, 0.050276506361042486, 8.75360872451833, 457.544945954866, 187.62883024574344, 1.2013123474429122, 4562.402014218573, -1996.0127781798012, 3.0177687343026394, 95.69339696513133, 1.7074727112252137, 6415.882280383881, -996.3789415447235
1000, 96.97312984977125, 104.10872583535652, 1.871147113244817, 2.1251997311605715, 0.09608978554967425, 0.04803453904237305, 8.706564006778166, 460.8712085304494, 187.21351590109688, 1.2052887237947272, 4563.834917995157, -1995.5025490042997, 2.9827468170574742, 96.03269053190559, 1.7144557672721334, 6414.662891799766, -995.9062959694205
1100, 98.32778307957277, 107.48732378485242, 1.8718133909297523, 2.113537077255071, 0.10354383602060906, 0.04281986546240415, 8.63356188964278, 466.4913837769061, 185.82829435690854, 1.2120952878224043, 4565.995193743996, -1994.493496758685, 2.936758590234141, 97.91981201086737, 1.720464380482284, 6412.549803284815, -995.4734200381115
1200, 104.5929743698402, 117.13470240983447, 1.8428923206639698, 2.057868925368164, 0.11834845537080724, 0.040843660932467704, 8.543004068392953, 474.238947022378, 183.8133822484221, 1.2214532585994267, 4568.495901593471, -1992.819324243341, 2.8682823968435858, 108.17643844617778, 1.7267166303298456, 6412.314459206456, -994.6936924348755
1300, 118.46120247425974, 133.79688637230063, 1.7663453860719072, 1.956862672345905, 0.1377485494655334, 0.043940927273145754, 8.425395314720058, 485.5981365261502, 182.76616124991193, 1.2210888715888681, 4570.389828570994, -1990.04706912039, 2.807058886848985, 128.15412110147457, 1.7277789972226787, 6415.688897286424, -993.443086326283
1400, 136.68608561606223, 152.60136255244115, 1.6790075524690928, 1.841754224110574, 0.15532523624127184, 0.05003536546562006, 8.314131853170698, 497.33015369847385, 182.58227780613467, 1.2206807160627708, 4573.244203987599, -1986.5937309949034, 2.781851368802502, 153.2932228041038, 1.7202283829221499, 6419.7095097353495, -992.1298846249157
