# iter, br_Ha_amp, na_Ha_outflow_voff, gal_temp_amp, br_feii_amp, na_feii_amp, na_Ha_core_voff, br_Ha_voff, na_Ha_outflow_fwhm, na_Ha_outflow_amp, na_Ha_core_fwhm, power_amp, na_nii6585_core_amp, br_Ha_fwhm, na_Ha_core_amp, na_sii6732_core_amp, power_slope, na_sii6718_core_amp
1000, 6.608541828023068, -75.84437775337051, 7.301065703920344, 0.05135707730422025, 0.3848787613608671, 40.83533889378567, 45.098720341986365, 820.073897552754, 7.495895400183468, 186.01040271664792, 5.846731610924866, 12.26828976084914, 3339.672334540086, 24.017680456992984, 2.9746168053134636, -1.2252134418745873, 3.6335881719743286
1100, 6.48610998737779, -81.37520760579099, 7.336572790624464, 0.050840838734948705, 0.4850432396198297, 40.71404458905902, 53.49582262933201, 830.9866273243988, 7.439757701329878, 187.309784332621, 5.801822351261947, 12.349437905159471, 3357.6907616522676, 24.2312150503417, 2.997832835496798, -1.2267291544425527, 3.58857458886182
1200, 6.447165021395701, -84.24864958412066, 7.440149068624311, 0.049541204654428884, 0.5256158808215534, 40.560210081021566, 58.58142239982284, 847.2028358487528, 7.398414974802887, 187.18428001940111, 5.705844169520706, 12.381642593316087, 3363.976506365243, 24.301895738270442, 2.978351278632913, -1.2589671642380182, 3.619276023253359
1300, 6.423280357961819, -89.92044667262076, 7.386123146870796, 0.044189222635162805, 0.47212571653761826, 40.19968898553337, 63.7763845199803, 852.3374184552325, 7.2890959685386365, 188.37149168970637, 5.7530506476365435, 12.445708992581642, 3375.670304460348, 24.25522536063628, 2.969913416026092, -1.2354078778822846, 3.592221690657207
1400, 6.265275064765854, -88.45112448722669, 7.293296627973826, 0.045429980747673945, 0.43570955997800953, 39.67647679358667, 62.355034849362816, 863.1434956127437, 7.203683858709492, 190.5433212757309, 5.835929385290949, 12.53883530996139, 3396.335679953783, 24.303581703241196, 2.9457047441315956, -1.2316830494601243, 3.593982267666327
1500, 6.165005565675319, -94.19833592765542, 7.316012542394577, 0.04869288722387459, 0.4111333395425293, 39.66341268298465, 67.20191080107483, 874.7104033871806, 7.288122357776194, 191.5513217638896, 5.830950454127544, 12.491142035789839, 3418.1655191959935, 24.340518811843186, 2.917234213997293, -1.2285500987950733, 3.538326689415223
1600, 6.234939373968631, -90.37629269833985, 7.360446148288067, 0.049978812458818966, 0.3773805090743725, 39.52515443855443, 65.2211869401486, 876.7617534547062, 7.394206855356154, 190.65455792240886, 5.769891637417475, 12.475349361289451, 3422.789081251337, 24.27109711471462, 2.90022712453228, -1.22565240917337, 3.5337768338866646
1700, 6.335686788447225, -89.77742102221009, 7.315815302873489, 0.048278126537558065, 0.40823420083493794, 39.431545746136926, 67.15578495507648, 874.1355356632778, 7.416592216185581, 190.50698064311206, 5.8376404499632955, 12.38087398973731, 3401.0859477863296, 24.31714182201554, 2.916795300371508, -1.2367711912013213, 3.555340885422133
1800, 6.239693984646931, -90.32256008481902, 7.4562463906411836, 0.04807558979696727, 0.4591263988358538, 39.4816196162154, 64.88765973844322, 871.1176727538916, 7.3533841233798825, 190.4100689730762, 5.678556403212685, 12.362267945074626, 3406.896977496391, 24.282434376408595, 2.9285513953204694, -1.2507038927374847, 3.574909581367641
1900, 6.193638135788807, -91.23277959205191, 7.4542097461922445, 0.04839877467778082, 0.5221099521763835, 39.67668188082693, 70.80535516030315, 874.9000431307218, 7.321195427153374, 192.15275937570198, 5.69011012775224, 12.375753310599839, 3414.20951987701, 24.25059174770779, 2.9199562066687967, -1.2400895827838125, 3.5214786548170567
2000, 6.220999962088011, -94.22070777318339, 7.430123166805423, 0.04606832479448842, 0.5224760635764154, 39.36971734193572, 67.62762400822402, 873.7254688479719, 7.365855701530187, 193.2860107611553, 5.715332306570885, 12.31614104333669, 3424.818427958614, 24.25851087460542, 2.90828859935817, -1.24851158468191, 3.5165292078284196
2100, 6.181206304000671, -93.36556869968561, 7.410391428300442, 0.051195217936870575, 0.5080901802564926, 39.39508819400987, 62.578058450521105, 872.597107539736, 7.413920621824395, 191.67068771786424, 5.73657216609214, 12.356279697434164, 3435.066183264794, 24.23747757402108, 2.8867297679082577, -1.24555188690112, 3.4835366153228433
2200, 6.282172309993838, -90.73526777969428, 7.262745530983997, 0.046032712756445104, 0.4456498269541971, 39.69179409340721, 56.12785799284719, 869.6838949367431, 7.318185976773573, 189.65383758162469, 5.868730522534191, 12.405914872192419, 3431.9436159037946, 24.360182343485192, 2.8733217380949596, -1.2151445192170236, 3.5383288371559276
2300, 6.294059561581792, -91.29043332715273, 7.200450747713814, 0.040572740514217887, 0.4457397168385013, 39.986745725694284, 60.967241103815944, 870.3412495121295, 7.372965920224662, 191.02311707423894, 5.9286703379931645, 12.439409455296154, 3419.7535706019225, 24.317321490520456, 2.8726665054234344, -1.2094085390897877, 3.5028116305008914
2400, 6.284436138388062, -88.97541983520517, 7.3011790352229955, 0.042191072692768346, 0.42039557420365703, 39.93362121637202, 62.68319601647005, 862.1120414889667, 7.365904352710749, 190.66008035418798, 5.835965725415246, 12.499501240377583, 3421.920194855129, 24.361613356565012, 2.8793135369840246, -1.2049724171466547, 3.5220370501450606
2500, 6.219529954754373, -89.05756180065181, 7.291229091735576, 0.04272700711787777, 0.5005054006630949, 39.39792443988437, 61.47403652424044, 875.9801995925262, 7.293568125003768, 190.16209428544602, 5.835442671862345, 12.51939589374921, 3418.82960590485, 24.491649286334887, 2.880361354210046, -1.218866349458624, 3.509051220208219
2600, 6.2820513591070455, -83.95630529813086, 7.3018992654862585, 0.043865716213245615, 0.4269756553215468, 39.518703466668484, 52.42707193688735, 873.8424548325094, 7.250563046922151, 189.22134895555055, 5.831309010652047, 12.477518711461922, 3411.6264058254924, 24.357223274764948, 2.869701800864158, -1.2320717242965284, 3.551154188290516
2700, 6.289151895454063, -85.09646425913823, 7.310713465421916, 0.048188672328082036, 0.37715455294933625, 39.91764743879416, 56.99035317418853, 870.5301275934657, 7.412323324881181, 189.28570605344132, 5.827787990362788, 12.514652862707383, 3399.8414327041305, 24.23105524831839, 2.8928803253941586, -1.2333090947217327, 3.590372100015087
2800, 6.247783704244582, -88.52411535944206, 7.371795487109184, 0.05082183012907354, 0.38699136700699893, 39.831724719937114, 56.547764952493864, 864.7001705153424, 7.436165502113753, 189.9854931068662, 5.770231975409485, 12.476426939976548, 3415.602583639378, 24.30703062922579, 2.9048826827073855, -1.2432410680723303, 3.5597267201632667
2900, 6.243031121541774, -93.18817495302932, 7.3605371070392325, 0.05201782492798176, 0.4179404226133759, 39.83024899173164, 58.38756913837131, 876.128622251957, 7.34159606161877, 190.58987817316176, 5.772854797550079, 12.464981079561637, 3415.748216712442, 24.344149133010756, 2.939885761024951, -1.2558125278155674, 3.5710953282615794
3000, 6.3075486029977235, -96.4630198658044, 7.2614229494831255, 0.04309777802774409, 0.4940260520420038, 40.376180735870804, 64.64876813744469, 864.2161711393344, 7.229101245209954, 191.30189641466282, 5.87332528572329, 12.467432526172022, 3399.33171469504, 24.381940560240295, 2.969069950080871, -1.2296701865353616, 3.599498811872289
3100, 6.343017532625378, -92.51476025402019, 7.364236278393198, 0.043267716265959696, 0.586335383996432, 39.862300548891454, 63.46658566497669, 865.4759020958351, 7.260357199261839, 191.22488811824445, 5.764168131974165, 12.506980470578496, 3390.7021821731455, 24.43732580951842, 2.954992019103025, -1.252856527023435, 3.5909990126835107
3200, 6.307721361298384, -93.01141279003706, 7.387997289665492, 0.04755438200097706, 0.5162501721257479, 39.58800192469653, 66.02276874204568, 871.6020875937884, 7.228424271114754, 190.20826276630575, 5.739507260948554, 12.497948158693067, 3397.7111395585907, 24.461231893499704, 2.964550224037249, -1.2617000376884957, 3.5839683363685877
3300, 6.282601601938299, -93.40152109279157, 7.374135565688778, 0.04967746353372658, 0.44223643051916417, 39.96251897994296, 65.00519283452459, 874.3988360359936, 7.304777328111211, 191.62024824576218, 5.764293317595472, 12.448466947571545, 3413.1630955412566, 24.483628429531507, 2.9460638031298707, -1.2522217318844726, 3.5696146084172047
3400, 6.290818769191095, -88.53394323664673, 7.307315415835941, 0.05271062389408884, 0.43448940009269044, 40.3205631027137, 64.19302650936551, 859.7519448527923, 7.460137878574854, 190.07680903242775, 5.817425326741359, 12.42564982709738, 3417.4432958910907, 24.289653148713928, 2.987510338377088, -1.2443089995228278, 3.564570316598058
3500, 6.315927431628756, -85.76642360393306, 7.251526944380057, 0.03758518191993528, 0.41681801426766285, 39.78897864625265, 63.79513367917235, 863.0641076882565, 7.406718059592798, 190.06596801101924, 5.876641699626946, 12.312924894568532, 3411.935882794378, 24.30715749264915, 2.9591995955165347, -1.24645713269993, 3.576042085713931
3600, 6.236330065775201, -85.81840401956852, 7.286978906730888, 0.045834915563401725, 0.4301439338923583, 39.46703887384087, 59.109312032619954, 866.7459393115815, 7.345668743079673, 190.87460344039124, 5.841432901555374, 12.392580354804656, 3435.4587079254106, 24.3585274882624, 2.9378538067786866, -1.238109377674481, 3.5377159427949656
3700, 6.227108766176126, -83.58954440893454, 7.349261767072363, 0.04866019380348214, 0.48523006559802573, 39.19709741981721, 59.895287646828095, 869.3517148358684, 7.199135691085919, 191.70722237889544, 5.78288152974082, 12.425260680215509, 3438.992702571919, 24.412275745941614, 2.944437007448987, -1.24592275724755, 3.512264800345027
3800, 6.190111742560967, -86.72643071163955, 7.378206780699919, 0.04303490932424214, 0.48345115979858744, 39.213218266082265, 59.694397572497905, 879.19487498097, 7.342601044233802, 192.71171694860755, 5.7592821430301555, 12.464019611022604, 3425.3724267240727, 24.342486685325184, 2.8733041459577695, -1.2352165296873219, 3.4715128777222777
3900, 6.289204959245455, -93.65686432673985, 7.280037306167814, 0.04610252210712266, 0.5060176631507917, 39.45489636234908, 63.247538182490466, 870.5219218933838, 7.299280602813317, 192.23132928819936, 5.854723271489147, 12.488657222237856, 3401.428928362564, 24.375679254435447, 2.8826708981373703, -1.2200227291169665, 3.5082883289560707
4000, 6.23184592576133, -93.96833324155946, 7.300824004363912, 0.040835888200874054, 0.51212628743277, 39.64889805941268, 63.69277386148261, 874.381382495792, 7.294141405696046, 192.38768631194603, 5.839032544680557, 12.538079320282574, 3415.3094464221253, 24.43186455905771, 2.9192670271277295, -1.2143024379847733, 3.492283027546411
4100, 6.150462244252868, -95.06962370506706, 7.348688275506727, 0.053126582858409196, 0.48767733428501037, 39.97811546088208, 64.43681792469309, 883.0972382724016, 7.390816681207828, 191.0151871978378, 5.781163915072662, 12.5379595458432, 3447.823365915489, 24.419574490002926, 2.9228886985049396, -1.2361015537576503, 3.496396409631851
4200, 6.109702704847806, -91.20297858297627, 7.297570711101466, 0.0488780101418573, 0.4743502968518507, 39.85470159633701, 52.46614982105153, 884.9585598715873, 7.347433765219501, 190.73301982703248, 5.8391491789328365, 12.512756737788195, 3461.124031779699, 24.450288193254323, 2.9246253738790915, -1.2327544651467053, 3.4679683937077734
4300, 6.174707342071056, -88.13737306813917, 7.250743816545179, 0.05191838158519715, 0.48662516046072046, 39.37633193982349, 53.47551083357489, 882.5043207342871, 7.377621156091889, 190.23685582910235, 5.88278539224766, 12.473377390308313, 3448.313732989026, 24.33546003625191, 2.876725487186958, -1.2092854117379142, 3.523464386936705
4400, 6.0999589511405485, -89.17130092906798, 7.303632541979192, 0.04953590109247859, 0.435458526385451, 39.587666396294466, 48.259280394200225, 887.1871188196583, 7.44158542117814, 190.24017825344723, 5.833651882992526, 12.559517737150454, 3452.50120791583, 24.399300014099886, 2.887536653807137, -1.2295299317986814, 3.5298937201559855
4500, 6.1076984838955015, -91.57982191524741, 7.388098716315641, 0.05379939358195412, 0.41157531089957516, 40.00156225421208, 52.72228192025879, 883.3030556912811, 7.396844640898443, 190.75089385813646, 5.748607601978533, 12.583381092796937, 3453.9179891302583, 24.43542420008073, 2.88415390404119, -1.2364359605517303, 3.56330217049472
4600, 6.174126727577023, -92.18913895538512, 7.378317107863353, 0.05757726429592745, 0.5118061556162058, 39.9015088437208, 58.97760360300765, 874.2355314278946, 7.395792750775771, 189.5146537759136, 5.75082745282252, 12.510096988629108, 3451.433191517861, 24.359535388409377, 2.895800414228134, -1.2415934039870336, 3.5277475787852346
4700, 6.226134830869528, -96.64882156144485, 7.374035659221119, 0.06012764182827224, 0.5094931024145849, 40.131225728629786, 62.93463567765373, 879.3286367483782, 7.393062350397438, 190.57830135067195, 5.763868088702561, 12.556558042204927, 3432.3807230836524, 24.342613928063983, 2.888133874844533, -1.2395025976777054, 3.525931343517628
4800, 6.167122061022835, -94.73498756686442, 7.372859721618103, 0.044287106393717225, 0.4739424071018651, 40.29665545026497, 68.90623178749112, 877.3865865587783, 7.324075149610435, 190.36622250755795, 5.763987751049172, 12.469694808038915, 3444.1360778406724, 24.240806471918113, 2.8643827953993912, -1.2468433824329057, 3.491968241597733
4900, 6.231518447522626, -94.18415821504718, 7.348972186955913, 0.04242522298909446, 0.45644052180095684, 40.08967827747862, 74.14154461815176, 867.0372417334437, 7.307888889854851, 189.77273140332576, 5.774541507654998, 12.394742595214364, 3434.818929932171, 24.37891195217894, 2.9333780946724026, -1.2499358968996679, 3.5303403758609266
5000, 6.247985246588649, -91.25731044509199, 7.301841268146538, 0.042881480350114035, 0.4935944929544842, 39.70946604122267, 64.28056033248016, 861.8873628127178, 7.2325793350469665, 189.81324243610678, 5.8355313422691, 12.474850029687023, 3428.168365151085, 24.426552223421126, 2.9375890321916636, -1.2466096665078583, 3.5552853616294233
5100, 6.262900933788136, -89.12800676961314, 7.283986508399877, 0.04430305362949996, 0.47182498233776704, 40.00111383677418, 59.03599734679464, 864.1286672746133, 7.267193919795868, 189.93031086928823, 5.8499113531564415, 12.50020804900316, 3414.439397091909, 24.44244362172285, 2.93908138959168, -1.2320716154341649, 3.5637003580095774
5200, 6.306147476947023, -89.09939925495517, 7.365004987415352, 0.04887955075744127, 0.5152927749717688, 39.1429203218997, 55.60565064942234, 865.6983525765646, 7.257536758626292, 190.57186942088538, 5.7618244953855795, 12.521699045019655, 3391.662113171567, 24.517258782561427, 2.914594322912993, -1.245685293142825, 3.5827995816012055
5300, 6.295642796930871, -88.92621837626655, 7.326770028912689, 0.05336185094107644, 0.5814197560772538, 39.499175465678036, 52.704443599815036, 869.9337494754611, 7.290649089554394, 191.8924085035184, 5.802865235939058, 12.488699996798628, 3399.8711092187664, 24.428108743427757, 2.907735201741314, -1.2254396743142686, 3.5683186984618533
5400, 6.172403176685915, -91.0662773949353, 7.326656266100592, 0.05479571932865222, 0.5241992510393756, 39.61566346148314, 55.83362057764139, 877.2374624059361, 7.274681777382536, 191.22506296245234, 5.806227669386426, 12.462610022854545, 3436.365519480155, 24.35317081194221, 2.872777036284512, -1.2271433797515172, 3.520399314738828
5500, 6.292902980011201, -93.88437525646026, 7.29656579250428, 0.04493109380039727, 0.4466945650630795, 40.02631105157224, 58.986687974545866, 871.0428506876183, 7.325587939516721, 191.5597795044473, 5.827974900559515, 12.426166899123322, 3410.5750111144907, 24.262264652039377, 2.8871558223805764, -1.2329573515096195, 3.501941943739864
5600, 6.27006088360473, -93.20605069195474, 7.2931409996266146, 0.03993159507381494, 0.4455340998461004, 39.7273423600243, 55.00880752261139, 872.051914746653, 7.337982091258766, 191.51147457411636, 5.839537574519593, 12.518765441437605, 3416.516960204213, 24.345957436343852, 2.8750505451168116, -1.2268631530812737, 3.543558328735423
5700, 6.241953486032588, -90.33557937160822, 7.2957479892372135, 0.04755293470047337, 0.4034075819547245, 39.26962789800534, 55.06361624460205, 873.972660193727, 7.372239279014157, 191.1026696330003, 5.820556468475277, 12.477984591866589, 3413.059784399465, 24.352058608403873, 2.8813993832704776, -1.238204969484655, 3.5187229806538007
5800, 6.222130697721181, -86.55276970659239, 7.304605348844792, 0.046726232873220946, 0.378784036804992, 39.65441419922657, 56.41635109053351, 868.8159648287899, 7.39775693219998, 190.5194675654405, 5.823807454479624, 12.513912556881337, 3427.742236231903, 24.363573194738596, 2.8909181593422404, -1.232054324768337, 3.5286718335579628
5900, 6.26721171978698, -90.97512587619362, 7.312409628372654, 0.03910356357438088, 0.4252968179226374, 39.53007905006714, 58.339714195564625, 871.4010423071481, 7.407167478477751, 190.91789081062618, 5.823651215829298, 12.48614657249381, 3432.3040574808083, 24.351065675622255, 2.915822585586232, -1.2271086512213742, 3.4835882309784374
6000, 6.234574053237828, -91.72801637150879, 7.197936399635037, 0.041322706845095564, 0.41301248376905464, 39.22463704759581, 61.14311601011737, 867.010077369329, 7.370956836035185, 191.51216883088713, 5.936686707860684, 12.493682508132059, 3419.808080947147, 24.31247538903199, 2.874117913556528, -1.2118656973831379, 3.4977072699814697
6100, 6.183287449595297, -88.89523913990323, 7.270069939524708, 0.04734683326902664, 0.4729930763764286, 38.91238602364349, 62.217554356816194, 877.2303026669044, 7.366516692233217, 190.04563151465578, 5.85871152141777, 12.553515746604882, 3431.9903177927768, 24.44457058705557, 2.8506940199122512, -1.216931751102909, 3.5238999138912783
6200, 6.148835299809441, -85.23083245813865, 7.267372914839359, 0.05230448268030479, 0.4737679254576128, 39.72271122098207, 63.189883275923336, 877.0317090332319, 7.344202327171921, 189.49904861911787, 5.873098957452684, 12.54199357673929, 3440.4318301973544, 24.384817170021513, 2.872930699851931, -1.202528462311538, 3.5087292791508857
6300, 6.1956892699595745, -90.42585620618159, 7.280111412714792, 0.04497286118186033, 0.5724080934897476, 39.56366557446999, 58.90594766796825, 882.7506641190844, 7.272892582677132, 190.81917867629753, 5.864727421683737, 12.554480924894628, 3413.5950812427964, 24.444530114786883, 2.8991925580906006, -1.2070945089710432, 3.541331343900712
6400, 6.234465317624728, -90.24827382225155, 7.3288286735795, 0.04284180315188267, 0.5483890527774875, 39.56982973460946, 53.873134869716885, 882.6894567630246, 7.233533998242143, 190.5547187291844, 5.81384181932087, 12.546738501872952, 3411.0545263995214, 24.403399918905485, 2.862677079627734, -1.2353934949781333, 3.5591934296623657
6500, 6.145740026546895, -88.85202259696604, 7.346441515113638, 0.04615849679248986, 0.5435691682526113, 39.711803283788846, 58.15227718757964, 887.8924842321986, 7.352027827348461, 191.41709906180162, 5.793256777022931, 12.563908220846749, 3442.39213368736, 24.431137167723094, 2.8889135122103373, -1.248640277308864, 3.546017300988219
6600, 6.087246877010662, -91.10319292727154, 7.397619442807058, 0.04609718089112899, 0.5212912841081203, 39.71195703506637, 60.576075370470676, 887.5151110627792, 7.478165511140133, 190.91455484423867, 5.739083960175369, 12.514802909269662, 3451.0161191088628, 24.383866414856573, 2.861624565358391, -1.2608686621890193, 3.512590307902854
6700, 6.113884129831423, -91.18391771771684, 7.360184806925816, 0.05210524923467664, 0.4239318038774269, 39.63739038791215, 53.59078968604689, 892.9833124021444, 7.319277247315504, 192.0188004211269, 5.7736608242323335, 12.538527269134416, 3448.2079617672707, 24.498041873830978, 2.844324599984036, -1.2587312996740663, 3.5489236731624043
6800, 6.154352902046166, -89.187189178399, 7.317053598262312, 0.050161726160879355, 0.3841561919016965, 39.74612093134069, 56.653327615826896, 874.941053796953, 7.457861175226696, 190.14037018886248, 5.819723082414514, 12.507192910779187, 3444.9110492098257, 24.315860701180785, 2.8769698943179445, -1.2538557879454033, 3.494622109220093
6900, 6.15973290518698, -88.78674870238231, 7.378493421946536, 0.0509061088688883, 0.4394454789832567, 40.06021395898682, 56.54703686355565, 864.0182857215475, 7.507533680331715, 190.38841851600236, 5.763281127873224, 12.503586902238315, 3445.7134287315275, 24.37688426406917, 2.897527745800781, -1.2585027085700091, 3.5082968956943197
7000, 6.194502712166478, -88.80334071411794, 7.333683957158867, 0.05039269506249731, 0.47961388052393394, 39.80284413122052, 59.72638478885008, 872.6022286261649, 7.397392456108255, 192.34486539578546, 5.800789938035167, 12.482497239649328, 3430.220217110418, 24.40187602723848, 2.901034891798737, -1.236004441136875, 3.5229609973993226
7100, 6.237079696330118, -92.48177017421943, 7.360933640806843, 0.054881102853062004, 0.43937383409859704, 39.70713606911858, 63.05634091723132, 874.7785041458295, 7.30293351572132, 191.68645663683336, 5.7694335993468835, 12.499928466071555, 3428.890086200832, 24.46503805010594, 2.929715463634345, -1.2530992764645228, 3.5161702064076996
7200, 6.226728941765225, -91.31289397405038, 7.352441931636461, 0.04121194947488606, 0.47613933408120623, 40.094866937777965, 59.16572890271334, 872.1087129478484, 7.356856634542785, 191.4963314207744, 5.77677142237749, 12.431895751225994, 3427.3215086016867, 24.356996092014434, 2.8876571462277716, -1.23444942349236, 3.4946962377353747
7300, 6.153251104861453, -89.3934640753294, 7.305984755194158, 0.034806226410284274, 0.4471869566510501, 39.956742723955784, 59.874358394295, 883.8582347710991, 7.366023644722009, 191.36187450948927, 5.824971899987906, 12.419160865365674, 3434.668410375175, 24.305680017902358, 2.8890152430490796, -1.2182377569061211, 3.524687270931884
7400, 6.203591135014738, -88.55052789997441, 7.343446224119866, 0.04248788617636315, 0.4009211982147598, 39.874341081156885, 61.334082141409155, 882.7643213423614, 7.281568331584499, 190.7279911052759, 5.801547635792435, 12.40822948856617, 3440.6459158079897, 24.42279431416272, 2.940941136466514, -1.2297796767204632, 3.523183996625636
7500, 6.272763963134978, -88.99000317200861, 7.275324763286504, 0.051324714899722026, 0.41700640105890363, 39.78187447272511, 63.42893267543391, 878.2212497603837, 7.284402813446027, 189.90484483017318, 5.858938223315482, 12.45791838453596, 3416.208658340556, 24.308749883606595, 2.946719192198016, -1.218646231213135, 3.545024549640309
7600, 6.309261223736458, -89.82520567425141, 7.363233167879885, 0.04760905742913221, 0.560152605094586, 39.57625787611633, 63.30520574478324, 869.2593444627471, 7.353945277631571, 188.86228879748757, 5.769836318473958, 12.38252644258166, 3396.1529982375646, 24.252055899983088, 3.001167739959956, -1.2312439644914106, 3.5140807347882297
7700, 6.328040290267429, -93.15651855656401, 7.297386454612665, 0.05212472202779933, 0.46564670560869925, 39.43414823943047, 62.02881706098252, 871.584638742607, 7.284433617984428, 191.24731211272734, 5.828617895938217, 12.362136754261705, 3400.2147569280137, 24.264672689744472, 2.9200191250782237, -1.2328537838599463, 3.5106946918921405
7800, 6.230013348171517, -94.04458538128569, 7.286863932473786, 0.05012812016173758, 0.4812377473828888, 40.04931104753063, 64.8133421922495, 875.2760356451374, 7.375292194311437, 191.57397973222356, 5.83833786337496, 12.347097387795102, 3433.1086708537273, 24.223019605708814, 2.9090911418086027, -1.24071049658542, 3.538829797482413
7900, 6.178182560374142, -91.16308956231495, 7.286326306974629, 0.04634567341968021, 0.540915417672429, 39.606762328726454, 60.217407335653554, 868.9711151226115, 7.498314368332781, 191.38755477281913, 5.838057897579115, 12.467523073594478, 3447.756873913592, 24.19365148602245, 2.896105967190714, -1.241447364006158, 3.537148802818487
8000, 6.261567488400767, -94.887886148137, 7.29749052830198, 0.04579287341060205, 0.6430225906082032, 39.97332763917329, 63.570884409252514, 872.330237277648, 7.380882756304182, 191.66113420626286, 5.8319801873331425, 12.48551617523874, 3437.4068742401396, 24.304330933132846, 2.96974296751813, -1.237881971119263, 3.5759709246497806
8100, 6.33917744733795, -91.72519034165855, 7.306028535843867, 0.03967242034474335, 0.6076055726584212, 39.98349783997808, 65.02322452155049, 865.3918847826775, 7.362277240736715, 189.87263894768927, 5.828478110149134, 12.429964336516944, 3416.029926921061, 24.20026659321301, 2.9237190655641214, -1.2407712380749636, 3.6134586082623517
8200, 6.265536608833034, -89.66888406149155, 7.313757031662768, 0.04893087099339055, 0.570553247866636, 39.58979855828646, 67.30391968913, 867.7904053676527, 7.477411911660736, 190.3012939661668, 5.822660950297988, 12.397425347414682, 3443.519156799775, 24.13100554495017, 2.918025024941271, -1.2233347716069016, 3.5632186055054484
8300, 6.184598905537864, -91.30864243006715, 7.293995398606464, 0.048732694753104835, 0.5194722294694809, 39.45780469443513, 65.96381954669064, 878.2581362907165, 7.425685833621608, 189.92539330740834, 5.845774721888507, 12.4721466848563, 3449.8733757606933, 24.16980422942388, 2.948150309445397, -1.239415164905093, 3.5360171672380902
8400, 6.2240203261131235, -88.73141336059768, 7.287669824799085, 0.041321927426642244, 0.49871461879750356, 39.418547469882256, 57.909671849498736, 876.9670667629575, 7.461106168963096, 190.0500142219444, 5.829182649233097, 12.479016911832726, 3428.5626973749327, 24.1810143484483, 2.8973775853854713, -1.2373324074201744, 3.517278204731558
