# iter, vel, vel_disp, cont_slope, cont_amp, na_feii_amp, br_feii_amp, oiii5007_core_amp, oiii5007_core_fwhm, oiii5007_core_voff, oiii5007_outflow_amp, oiii5007_outflow_fwhm, oiii5007_outflow_voff, na_Hb_amp, na_Hb_voff, br_Hb_amp, br_Hb_fwhm, br_Hb_voff
 0, 100.0, 100.0, 0.0, 0.0, 0.5918037234635615, 0.3337485959909509, 5.6528248212394026, 267.86685740905386, 64.86580290237781, 2.4082198092510123, 497.84430507359525, -89.38017341980165, 4.076086943026752, 59.58384348574843, 3.4599305394377082, 1916.819502615793, 117.23625776803523
500, 100.11492906102445, 100.05162092102101, 0.1541683305026085, 0.8746756376554616, 0.5384031928252222, 0.37782155628604575, 5.842835808295788, 267.5629532022948, 64.74068917790534, 2.5701874911953633, 496.13505605134947, -88.6350861410343, 4.059385800845643, 56.44406570448398, 3.7946032884622913, 1917.6023250083383, 117.3377510200605
600, 100.5609305072085, 99.77389429996438, 0.22374643624604698, 1.135164475872897, 0.5524250756409961, 0.37544537680895834, 5.86776903245886, 267.39810258734536, 64.80584776384083, 2.6202955425055934, 494.2630304434458, -88.61057114072439, 4.059864219769411, 55.24254758739168, 3.878079069235698, 1917.7307131056675, 117.366875361047
700, 102.1108874180024, 99.59389398673015, 0.2943008004116957, 1.320109504281234, 0.5596418448806701, 0.3805582738617222, 5.864007290377602, 267.7609174994464, 65.10538606453424, 2.636091390260985, 492.5721026430076, -88.53350791152863, 4.059102232912866, 53.93972945024942, 3.8987067556538566, 1917.8683568120596, 118.68245319752695
800, 105.1585666743443, 99.64471023485874, 0.3363704335738474, 1.4051361165213823, 0.5614366713966411, 0.3748558049729054, 5.826431807389144, 269.72200555172213, 65.25859964715252, 2.6277952959685993, 489.0919125308281, -87.86749751370984, 4.038279016336985, 52.710361534202654, 3.9006407150802387, 1917.0444577868157, 120.07337531886031
900, 108.1181428694856, 99.24020146610212, 0.3075932382553035, 1.4692095253237942, 0.5622934606147173, 0.3644819565787902, 5.790119458005314, 270.9304428826137, 64.63461693842645, 2.6400286503432704, 487.9993857460348, -86.88187946011625, 3.984421357310267, 52.057928430719265, 3.8943729365915374, 1917.2082428106075, 121.19306338636741
1000, 111.67758572675761, 100.03266481171858, 0.2778100669738565, 1.5158517019625974, 0.5584796398041094, 0.359358852677739, 5.666943639507167, 271.9449896516457, 64.36825037522203, 2.717730369692485, 486.0003623635298, -82.98091914704264, 3.902045814992755, 51.3273839085422, 3.874245370549005, 1916.9634476212382, 121.69363803824844
1100, 115.37609672885867, 101.25497798675485, 0.23295190966988813, 1.5569210297982083, 0.5469794648638421, 0.36309746394599396, 5.540366416074102, 272.18089467496986, 63.76149553321665, 2.7994216668377714, 483.487807834994, -78.09970631175807, 3.8138074650105946, 50.83536985375157, 3.8529510956093054, 1917.2354716129237, 119.87856652275296
1200, 117.84312559232244, 102.21656213581782, 0.1788972176588941, 1.5754100312195753, 0.5375460843755702, 0.36174008975897787, 5.486549472059781, 272.6135238472943, 61.94968721872271, 2.8323221017076827, 481.2259208635028, -73.68484855064726, 3.7761476664870104, 50.64367744760142, 3.854465498191775, 1917.8205500966665, 114.53056291121919
1300, 118.56864895490921, 102.63615805375463, 0.14120862650364063, 1.585952201940591, 0.5178577152338961, 0.3608034249853037, 5.461573200587619, 273.58116938202886, 59.741489236432855, 2.841184245492166, 482.04238994014435, -70.6343506923983, 3.787921206700724, 50.69067674058327, 3.844915067056045, 1918.5786171120885, 108.30194805017653
