# iter, oiii5007_core_amp, na_Hb_amp, gal_temp_amp, oiii5007_outflow_fwhm, oiii5007_core_fwhm, br_feii_amp, na_feii_amp, br_Hb_amp, na_Hb_voff, oiii5007_outflow_amp, power_amp, oiii5007_core_voff, oiii5007_outflow_voff, br_Hb_voff, power_slope, br_Hb_fwhm
1000, 11.703826742560166, 5.4925070752433935, 10.05876544839702, 377.7768195783867, 64.60610171005833, 0.6128702816944556, 0.11167092769025103, 3.220132432946959, 19.678910082274037, 8.577813088533205, 3.8161147455310207, 32.76046370608562, -45.05784907247826, 281.0010584579619, 0.3695424063744919, 3131.142493237574
1100, 11.826016169867259, 5.621945788386646, 10.016371301910347, 379.6741792520043, 72.64230060763819, 0.5646221914875051, 0.12240492526061197, 3.1801022059859165, 19.188946418396878, 8.373125632825854, 3.8668798203881862, 33.48588476313138, -45.517291309479404, 280.48257255110195, 0.3658823399856514, 3140.548647581102
1200, 11.690767287009086, 5.750414093054373, 10.055170934787746, 374.8501997949649, 84.97785744803068, 0.5184178869582106, 0.1107051134866259, 3.2084999998550696, 20.56458511973085, 8.331722482694637, 3.83208723558709, 33.74646848342607, -46.076741462310125, 260.4763585627899, 0.3576219772460362, 3179.92306128274
1300, 11.753906719551658, 5.78759111646822, 9.925057154499441, 380.4330492775346, 92.25050023533672, 0.545282093935333, 0.08485238476760051, 3.212758083978038, 20.998148436652436, 8.203278217659996, 3.942269880041237, 32.31053225900222, -43.61034861249118, 242.11815751994413, 0.3582907843162973, 3255.602454760903
1400, 12.313384008166409, 5.87482936769865, 9.913328217229134, 380.3725368925009, 91.25796384650012, 0.5952283753008806, 0.09760033477030525, 3.126157499233203, 23.395924322805723, 8.19347989251534, 3.962445628083908, 32.49306662092866, -50.22573141580518, 227.2156138087343, 0.36202228477905335, 3356.227407753705
1500, 12.273923497619581, 5.940015537067189, 9.954199699412975, 389.15158579764244, 99.57718867868843, 0.5818649775515927, 0.09344794233304475, 3.08631644526856, 23.06932147076256, 7.8687905154910105, 3.917205441121671, 31.750779996446337, -54.34755412746624, 236.9995826776248, 0.37268955730651665, 3420.931573909591
1600, 12.820151454156253, 6.218401058868667, 9.978464908589004, 388.5050405163789, 107.20868555334036, 0.6000766140957242, 0.0830821540356301, 2.9893849183700096, 23.42298106783588, 7.409300425891101, 3.8964861727051483, 33.105146949799796, -61.818635175187076, 230.08866449311378, 0.36598742332604334, 3565.8614929279647
1700, 12.873133218765282, 6.175495785234926, 9.888473385273656, 384.34397390235523, 118.18870457387885, 0.6312061353381944, 0.08023290231626036, 2.958375584620878, 24.816021237021467, 7.452440739495213, 3.988352352986004, 33.50664754524643, -58.77901028360133, 236.60845605196303, 0.36146099694397277, 3630.6273159728376
1800, 12.763454239938264, 6.187433452988848, 9.959126917573695, 390.55713895469205, 124.2005676618963, 0.6140497891803092, 0.07904902811338321, 2.947128910339819, 23.14657973934495, 7.28775642963155, 3.9119109959846767, 31.61463104882617, -55.17369383608372, 257.4300230243791, 0.3853903628832161, 3624.338266944238
1900, 12.343146563581417, 5.908124578321876, 9.8881348496433, 389.98384226805706, 106.1290284924408, 0.604207395032157, 0.0815047918573536, 2.9397554338086676, 21.905901974549963, 7.725546562794758, 3.9736349705540213, 30.244305133788757, -54.60914722267384, 259.22491315776824, 0.3763237380054324, 3632.6750038150903
2000, 12.381803664786535, 6.005438356570026, 9.810518205232087, 388.5111890627518, 104.42515061601392, 0.5824891888383789, 0.07979298106943364, 2.94893685592891, 21.871866666207453, 7.5624699602287695, 4.0575658048863685, 28.3577217684975, -51.509491836005836, 288.7422637739253, 0.36360156970736357, 3668.3773385414793
2100, 12.673744655100462, 6.109437142163639, 9.926952872356352, 398.8884429474425, 112.60057386705691, 0.6091865042379412, 0.08478636790611502, 2.9444723743641648, 21.90349376141216, 7.20102513469614, 3.9469704469826654, 29.52125705580726, -56.05438253575437, 291.6282073897786, 0.3725995922153579, 3675.150816503941
2200, 12.693588686521979, 6.15274489485827, 9.938806064845922, 408.90600978465676, 113.71893945148386, 0.6081811187846589, 0.07735853119805776, 2.938246087295988, 20.993506286491854, 7.0563000121294674, 3.92717176271878, 29.715788818666155, -55.79808200271062, 295.15107530854397, 0.3696526564908711, 3729.7139644343315
2300, 12.659356962333973, 6.2620231708139755, 9.840436268171146, 399.47047773231486, 120.82767355368802, 0.5966494445503412, 0.06520713810473415, 2.929994641372103, 22.775745802335457, 7.045130137359898, 4.024141852749011, 29.200624583038568, -59.479311043676816, 279.22897983295786, 0.34195166416465234, 3741.1849870123347
2400, 12.485565445046678, 6.083342202102349, 9.81937675653071, 387.2388486673801, 108.14633941256034, 0.5716033451177921, 0.06737334654288571, 2.95190049568019, 22.094935328277636, 7.367390449086142, 4.044977967565943, 29.968349633365975, -53.542303002446765, 266.61082428918075, 0.33787938211354895, 3715.228450359943
2500, 12.139935533606957, 5.913746799231315, 9.814356418818077, 384.8860431857286, 100.75278870081954, 0.5841035761404634, 0.07577989008733677, 2.939464837283757, 21.81828994918787, 7.858143778593901, 4.0574463516745505, 31.350159116377093, -51.46610888920458, 280.9891476596684, 0.3475214249453229, 3698.8412412175985
2600, 12.458686075777802, 6.1621906424460615, 9.902733767553002, 396.2263779654341, 108.41812715716405, 0.5923894549466697, 0.06523512201340337, 2.897539985744419, 18.43842732452489, 7.382161119694159, 3.958637953244492, 29.150720694435904, -51.24570249267383, 275.6903049109882, 0.36506244671124305, 3695.6723278485924
2700, 12.446358384953498, 6.221933895244637, 9.892849086320094, 405.82983490144625, 120.3323190900989, 0.6059293139086824, 0.07273731820794496, 2.9001733952974815, 19.92170633089218, 7.15520225829474, 3.974401330745943, 29.796215312832665, -52.451030680942125, 284.0389700797956, 0.3532348354316133, 3706.9048759604793
2800, 12.583005979192432, 6.225944470919661, 9.913432992857267, 392.93579010502805, 124.81670627916782, 0.5924324544077886, 0.0649042662215243, 2.9133874892132354, 23.93197412872347, 7.1277829458844195, 3.9680668197649513, 31.287065173262246, -61.48586090502867, 302.32082304185184, 0.36094526201640426, 3741.387233667097
2900, 12.409748134468252, 6.184933916584687, 9.96021201990169, 392.99701003941937, 125.67474002121958, 0.591216730233198, 0.06257361591221473, 2.884269316513926, 21.250559821112603, 7.111877629478373, 3.9359110728967193, 30.685886353378706, -51.887509147910336, 319.6888272077767, 0.366546295346992, 3693.121821217893
3000, 12.634107613191766, 6.3369794109053235, 9.993746126060099, 399.604382156399, 114.63724575409871, 0.6010149125199754, 0.06983342119970894, 2.8916393819429147, 20.685190949024424, 7.0600308159120075, 3.8889011603779506, 30.67116321981284, -54.26586150266104, 314.2846910858444, 0.3775650372369117, 3662.7164456993
3100, 12.819549972142507, 6.382300851760083, 10.047935152716391, 397.87299577248416, 116.36314387983221, 0.6147650825304787, 0.06235064032135798, 2.9080489172372745, 21.888439936392857, 6.970393754792357, 3.816281235147496, 29.647224303899073, -57.871805718136, 299.8833028533241, 0.40571456948186246, 3705.930245202334
3200, 12.727734060754555, 6.335350989667873, 9.989631368582893, 412.83756218705713, 117.1922058037688, 0.5852214175795197, 0.0590980583981881, 2.930334991549411, 22.481073734376146, 6.892121627166414, 3.8975317110442296, 28.96069416477416, -51.42389836572709, 291.41899043534545, 0.38176093597927163, 3735.720084063345
3300, 12.798299060220213, 6.291443158686539, 9.89489551725064, 402.2706433876824, 116.91000853768725, 0.5930199848726792, 0.07383454416318103, 2.9070586833877137, 23.20496849566554, 6.898835784063277, 4.006418110769985, 28.67833451490759, -53.1309775673901, 286.65593612151594, 0.35586516651032524, 3748.525720368445
3400, 13.137705435869588, 6.516662443781205, 9.952295439853573, 405.77831996920696, 124.10371414196077, 0.6029617075094954, 0.08677203880938701, 2.8947358989418284, 24.300529222243966, 6.692969549946758, 3.931364871631088, 29.056167835122608, -57.70017712185336, 282.06079531887895, 0.3685806328480947, 3750.975530987961
3500, 13.261590078814077, 6.546797467185175, 9.82101162098882, 402.29635284698975, 131.93603038246715, 0.5745560206427679, 0.08111284582615018, 2.862488139257928, 25.300112487084846, 6.504707014576807, 4.041017980579762, 28.958390780269774, -67.72139079667035, 270.6092703449274, 0.35824986160656147, 3770.7123545800464
3600, 13.008847682779695, 6.320545255598292, 9.77293855465321, 391.581146324079, 130.71927069304812, 0.5528625802279172, 0.07666411221209404, 2.8867334051652844, 21.789396736975835, 6.7710857587735935, 4.096282932567381, 29.937104279702822, -62.62019287562002, 269.0821929277945, 0.36325403904222225, 3737.796085038329
3700, 12.857595767359438, 6.287907632510618, 9.84001740610182, 393.9129285065364, 130.89481403907723, 0.5913295108844419, 0.09089065275112895, 2.8577806825493486, 22.193166634901417, 6.751332781491691, 4.02471967310468, 30.682671363355837, -60.70360528423569, 275.9889673776281, 0.366548479389333, 3751.6139488229887
3800, 13.057915956699782, 6.469078405894326, 9.824560985962957, 385.76349715389443, 143.51293077543346, 0.6282927171589802, 0.0955833718449763, 2.9025993817940705, 24.682591485900783, 6.36746468731703, 4.028684120034178, 30.95382422874402, -64.85559344202672, 274.8347533856594, 0.3690020103400621, 3783.046599826389
3900, 12.492883318883937, 6.150264914961549, 9.87427140781675, 388.5440543392997, 122.78749229101979, 0.6195496838436818, 0.08861632001643638, 2.8969600114937863, 24.40719229880667, 7.011313761510487, 3.995848613718531, 30.964662159310926, -58.5782063677747, 287.614406863701, 0.4034947399638579, 3811.7913269658598
4000, 12.825071182663029, 6.191584349918601, 9.874135781410743, 390.3200246749841, 127.63176247621831, 0.6236465899403676, 0.08377200362475906, 2.9252559210897644, 23.587891375343574, 7.013304281053182, 3.9924349601741476, 29.85847819501153, -63.5950559797151, 300.5594276780391, 0.3769550011267656, 3782.0919553071603
4100, 12.759014486749013, 6.244996569240424, 9.724177670901506, 391.4524824078222, 126.99892167554518, 0.641168608236645, 0.08634936103977281, 2.8864142257737093, 24.309747462432014, 7.231845544807191, 4.153888729061492, 31.74328419920353, -69.47581500817742, 330.3766194166317, 0.3417128226341613, 3804.3191513398597
4200, 12.631265880878153, 6.143332958548653, 9.735639032369331, 397.8857862839276, 111.25437520922208, 0.6498754278345602, 0.06665736319974475, 2.881327870127793, 20.746245465065915, 7.460916288268912, 4.135970122368522, 30.83574470340512, -60.47363298357095, 324.8443861747977, 0.3351396804678264, 3816.696373554795
4300, 12.66929641149088, 6.206189889870483, 9.823626821541144, 391.6442496913578, 115.60011017125355, 0.6391565857278061, 0.0645502467574037, 2.9455550901150405, 21.43177246224048, 7.271868156430795, 4.046141461884729, 32.54006981151842, -62.951946685401644, 314.38035558725363, 0.34287272959871257, 3721.1905132819834
4400, 12.683225884796153, 6.224080267004357, 9.813411153665069, 384.74071334103314, 120.96900729853066, 0.6523432680501388, 0.0776475851318023, 2.9531888495367946, 22.218527084979662, 7.549933849940363, 4.0701963727750865, 31.78808298581893, -64.0051056845244, 302.019534249166, 0.35687763305260856, 3736.411638958163
4500, 12.830325989710945, 6.405258507516633, 9.86506182804215, 389.4857901949945, 116.66029473963928, 0.643859327617238, 0.07038258637912417, 2.9207439212568844, 21.754427154295016, 7.218521708967959, 4.009322350023854, 31.551497295423456, -64.4475019103298, 308.4507696179514, 0.3579085653483395, 3753.6545577878287
4600, 12.924058605222159, 6.416259862494511, 9.791423246355231, 383.70053533157613, 125.79342436508749, 0.7045706802267251, 0.0609539702405153, 2.950400242449617, 23.653829336993986, 6.878651460722605, 4.07016232278528, 31.681544660122206, -66.15359546720639, 270.49175887123545, 0.37024685074705, 3787.1756573963453
4700, 12.800875273977299, 6.329879790013071, 9.81696648239115, 380.9195727393353, 127.30816935534446, 0.6608607306389146, 0.07340253506850053, 2.982176797585871, 23.556734936014923, 7.186560679184323, 4.0551359833116765, 32.56654087667894, -61.90036286510687, 274.9401617086297, 0.3645422459713541, 3753.7037527025777
4800, 12.901215243132974, 6.353525998755125, 9.83935659621821, 381.9249245861332, 123.0604421805288, 0.6495071245766076, 0.09829521335031588, 2.944522808959543, 20.746991112407354, 7.022001686063855, 4.026969038576108, 31.04274065166863, -63.72666771102065, 289.3257715029989, 0.37481472246665654, 3734.7275851053696
4900, 12.845115337490961, 6.3910882814321415, 9.845166181983217, 391.1721518006408, 116.61784462949582, 0.6494004007593256, 0.07377347628313864, 2.939204753909049, 19.98711650086074, 7.261230181444032, 4.036959394008472, 29.50245591252672, -57.185379722065186, 297.3946901538612, 0.36249467854282214, 3708.1418321163774
5000, 12.699703316119821, 6.390545926225148, 9.8750578459999, 398.40529207162797, 114.07442331411231, 0.6129157784305, 0.07994060928781985, 2.9204950858612695, 20.28569478542954, 7.045011476136358, 4.00787409113406, 30.533005026105254, -61.39209140401122, 308.2682000036573, 0.36226925738443627, 3715.396514269938
5100, 12.56776656600277, 6.144059061246088, 9.817088551161534, 393.52938361728394, 110.45802016311046, 0.6334962872301982, 0.07556765174059826, 2.920234277440688, 21.417929690167664, 7.4563243694738, 4.046847662252284, 31.54563784598529, -56.4412398294262, 293.16972071787154, 0.3509132417112275, 3724.262359288518
5200, 12.671124105140548, 6.132958505740221, 9.801606036519038, 389.27734836927397, 116.35228213919734, 0.6303084238715262, 0.07232797177889408, 2.935072124718583, 23.631836809545096, 7.424226040706642, 4.066461318484636, 32.21877658808731, -62.22392167051102, 279.02083265385943, 0.348176857405766, 3698.4303857897676
5300, 12.7209593011777, 6.170448605886775, 9.781056176635083, 382.3468162072696, 120.69681103883198, 0.6688730672504273, 0.06464452340190284, 2.924589559157095, 23.09908049762342, 7.293234958612805, 4.08310408153397, 33.25190900592616, -64.4627311571067, 282.86177680341876, 0.3433703159083072, 3724.541350907154
5400, 12.720210610517901, 6.2314917810824735, 9.829299558589037, 396.4092392983434, 116.58278494341201, 0.6531261643831643, 0.06643666960024329, 2.9235093954389666, 23.555128679940257, 7.323755782147057, 4.026059431025663, 33.22489367216332, -62.45151391704505, 263.82672203142386, 0.3704484513245968, 3744.430981189083
5500, 12.575636078464154, 6.189627619265659, 9.800872771520844, 393.5693450061815, 107.30244216337526, 0.6509233314922209, 0.06527665613182276, 2.922420090059294, 22.713671729908416, 7.52530645683002, 4.060597002876445, 32.90002763869254, -57.074824520514134, 249.32248625840847, 0.385076509369769, 3729.7746295839997
5600, 12.722205451529128, 6.303784066820276, 9.838331559208985, 390.82376051523124, 108.4841556954022, 0.6334939868164333, 0.08111128704271715, 2.9528617413231277, 21.143112943788438, 7.566229798030909, 4.025745492515441, 30.430645893980422, -60.59723392245093, 259.2066795236735, 0.37620183561238496, 3690.095849813386
5700, 12.442947455647337, 6.33348163947154, 9.891712312293958, 398.3304639801751, 111.2153275857032, 0.6303236012075937, 0.07938602087083607, 2.946221446694753, 21.965849494867044, 7.473200511102077, 3.9655793031014315, 30.285914765186185, -57.86607590473879, 264.7250877854211, 0.3901950029455402, 3665.98844680992
5800, 12.58265806323551, 6.251105959455919, 9.934900919249726, 402.0102161550905, 106.2593065819486, 0.6396520442143544, 0.0784263217048084, 2.9344289264087133, 21.885303350505318, 7.515903649452584, 3.9305348414840093, 31.432062750178655, -53.538980354044824, 265.9281019353028, 0.3705747947822403, 3676.458660918339
5900, 12.571325302786137, 6.302854039229473, 9.966723079871084, 404.45922916081247, 107.97043608357336, 0.6288984489662477, 0.07281122156366092, 2.8758838399929365, 21.93381105574656, 7.359222348527626, 3.9049639072221303, 30.159281332664765, -49.480678688854596, 280.51805440341735, 0.3524756918958537, 3694.791524669634
6000, 12.4048471737987, 6.239452481993039, 9.821517855691523, 406.9499213673904, 110.91293534823156, 0.6229655844843944, 0.08340702703579964, 2.863865658403264, 21.303490791021485, 7.314343166836607, 4.052040198311537, 30.22069591305648, -55.8807994558608, 281.90373002214534, 0.3440562100638682, 3724.3658138136475
6100, 12.53586405170923, 6.443731632646865, 9.844749855220394, 409.20017717265483, 116.04187884728152, 0.6142890407510513, 0.08578883119141545, 2.8856787728978874, 20.336502992014566, 7.3557996508547046, 4.018621956393798, 29.214776824363184, -51.89097677821155, 289.4124263369021, 0.35035906250004045, 3696.039584555161
6200, 12.31178104238861, 6.088611296972673, 9.826876253967445, 401.9646089754874, 102.73332322853054, 0.6379841969620317, 0.0741688802396891, 2.931568008420684, 19.03392428679827, 7.851052738522412, 4.047886121415341, 28.005124530093976, -50.37461480708667, 273.4291851833918, 0.3566917422039546, 3682.34359217451
6300, 12.762351652559394, 6.267259258910106, 9.887212473969024, 400.957419495478, 97.21467760572769, 0.6428264436171439, 0.07747968272263825, 2.9574734990606717, 20.064936158523242, 7.577172207830367, 3.960324355170702, 30.399360274438166, -51.86261476574123, 289.07137996682235, 0.3766648126968021, 3722.144363092246
