# iter, br_Ha_amp, br_Hb_fwhm, br_feii_amp, na_oiii5007_outflow_fwhm, br_Ha_fwhm, br_Hb_voff, na_oiii5007_outflow_voff, na_oiii5007_core_fwhm, na_feii_amp, na_Ha_core_voff, na_oiii5007_core_amp, na_Hb_core_amp, stel_disp, stel_vel, na_sii6718_core_amp, na_sii6732_core_amp, na_oiii5007_core_voff, br_Ha_voff, br_Hb_amp, na_Ha_core_fwhm, power_amp, na_nii6585_core_amp, na_oiii5007_outflow_amp, na_Ha_core_amp, power_slope, na_Hb_core_voff
3700, 57.56227911103792, 3488.124257163421, 14.928951035951119, 1646.3797207156397, 3967.1139948123864, 162.7384880896543, -506.60781017919686, 385.9981319749357, 1.4959719140851142, 6.27317764956782, 35.49411582347226, 14.991634065791848, 126.50502408075255, 77.14856370404095, 3.939856363447645, 2.4830508608131607, 14.45123216747453, 94.55225811885356, 45.96611163048158, 993.5856018377019, 27.763028808917475, 32.17823281291888, 6.616087066812627, 68.6993164409858, -0.5494372622105468, 20.89737145021107
3800, 57.974748780731446, 3495.832619696798, 14.975035545260123, 1607.8957422854457, 3953.8694968884183, 160.70549293351417, -506.80705630560544, 385.34473578059874, 1.5259668608396637, 7.584036116637417, 35.725322931697725, 14.875790712216542, 126.62632607957654, 76.19500721680298, 3.922078766400105, 2.5216267905607346, 14.350998472198153, 92.01820580246094, 46.004286402314904, 993.7973870545554, 27.523841240610757, 31.929709482159375, 6.679374762167211, 68.51514092120155, -0.5389195677377387, 22.600499726667977
3900, 58.13896737715811, 3495.2856110169396, 15.009646623669102, 1577.514040743718, 3949.8564236307775, 159.41870468251295, -508.6530402192751, 384.4368156427528, 1.4868160476624643, 8.04894444346583, 35.81300687171059, 14.964105554220662, 125.86091064336489, 75.72733763661796, 3.875307884063939, 2.521147261523403, 14.666462921282573, 90.75605548359984, 45.96837456676245, 992.3897204870112, 27.485455135193092, 31.882888027088512, 6.707555906645439, 68.7220617440623, -0.5267209956293882, 19.842761927205856
4000, 58.450549096777934, 3486.949294132893, 14.997019703365087, 1584.989590926617, 3942.1057683887075, 159.8989742675049, -508.5771616902147, 382.9124016744305, 1.4398121145359262, 7.309893528975928, 36.00745900779977, 14.900769052828508, 127.38851820234828, 76.17262262651164, 3.9141526454788194, 2.5433986705592497, 14.852675248705864, 89.69036809331209, 46.09743623217081, 991.0071987409804, 27.54775793491283, 31.730805087872856, 6.741790674475725, 68.30242208327101, -0.5271584161572698, 20.88343618065167
4100, 58.597390501995235, 3488.8417470177533, 15.043621886522113, 1563.9857146842787, 3937.2173398286213, 158.68085265968514, -503.7196626409237, 382.10540717697523, 1.3324400427412635, 6.8014139840870715, 36.10460221635577, 14.769848464264866, 127.93112276189652, 75.49499162080643, 3.870817766845684, 2.517934049800234, 15.392663367629972, 88.27527998541402, 45.952047510605695, 990.655828453358, 27.539888507505616, 31.672560934028972, 6.790732850603488, 68.45353719965377, -0.5099929512153101, 19.929236844228377
4200, 58.78822451393762, 3484.066780986449, 15.070498160159868, 1538.134512369792, 3934.266210496313, 160.5976013677918, -504.83827873896877, 378.4810993316451, 1.2592822391998746, 7.198022766223399, 36.28283687125289, 14.672459491884798, 126.41777164619758, 76.35985450751733, 3.8619791712634686, 2.5565137970602, 14.869256061767159, 87.65874137391171, 46.07200173835451, 991.0542145318532, 27.54908352793783, 31.683506773254425, 6.865011547760008, 68.18595639926959, -0.5120545629491715, 17.97434271889224
4300, 58.75141739416721, 3485.0944957877346, 15.092455636539082, 1536.3847209823537, 3932.9828803266987, 158.40928450344853, -495.91802158491294, 379.1246756212289, 1.2885981208271111, 6.45233802629258, 36.23647661289673, 14.648457690386666, 125.88171820034881, 77.17482282464854, 3.8280294939901136, 2.559238095828719, 15.248983329654413, 88.01137663381759, 46.0351860143053, 992.1826060613173, 28.03856430858175, 31.703243290483787, 6.9153651289984985, 68.20382492252818, -0.5199967577669256, 16.345815808852585
4400, 58.51390096001852, 3491.3079868979457, 15.089026629097374, 1529.0381077024574, 3942.1775754332325, 158.74112992801545, -504.7410890812135, 381.7610740720155, 1.2699667241904753, 10.153652888326775, 36.15261934921928, 14.800751044797444, 125.35534773637525, 78.29954102537528, 3.8405702465178746, 2.5820850777608513, 15.854831414008984, 87.36630135789368, 45.98994855130913, 990.7373055355139, 27.918680756257096, 31.769881509987837, 6.902282240445529, 68.4763328508248, -0.5308081061976564, 22.227151962141527
4500, 58.275142231483734, 3483.1772749576667, 15.08496466365716, 1535.7532022166297, 3941.5926344132467, 158.43447859662166, -517.3616570544561, 382.14052398535273, 1.2755088523563791, 10.795889230398291, 36.07906756790969, 14.993983795102876, 125.87740213249492, 78.38752323067472, 3.8904255195886828, 2.5777240765594502, 16.118928093673876, 88.55619549858608, 45.99816814043561, 991.6176401114463, 27.65094649303445, 31.898949453293696, 6.925098665681438, 68.98640308634157, -0.5223934010270794, 22.429340184506806
4600, 58.19459903515776, 3480.5481780624814, 15.040020906887868, 1548.7361591518213, 3943.988534487204, 160.93947736862404, -517.2572621476385, 383.4993798476751, 1.3493496369420774, 10.301788614877232, 35.96889885867204, 15.156165854976134, 126.72042088933068, 79.25669280107391, 3.959886815746758, 2.529662708687788, 16.007854199044374, 88.69862732150484, 45.89882304886091, 991.8811643316681, 27.816412459989397, 32.02045112106785, 6.906574991804892, 68.91311171366408, -0.5366922664436121, 21.186046791621713
