# iter, na_oiii5007_core_voff, na_Hb_core_amp, br_Hb_fwhm, na_oiii5007_core_fwhm, na_oiii5007_outflow_fwhm, stel_vel, na_feii_amp, stel_disp, br_Hb_amp, br_Hb_voff, na_oiii5007_outflow_voff, power_amp, na_oiii5007_outflow_amp, na_Hb_core_voff, power_slope, br_feii_amp, na_oiii5007_core_amp
 0, 15.0242094576, 35.540270278, 3978.02885384, 228.758289876, 943.615638439, 100.0, 0.582036273182, 100.0, 13.3163837626, 193.35770425, -186.129264803, 18.7996460229, 14.1152244734, 100.509735719, -1.0, 8.23433771801, 60.3811488476
100, 15.106320177, 35.540522171, 3978.02503352, 228.758230227, 943.615564691, 100.005227068, 0.5977709463, 100.006417688, 13.3161711814, 193.358728719, -186.236125701, 18.7986236698, 14.1158372422, 100.509749677, -0.798063008702, 7.7373759954, 60.3799459352
200, 15.9421896932, 37.5194426919, 3973.7686037, 230.718608155, 943.35820344, 100.716205643, 0.669593695528, 101.540742509, 13.2868521826, 193.384884354, -188.782091123, 17.0824662335, 14.5398278569, 101.07547323, -0.285452472133, 6.01965777742, 58.7754844375
300, 13.2321263707, 42.5849714461, 3964.21376311, 231.501875329, 941.678686832, 99.9552338892, 0.713071160123, 101.367144712, 12.8593554571, 192.596184562, -192.141545075, 10.0723858789, 14.8589306453, 99.902662286, 0.941509134544, 6.17646993753, 57.9257310447
400, 11.7683545795, 44.6893725637, 3963.76556151, 227.181160086, 938.195534669, 109.643057819, 0.465639572876, 98.7143323991, 12.7113712964, 194.670874981, -194.2321779, 8.6269047478, 14.8651954327, 97.9135563343, 1.39099595297, 6.19699136242, 57.9865967365
500, 11.1572555669, 45.3198258196, 3957.35598644, 227.469389271, 937.242351418, 119.899371991, 0.380887026336, 96.5839961484, 12.6008628159, 204.197831954, -193.950418431, 7.95638163286, 14.8931191142, 97.5052077815, 1.60218995507, 6.15438880218, 58.5154346028
600, 10.6976545334, 45.6686643726, 3899.01485359, 229.296141405, 945.777609228, 124.393805475, 0.416265608702, 97.017888554, 12.6857944048, 243.22781012, -191.571475219, 7.79895285995, 14.4580438768, 96.7068781286, 1.71331576186, 6.14446353897, 58.4053646554
700, 9.81914710238, 45.6670028494, 3814.02952893, 230.68052588, 955.082091488, 130.049584398, 0.416365782059, 97.3456346776, 12.8264922185, 271.061777968, -190.465690215, 7.88714474353, 14.0450048153, 95.7594462298, 1.74726354414, 6.04643780757, 58.8426249137
800, 9.49893506025, 45.8316903254, 3720.80100805, 230.263322222, 948.804709627, 133.535465858, 0.43244721845, 97.7448708144, 13.111189135, 276.337338938, -192.632381352, 7.83724342102, 13.8616030802, 96.3127210228, 1.74213585417, 6.03510651563, 59.4192281779
900, 9.37489635571, 45.5574203787, 3654.66620434, 230.517580949, 941.176865296, 133.271721548, 0.313535617827, 95.4005452031, 13.3690225469, 269.925612706, -190.656601412, 7.85937231408, 13.8965267568, 96.4059854957, 1.71561299087, 6.05576873951, 59.6721933052
