# iter, br_Ha_amp, br_Hb_fwhm, br_feii_amp, na_oiii5007_outflow_fwhm, br_Ha_fwhm, br_Hb_voff, na_oiii5007_outflow_voff, na_oiii5007_core_fwhm, na_feii_amp, na_Ha_core_voff, na_oiii5007_core_amp, na_Hb_core_amp, stel_disp, stel_vel, na_sii6718_core_amp, na_sii6732_core_amp, na_oiii5007_core_voff, br_Ha_voff, br_Hb_amp, na_Ha_core_fwhm, power_amp, na_nii6585_core_amp, na_oiii5007_outflow_amp, na_Ha_core_amp, power_slope, na_Hb_core_voff
 0, 20.353583248700577, 3949.1898404406115, 6.555585973847441, 980.6007719980114, 3737.6811284965615, 250.09697314556777, -212.8720801769641, 246.3021277875832, 1.83568604836119, 95.13737934784471, 56.538942323476036, 34.38756937298404, 100.0, 100.0, 14.330004618209628, 14.22251996837432, 14.52740323022662, 197.46984134117872, 12.598823622954605, 186.9556182543417, 17.95704349767487, 77.87022536409637, 16.58085796587971, 138.711407342865, -1.0, 100.35967798701029
100, 20.45055619112721, 3950.106104270802, 5.954083873361955, 980.5829760488331, 3736.514821162015, 249.4566690476766, -212.8717040276162, 246.4324019810655, 1.4246467458290515, 95.03729610045045, 56.55146602709136, 34.790653033175495, 100.4819288417652, 100.01292390853307, 14.34470997180812, 13.524882487769903, 14.688442402427734, 197.2333146090296, 12.330652408635373, 187.03886627834947, 18.032387014388913, 78.97043819022959, 16.58384824547467, 138.95749817342545, -0.20007406426382154, 100.17856114125105
200, 21.590612437577875, 3948.5622559433014, 5.494631610050106, 980.5495306080147, 3737.287898547257, 248.15846516723775, -213.32868289904974, 245.7978366577904, 0.9591694036521343, 93.73246846308766, 55.65162873852776, 36.425319854766045, 99.73788397947047, 100.39394483860144, 13.256353889030034, 13.676264053456181, 15.692106313769244, 198.07780478336545, 13.726078628068862, 186.90985064041067, 17.094780260724356, 78.44779009549086, 16.622815132041897, 138.87663163277878, 0.1845582765839081, 99.93997941666194
300, 21.89462253744061, 3941.0482431768787, 5.550518272455458, 981.6318120564683, 3740.0966717542583, 248.90286211195243, -214.10745297081823, 242.68453618229555, 0.7292902954724698, 93.5116685595979, 55.38176122884564, 39.85467019503213, 95.18583806054153, 103.76836903913411, 13.062252495661243, 13.188666372489912, 15.819943389017471, 197.50914103907752, 14.650612824157161, 191.1807494163563, 12.824611840500678, 77.2029609620828, 16.69362562546631, 138.1381095877882, 0.7408106928926248, 99.67464590600798
400, 21.832623761326488, 3935.567702530658, 5.498948151175136, 983.0380227088887, 3740.8522291114396, 253.48692892800997, -213.1229223705842, 240.64684471375685, 0.6845271240654236, 94.03888889294024, 55.40326877684333, 42.07832431495698, 91.9057032706229, 107.87060461839327, 13.089751908968545, 12.856392416873966, 14.514414474015204, 195.30093842894996, 14.622261948064558, 193.15691801867595, 10.922443645883728, 76.82003211328026, 16.822520988600754, 137.2301686747392, 1.0604321291869243, 99.41458988826943
500, 21.822300114225378, 3934.5882011037666, 5.503788279558722, 984.1685553949978, 3739.5197398696305, 259.0410136922535, -210.2965685095209, 239.69670135584954, 0.6466289773484113, 94.55918705772916, 55.272927620109236, 42.67233479219114, 90.20216048602474, 111.35977539846414, 12.966964499411791, 12.727531394997502, 12.483233773071529, 191.04823715943064, 14.516303355616035, 193.44744251115185, 10.420879505169573, 76.43130503992617, 16.796672582240937, 137.12367600302903, 1.161921864077689, 99.57188584790616
600, 22.058912804040393, 3934.9187655227392, 5.511314650345817, 984.5544483307146, 3732.9990356673306, 267.22818863690696, -207.58310117247368, 241.6616178091439, 0.5385730138177935, 94.8638701761461, 55.04592498546254, 42.999699176512834, 90.9714410035103, 115.11298682327995, 13.008646867029123, 12.84054933246867, 11.88195166056786, 183.52915731602135, 14.482139915551208, 192.72771082211, 10.18540144521894, 76.11968604094096, 16.577183881285734, 137.62695923424394, 1.1970972117373608, 98.70157294342495
700, 22.224723265500028, 3933.6929856344627, 5.5099446101539415, 986.0967385506227, 3726.7435398316725, 279.78345525815087, -204.45344930817242, 242.76432743687064, 0.4633187599149521, 94.83783994825791, 55.15431782477179, 43.40477413634452, 91.80168195822577, 120.99174542716942, 13.12515048141766, 12.976472979320315, 11.104057312988788, 172.89323603167819, 14.407824330917885, 191.42421828504703, 9.88868173727666, 76.22325808251107, 16.393207705639657, 138.39151260791692, 1.2381081336990813, 98.94435576088583
800, 22.42723653393965, 3930.8743876753233, 5.4621408615056675, 986.7559235072856, 3719.2378397934967, 289.4413280618385, -202.19605285463462, 242.703742026117, 0.42492801651234974, 94.96900068338685, 55.27817516751177, 43.705453737193636, 92.86878376388154, 124.61987041750544, 13.250885534273312, 13.023239921648202, 10.685149478318792, 161.52429522173753, 14.397292676170855, 190.4355656223566, 9.884112661288684, 76.50762214810266, 16.28557228965195, 139.11966078357258, 1.24839934113213, 98.11488655178525
900, 22.402666509835267, 3928.619614453322, 5.490977294311396, 988.0841095170892, 3713.3726202976527, 296.7993062727748, -200.26369697000655, 243.15627340496624, 0.4088275121149123, 95.08271252186191, 55.2878891054962, 43.67262569374727, 92.96035681865409, 127.87905859675595, 13.343934752180266, 12.849812133447557, 10.453542426407784, 154.73552404003388, 14.38099408356885, 190.60988261859393, 9.901444685636339, 76.49558062976706, 16.28281890144218, 139.32606964199314, 1.2447472891061748, 98.4517072120225
1000, 22.483609677243763, 3928.040244431153, 5.4893411720014775, 987.1715413230452, 3709.6828616887015, 300.2151449142956, -199.75864269618393, 242.54069929847697, 0.407515155139336, 95.0943384689192, 55.44145481868264, 43.820042729528254, 93.19761067288118, 130.20140277689026, 13.458287482039779, 12.761556960681833, 10.818701262390412, 151.0612654052227, 14.398351575090913, 189.87535433530516, 9.71309984838726, 76.74896002330362, 16.259980841714935, 139.6943705188148, 1.2644843397678043, 98.30941715186506
1100, 22.48988927192232, 3926.621845659849, 5.495888477359547, 987.3595386424672, 3703.916764896811, 303.2200525694045, -199.9973894269807, 243.16592445130695, 0.41682173803636974, 95.17969580397788, 55.47096951478692, 43.84726448749748, 95.1452283725514, 130.5974250204275, 13.466085479178401, 12.796378638006804, 10.693723286516375, 147.24841197328792, 14.35293661016621, 189.2942497531998, 9.634096730229409, 76.8514967991813, 16.27583625978729, 140.33377339032006, 1.2746249885219307, 98.46991659219793
1200, 22.558548910679022, 3924.8781966577762, 5.503451168076144, 988.7148704885228, 3697.876224201237, 303.0303747655, -198.57306698127104, 242.98512177860846, 0.404424369427906, 95.34885493534316, 55.33980938068998, 43.91255352381758, 96.71363195504586, 131.2524677264219, 13.428606496041137, 12.787443228122362, 10.568521602423075, 143.76492330199756, 14.366828580956021, 189.34397974481416, 9.597320100773667, 76.64033982097293, 16.24159891527999, 140.21936937169718, 1.278748346715373, 98.1600488002199
1300, 22.505505991492512, 3929.3868586305152, 5.4972947109590145, 989.9569744961849, 3699.7796607483274, 302.8821907049734, -198.55457901062817, 243.6863394998287, 0.34286367759976255, 95.44319342325522, 55.382943086739274, 43.83456315349443, 97.6574740154215, 130.35265090746128, 13.451996738306628, 12.78014560504651, 10.460803852467272, 143.11918580786406, 14.414310476997592, 189.42387954163334, 9.646996674337641, 76.69963415544109, 16.19100932958558, 140.09431681696964, 1.2757907266462474, 97.78434594496444
1400, 22.449225309276343, 3920.30783438499, 5.5113341963023705, 990.5131426458734, 3697.6180305159596, 302.70146944649946, -196.55458001603407, 244.65372235005597, 0.34729464734637794, 95.6269226359091, 55.30867831883798, 43.702457513636055, 98.56087798525988, 130.96821166956005, 13.29557580159992, 12.74682476420026, 10.573755558840022, 137.78736864808522, 14.4423742891392, 190.0703557909059, 9.689862858617317, 76.6181278590684, 16.170470205709478, 139.92562953288424, 1.284600827491543, 97.79817527005815
1500, 22.359086158966626, 3911.124657084477, 5.514980955969389, 989.8331354505433, 3709.078167647735, 296.04351693816034, -194.19064613556114, 245.11681765327774, 0.3637094989455916, 95.52808028428359, 54.99328728672462, 43.61851941164997, 99.20159290675177, 131.43529928527167, 13.399599754449355, 12.627705928713215, 9.67721671113835, 132.52796425794003, 14.442908646577088, 190.0932241958675, 9.648036178491388, 76.78151155347602, 16.13068438151874, 140.10351025834302, 1.2934289238369259, 98.16174812627906
