# iter, na_oiii5007_core_voff, na_Hb_core_amp, br_Hb_fwhm, na_oiii5007_core_fwhm, stel_vel, na_feii_amp, stel_disp, br_Hb_amp, br_Hb_voff, power_amp, na_Hb_core_voff, power_slope, br_feii_amp, na_oiii5007_core_amp
2700, -9.34863447987, 0.949637436703, 8665.68701296, 522.339355923, -183.976463107, 0.0875395290765, 184.058755813, 0.587609648785, 235.490278677, 0.185662111841, -534.365673803, -1.17005306174, 0.0550178085199, 6.5919794162
2800, -7.97537130956, 0.961156934854, 8455.79709301, 523.61684648, -186.231733363, 0.0748416488238, 183.284692098, 0.600164606698, 131.44388318, 0.178645399032, -519.735512643, -1.18341070412, 0.0626463651613, 6.56803886348
2900, -9.16996097498, 0.988471066135, 8111.01344031, 529.127935082, -181.15014376, 0.083683858299, 182.96337415, 0.613145814654, 90.2326002227, 0.198431295029, -478.203413884, -1.07329568649, 0.0640065054288, 6.53821279766
3000, -9.53852914257, 0.992605814828, 8014.75230785, 526.056131166, -177.398992228, 0.0849826242984, 174.106481477, 0.61872234954, 53.456242346, 0.189443394722, -456.637999202, -0.890034498346, 0.0668563712902, 6.55056629114
3100, -8.94441900356, 0.989759871188, 7724.11406265, 526.579204955, -173.494770078, 0.0957487615738, 169.898626127, 0.633100344696, 20.3000917278, 0.191706045812, -442.102908113, -0.899787867002, 0.0642649389537, 6.58223335129
3200, -9.69228450891, 0.997242882612, 7401.33424679, 525.2906294, -168.562414415, 0.100636657018, 180.045803434, 0.642640864218, 3.45897457433, 0.191815293404, -422.846487844, -1.04682155011, 0.0621198402528, 6.60344815143
3300, -9.67035055982, 1.0110257612, 7523.76559729, 526.139858524, -173.151636827, 0.0981617642247, 170.771568103, 0.640932250206, 21.4961089009, 0.195923105542, -384.397156268, -0.781968142237, 0.0513144533938, 6.62017008236
3400, -8.62247909181, 1.00249904558, 7526.9030973, 523.743111962, -173.314532008, 0.105544706558, 174.154196973, 0.629055381689, 14.8827745065, 0.185308036083, -412.836126485, -0.711893227829, 0.06220965905, 6.62115061356
3500, -7.12636155435, 0.978494493399, 7584.42784551, 525.838134744, -160.168464022, 0.102502829243, 188.95157107, 0.636932939865, -33.713995485, 0.185322377117, -439.391732468, -0.652683192205, 0.0559963360561, 6.6123258002
3600, -8.3902968946, 1.00683774544, 7263.64026412, 530.673580564, -164.653957152, 0.105726761057, 192.991605422, 0.649991782201, -33.9952624024, 0.165890311469, -406.119540988, -0.653944039957, 0.0575998856301, 6.60603986609
3700, -9.19161572789, 0.959797318418, 7173.59108398, 526.00728418, -168.624865639, 0.0889343086847, 180.214029592, 0.664740942985, -43.173378679, 0.137101593936, -385.349206384, -0.500983951663, 0.0660365018486, 6.63377773088
3800, -9.02386589439, 0.959371509533, 7262.45868623, 523.424509956, -164.191261309, 0.0777293429714, 182.411134083, 0.646830388747, -66.9740734518, 0.170060984827, -409.548505565, -0.824172463436, 0.0609191704866, 6.62228492069
3900, -9.04712412867, 0.97875504673, 7466.53398868, 524.478058911, -176.215061026, 0.0837472368496, 178.14162594, 0.641740594029, -24.8904384799, 0.160110527563, -425.972818205, -0.805588935265, 0.0666999513981, 6.60132200279
4000, -6.94897590764, 0.974787127345, 7484.60713358, 521.86209132, -152.506162981, 0.0902438331197, 176.632711875, 0.636842671652, -42.9579605744, 0.198789009586, -413.299450733, -0.830922003144, 0.057790415569, 6.62521132388
4100, -7.86818113438, 0.99700203019, 7155.61789445, 522.939988696, -164.287662798, 0.0798766894418, 170.932019736, 0.659232741745, -82.0045646863, 0.189448153335, -388.774755374, -0.94070550544, 0.0609470850018, 6.6285756744
4200, -8.25917671316, 1.0427741259, 6834.36205442, 524.150642601, -165.068891575, 0.0913406336203, 170.084300933, 0.670744577439, -64.7061992376, 0.158173040857, -366.049621193, -0.944264032495, 0.0566106901985, 6.66260011827
4300, -7.34158822005, 0.970858495414, 6854.6212607, 522.32863063, -147.861947547, 0.0866404398983, 168.782623457, 0.679781972144, -31.1726309019, 0.158943660919, -371.516322147, -1.00167456071, 0.0520400236086, 6.66650087125
4400, -6.40929531229, 0.955948148281, 6690.97170905, 525.159267555, -148.176551887, 0.0910680094065, 173.668477748, 0.681302917296, -56.4487756659, 0.148618162483, -385.261134671, -0.815903513858, 0.0485792490554, 6.6648259283
4500, -7.80037093149, 0.959859403837, 6740.13278665, 524.05916609, -169.263143584, 0.0964033857148, 178.900206436, 0.67060005425, -71.7629174942, 0.156322545318, -389.188395756, -0.750635655508, 0.0534239332836, 6.65613907639
4600, -7.97696738124, 0.989825068422, 6777.40116288, 525.907599868, -162.791856276, 0.0915349590976, 188.856028969, 0.679934070996, -98.1441051899, 0.155275736278, -344.32179538, -0.745943867827, 0.0573538774981, 6.66718665825
4700, -7.19085373563, 1.00172324637, 6707.91519319, 523.602782879, -172.252469234, 0.094139577472, 187.79807268, 0.684914900629, -110.336947006, 0.150736513884, -333.364547172, -0.828248461789, 0.0563515367462, 6.66473997413
4800, -6.97338090325, 0.999390924552, 7157.66581782, 521.3404243, -163.133318096, 0.102787102019, 185.268481798, 0.652064462293, -72.7273527376, 0.147284254841, -330.238027126, -0.789583248209, 0.0472004920616, 6.63540997065
4900, -8.0557318981, 1.01586148974, 7214.83602182, 522.858148619, -161.470389811, 0.0869686991235, 181.938691179, 0.649627385523, -37.3342606403, 0.17113430037, -333.257787613, -0.81976501856, 0.0493615229101, 6.64267352962
5000, -7.82366266767, 1.00272318441, 7101.93961309, 525.223876, -166.262018978, 0.0845121044475, 176.212058412, 0.655452408685, -25.3073645468, 0.154733726248, -347.925121682, -1.01163175354, 0.0537841716094, 6.62968588083
5100, -6.76270552388, 0.966043785571, 6793.50104394, 526.938704617, -160.597710111, 0.0855698209544, 185.207344273, 0.668100097663, -70.8869076929, 0.144851402863, -372.797814712, -1.02737661962, 0.0520021569279, 6.62297434025
5200, -7.26207478827, 1.00104108469, 6629.11013237, 521.727422828, -152.513105821, 0.095917449693, 174.441489814, 0.674643043294, -60.8264807245, 0.154378294456, -346.990966716, -1.14336791857, 0.0539476793013, 6.65525720436
5300, -8.71842430946, 0.989732862151, 6690.86930967, 523.876236776, -162.340613456, 0.102239837233, 165.988513857, 0.680065967212, -74.9516993892, 0.134119782256, -340.073273468, -1.16917355757, 0.0517361164427, 6.62249217387
