# iter, na_oiii5007_core_voff, na_Hb_core_amp, br_Hb_fwhm, gal_temp_amp, na_oiii5007_core_fwhm, br_feii_amp, na_feii_amp, br_Hb_amp, br_Hb_voff, power_amp, na_Hb_core_voff, power_slope, na_oiii5007_core_amp
 0, 5.170769136961443, 7.743717629792026, 3844.1377217248, 6.734419991433977, 289.6148770414473, 0.821612972285316, 0.001000000000007021, 2.9888910872299688, 152.38828581993818, 7.092313187664951, -0.6847928810256878, -1.0, 16.95679981033179
100, 5.171200313045099, 7.743529163007642, 3844.1395794768932, 6.737787124402602, 289.6149240644275, 0.8199002790806906, 0.014606018064523642, 2.988973446092272, 152.38884216956535, 7.091410315248143, -0.6849113564627579, -1.0548179625697265, 16.958881369233957
200, 5.928576767169115, 7.851873573705364, 3844.171601186834, 7.5421644631420826, 289.5138386339857, 0.4048618613624514, 0.10131521886805747, 2.8064430591473544, 152.41255275774776, 6.337868405086208, -1.0512353307619349, -1.487186079171954, 17.01828983034637
300, 6.237360722362084, 7.919132824937755, 3844.0966603087954, 7.972510927096632, 289.64747714924886, 0.4137601227871987, 0.09129539105460303, 2.7884691221054645, 152.94734026782578, 5.894924232315199, -1.0279952667946297, -1.6633132020856536, 16.785319725270128
400, 5.133577919651687, 7.8828355725770365, 3843.790520394683, 8.030145976156716, 289.57895201632834, 0.42450495639092245, 0.09806215107337254, 2.8026398460824193, 153.48782448098655, 5.833475845894481, 0.10114329505839903, -1.6901885427812298, 16.751392692909157
500, 5.191616790694527, 7.800077782971888, 3839.5633258106986, 8.071038748718856, 290.7907717186071, 0.42703640626223727, 0.08770652208448293, 2.808732477653102, 160.52493850307513, 5.797950378832443, -0.2562300573762588, -1.7087182904753744, 16.639596552670003
600, 5.116820119100797, 7.798526833262331, 3815.628274626393, 8.12140014413064, 290.18494266910017, 0.4073102977153197, 0.08773276657756518, 2.791685407540607, 195.27721020262166, 5.748207935831802, -2.176128578489973, -1.7472700549764124, 16.650545182167676
700, 4.400463888956974, 7.710418878870035, 3743.0605272336156, 8.133629838873958, 288.8767129614519, 0.3986763469782165, 0.07796544011175865, 2.8313819015422044, 232.5932501905408, 5.733720707372795, -2.342915795825942, -1.7529301332933176, 16.650123451137294
800, 4.3087027125511455, 7.589042125970035, 3619.660453457106, 8.188104027070677, 291.77211445376605, 0.42261115912108205, 0.07653661724516811, 2.886425987623409, 222.8647118342723, 5.675526815413761, -1.7910520828265284, -1.7839164757551993, 16.6251603456088
900, 4.066395354296526, 7.554933610712606, 3498.7468425077923, 8.265938586256814, 290.4783837000148, 0.41446301674040675, 0.08565967204352923, 2.9205637071927373, 228.16023231954125, 5.593512690286684, -2.57435186323006, -1.8078035997461246, 16.677150257742003
1000, 4.122799426053772, 7.606380929378447, 3441.934570497226, 8.245985996482363, 289.0517626170863, 0.40778913896017654, 0.08620455066365301, 2.9674100374945938, 243.21027571804245, 5.6199641928593165, -2.098530632829414, -1.8075045836326256, 16.719273404085197
1100, 4.18645184184093, 7.699246048888154, 3467.127415955495, 8.308524518265482, 286.67629522920384, 0.38865663490511526, 0.0936597907446146, 2.955820683884745, 232.51517041355712, 5.551567574146109, -1.153102212676984, -1.8341365576946067, 16.743543323213164
1200, 4.923429889411916, 7.763274345573853, 3469.1136456610884, 8.270422267871298, 284.9425419446762, 0.3883460079197728, 0.09268437346782069, 2.9503561621604257, 226.76779833375505, 5.596662172415359, -0.2539875496060411, -1.8283278415994393, 16.722203706214607
1300, 5.121332524336765, 7.54174686300495, 3423.026601209995, 8.290438922204496, 286.9592188662088, 0.39087794087217503, 0.08871975456681606, 2.999257460565293, 224.6698143180219, 5.5780659837763285, 0.2626657642880055, -1.830751748280431, 16.739924161109187
1400, 5.261249427756813, 7.4849986911591, 3446.2683107111675, 8.327895446072334, 287.5945536108097, 0.39408836070250897, 0.07724654052900073, 2.980252872577761, 220.21786236415613, 5.53608953158372, -1.4862874078812993, -1.8295112756289844, 16.802305896233726
1500, 5.104077209725008, 7.4928149854838395, 3401.5447755659657, 8.303287522055136, 286.5937660455903, 0.4016567856070362, 0.07313293110831469, 3.0163624811772767, 216.52734899512214, 5.569397235268933, -2.5316079379123835, -1.827948739449752, 16.800367888140652
1600, 5.22162371984782, 7.498478337141842, 3436.2827017837144, 8.3268595852536, 285.6887914048213, 0.4084110056926803, 0.0785771040680843, 3.0115386832591944, 218.20190691652377, 5.543008873380786, -3.216004916753393, -1.8406996954078643, 16.82346913162945
1700, 5.039281852250359, 7.560930982127553, 3413.592902277474, 8.285200090388352, 287.1937974302994, 0.3934459442101458, 0.07576816137728556, 2.99843738959196, 214.1058192145137, 5.575611067595016, -2.203220221858535, -1.8357602542361968, 16.744499468824266
1800, 4.62570094921867, 7.5905650788988135, 3404.7881292354764, 8.228158632105412, 287.3256408239223, 0.386419305528177, 0.06478784298109286, 2.9952030657970647, 208.39159278169234, 5.64195679007168, -3.4787518379351496, -1.8032430727211395, 16.756114097876058
1900, 4.510991693697486, 7.573701102043559, 3409.98752766921, 8.250830777281108, 285.3623111091262, 0.37906176798204116, 0.06820881695463717, 2.989809388657884, 215.95857690938226, 5.6235742981005785, -1.9093709872307318, -1.8097744720684226, 16.883710822289387
2000, 4.64396931588832, 7.5891790546520115, 3398.6597487265294, 8.301062133146749, 285.4335139569503, 0.35746141885961, 0.06153911943543461, 3.0002818527041657, 204.0725678156323, 5.581682312908277, -1.8690532089002918, -1.8439990221709077, 16.839169482304534
2100, 4.716184056896244, 7.584928826476203, 3382.18447225926, 8.324655361354203, 285.6105498342903, 0.3742309027780579, 0.0731483757665796, 3.0057433706556003, 215.48524112960231, 5.5443148579875, -2.4220959905487636, -1.8349505805869555, 16.811000303462333
2200, 4.528006100310776, 7.629605327889816, 3368.824486808766, 8.332854711999781, 285.5822185736371, 0.38471276416163724, 0.07392415181280348, 2.9737141275746635, 206.61210393756775, 5.532520630066485, -3.457416227294589, -1.8447416804639187, 16.80322464403034
