# iter, vel, vel_disp, cont_slope, cont_amp, na_feii_amp, br_feii_amp, oiii5007_core_amp, oiii5007_core_fwhm, oiii5007_core_voff, na_Hb_amp, na_Hb_voff, br_Hb_amp, br_Hb_fwhm, br_Hb_voff
 0, 100.0, 100.0, 0.0, 0.0, 0.9907209761744068, 2.9235391938805586, 46.66860314412146, 246.47118490775995, 45.29095332122493, 15.598921481850065, 33.86687757358253, 14.093586737438981, 2478.803553300839, 103.92028026045475
500, 93.71310902214266, 102.16410947332577, 0.34565813984971866, 1.9210416572943392, 0.746975701693279, 3.0899403853683505, 47.390139812700085, 250.38821851721042, 44.640089940453855, 16.772859475590813, 35.9417234393944, 14.395224519331963, 2478.4348331194383, 101.94159261920294
600, 90.73637556893726, 101.49547438773423, 0.5328985681274014, 2.434516435694065, 0.6795247946338367, 3.1430856063262507, 47.3380428433231, 251.32275967750783, 44.494467272684666, 17.021134866212968, 35.88280023279646, 14.406795252312524, 2480.7566312500453, 97.76229539009293
700, 88.61629203680941, 99.57557547771164, 0.6783085669102717, 2.72756331307217, 0.6673518833257474, 3.181336059560869, 47.11977256080359, 251.65051053513915, 44.51414673908581, 17.181718512279826, 35.42827641736999, 14.366250662545788, 2485.5097600863733, 94.07474088128578
800, 86.24338581595025, 96.5939684033928, 0.7525396312500938, 2.9073043198068556, 0.6895400365491939, 3.1903620263054977, 46.97364224392828, 251.55974472395573, 44.48693212563538, 17.25838855885899, 34.280939655994864, 14.337614675299376, 2493.7122190485766, 89.9242008717922
900, 84.75714259901984, 93.7666271291332, 0.8553783067931954, 3.0277749215704146, 0.6819897751781727, 3.201366613232121, 46.91654988516022, 251.26992997168784, 44.479220559490045, 17.313870763419963, 34.009349733740876, 14.303941524929902, 2503.151911540533, 86.43877376588358
1000, 83.54450054722079, 91.3837864048743, 0.9354257654097484, 3.086764436757144, 0.6588933912235063, 3.2229985378421673, 46.90474948261845, 251.09213439449533, 44.43167502030826, 17.445787834171995, 33.78925832650068, 14.274114364137429, 2514.2928556260317, 84.8608868691354
1100, 83.35396897289432, 89.66021977776919, 1.0196514932446472, 3.144184338187828, 0.6319836356016737, 3.2422960738624274, 46.95409404819608, 250.76416450745162, 44.41925509596965, 17.52548740400427, 34.007647953502165, 14.24758444051967, 2524.9794843473833, 84.36160156842615
1200, 82.88844313500155, 88.83149760064919, 1.0698394023441236, 3.1866272257713897, 0.6013130060613648, 3.2523671490224393, 47.02095353372918, 250.7188794404669, 44.50325260338364, 17.56688556976652, 33.85308651993926, 14.230262579627622, 2533.876284102556, 82.54145799375713
1300, 83.46164772242787, 89.94073763948798, 1.1186193349752875, 3.1765908731975814, 0.5687111359790266, 3.253657119083912, 47.09297851291691, 250.6974681008613, 44.49142036888961, 17.64347983246768, 34.45165301876034, 14.199205490758432, 2541.0391274541153, 81.03223001801523
1400, 83.67684481886802, 90.3261693522477, 1.143397694536272, 3.219308407361225, 0.560987120744962, 3.2577005139180866, 47.17249641171312, 250.45093510379917, 44.28786393311615, 17.701433811235802, 34.637035599629485, 14.174751269496277, 2544.673427389681, 80.40971214645224
1500, 84.1862159702302, 90.65338613552079, 1.149942888511237, 3.232042430873054, 0.5738794318153418, 3.2437136332212697, 47.193084230566996, 250.3159727368005, 44.36428922612794, 17.6833085331658, 34.53875164924372, 14.160714842448176, 2545.3095449642815, 79.34195788663034
