# iter, vel, vel_disp, cont_slope, cont_amp, na_feii_amp, br_feii_amp, oiii5007_core_amp, oiii5007_core_fwhm, oiii5007_core_voff, oiii5007_outflow_amp, oiii5007_outflow_fwhm, oiii5007_outflow_voff, na_Hb_amp, na_Hb_voff, br_Hb_amp, br_Hb_fwhm, br_Hb_voff
 0, 100.0, 100.0, 0.0, 0.0, 2.970731016499131, 1.7555068482054632, 11.078803377135534, 282.6683743933043, 52.72418719499159, 3.4082340470409367, 286.86383302079275, -306.2892943619221, 11.052884849353502, 85.55092685936644, 4.939466448451919, 1523.3163172307168, 47.23061960346699
500, 109.90557564694896, 106.27842501372572, 0.4922470284106954, 1.714384235745809, 2.796948060205187, 1.6230122955244553, 11.054939989143627, 289.02903117114266, 54.09132587297943, 3.526638649747561, 277.11295246077066, -309.2011049089478, 11.313131631572848, 83.13025036579602, 4.985282922073513, 1515.8510798133138, 50.91086483326989
600, 122.09834851475983, 111.47611548058677, 0.5122776070583637, 2.0667147247352453, 2.738799953702251, 1.6227581123400212, 11.011657779644409, 293.56157779377844, 53.530934892643614, 3.4670549070743077, 273.46964864923575, -313.2435801563611, 11.29182754627695, 82.92766571288495, 5.04423174337095, 1501.764584111907, 54.0814994198183
700, 142.88619381674894, 115.44596708509765, 0.379135019081007, 2.206146230657209, 2.698670042297175, 1.6407820869906211, 11.015003080777825, 295.09809905779605, 52.85103689652783, 3.3807258661949904, 279.8998216145794, -318.029658020772, 11.169545425413794, 84.13861227403507, 5.116696947239392, 1472.024881201221, 57.85720219010491
800, 167.9298281577745, 117.26536744494412, 0.34322644045547057, 2.225330875549005, 2.6758133217670443, 1.6598729898011833, 10.992411475663578, 294.03151816891915, 52.87362675275105, 3.3175742154485315, 292.3424029584564, -319.7744484110442, 11.004979603404388, 87.02658620462006, 5.253337968007398, 1434.7590751824412, 62.15894682052274
900, 195.02834548013467, 114.56123327152739, 0.35076632877288494, 2.194837283719312, 2.6317292668492924, 1.6700311057307815, 10.990903243843313, 289.6061916386634, 53.25947308570489, 3.2755349862887133, 306.52707049328285, -318.13786226529965, 10.82096151619828, 90.26452735219443, 5.427103593916882, 1393.832115917219, 65.04634691811924
1000, 220.07004384268768, 108.48362524945708, 0.3662359525676825, 2.1897251372726236, 2.607825768708089, 1.6866628429506385, 10.965678359153909, 282.82503093191514, 54.906471017668366, 3.276103413734455, 323.9654257936927, -311.7902508487683, 10.63223847977305, 93.13490257897865, 5.545481827555286, 1363.309596131607, 67.74588408060092
1100, 240.0670528892201, 100.13201404039441, 0.3742213970322012, 2.1955862353711693, 2.5900534209314854, 1.7106512640214007, 10.93156393383709, 275.07329240168707, 57.29744011935857, 3.3280330654352834, 340.1264829610846, -302.3577714546874, 10.480957489675282, 96.61146565450264, 5.612066442053123, 1351.020739162286, 69.04984012648677
1200, 252.50261719068985, 92.17804701226028, 0.404871975147656, 2.196830542555357, 2.578242376296681, 1.722638108056287, 10.84673520163923, 270.21142283299787, 59.69322763073478, 3.3971078389348484, 347.2711512542785, -291.65452054934127, 10.347411971144734, 99.29371923883006, 5.637589117410798, 1358.8971437577925, 69.46617274765504
1300, 260.5038221966508, 85.6252832604533, 0.42072337044832026, 2.2309597598690645, 2.5790953143646425, 1.7266871077106258, 10.764362214843205, 267.4617563975279, 60.728470720975835, 3.451717524097052, 352.67639993667916, -283.4293134296153, 10.314069867547913, 100.87527267119349, 5.569129869056197, 1380.3767833017557, 68.43800472911754
1400, 265.529148023895, 83.53793421967983, 0.46705340648089405, 2.223134100900064, 2.592262392566862, 1.7308661766205196, 10.67177192952755, 268.057612948109, 60.896744220302814, 3.484068915811127, 358.3769280157777, -279.57853284676605, 10.395246508381765, 102.14194295281533, 5.428933318720961, 1414.26101701846, 67.1402364828228
1500, 269.4808594523757, 83.40132188231439, 0.5266603898819411, 2.189677092316675, 2.6028882286392503, 1.728924129569901, 10.618608874912434, 270.134180401611, 60.468950321184856, 3.4733964130696355, 361.36863769633345, -279.22160229095283, 10.507519602877805, 103.05550110832112, 5.314921054989755, 1440.3925852730736, 63.38250259222447
