# iter, vel, vel_disp, cont_slope, cont_amp, na_feii_amp, br_feii_amp, oiii5007_core_amp, oiii5007_core_fwhm, oiii5007_core_voff, na_Hb_amp, na_Hb_voff, br_Hb_amp, br_Hb_fwhm, br_Hb_voff
 0, 100.0, 100.0, 0.0, 0.0, 0.8895826054390129, 0.7184396087663654, 65.57711353527108, 388.6449386323284, -106.79154505358892, 9.195165735339689, -7.816653046249993, 12.632221754193438, 1100.1427335625451, 141.75704136579287
500, 182.8601394944939, 82.19714491079353, 0.2555600949271485, 2.0343040938156984, 0.9562560960696012, 0.6637273663661766, 65.2825855091921, 393.77163954187205, -103.49349334099362, 9.634617450232899, 6.877481997880628, 12.165197360436313, 1064.5976195427731, 135.7113423132109
600, 223.43297981865845, 76.04642078924894, 0.17355681736833606, 2.1367808243763995, 0.9435989050414404, 0.7071373248111831, 65.0951840885276, 394.8522143641416, -102.71948767445038, 9.455215616345633, 19.110081805628298, 12.542100419958675, 1048.18668284088, 132.6335897211809
700, 265.03117701693554, 68.92194601857067, 0.07217075541217631, 1.9887792578561778, 0.9121231881766485, 0.7912120999591058, 64.90224401878581, 395.24740786666325, -102.29766946567732, 9.249597400629611, 35.751714617609835, 12.967043394631581, 1035.2237999138974, 129.82761742549104
800, 296.8792545533484, 62.606705736245196, 0.06489499120663207, 1.8457191437800624, 0.8620944516085568, 0.9124855103638276, 64.89824569250499, 395.56163319436445, -102.41599406064411, 9.069218914567417, 52.27786833369723, 13.2622576637445, 1036.1623102934893, 126.81593121358726
900, 306.69535990976703, 63.70068488540182, 0.12779917153735604, 1.807746682699561, 0.8076920821675775, 1.0691248783287983, 65.23707231369565, 394.06669764208806, -103.7408977064771, 8.871502347409201, 67.22082269819218, 13.433037055178284, 1053.151808711956, 124.53839323667339
1000, 311.9880441994469, 62.898977400070216, 0.22023207795776126, 1.7731213889558182, 0.7722132783481553, 1.1515611002058865, 65.40053289244244, 393.2935643140453, -104.98518020739394, 8.993129753700046, 79.3286452195097, 13.244240622286465, 1076.0272178708594, 124.87701371395906
1100, 314.73848909326574, 61.34145400545492, 0.36523271913073624, 1.7708821795930862, 0.7669271158273827, 1.1968910077878043, 65.42594956143301, 392.98895233666246, -105.59865178305252, 9.343130276751625, 86.72465869482735, 12.889615051906475, 1106.4037050511365, 125.50350886455907
1200, 316.29945101213826, 60.33121563296714, 0.44631127028150275, 1.7116804431095902, 0.7646260884353121, 1.2034428068869314, 65.44771514500579, 392.6674258534791, -105.7065601151869, 9.73468331836604, 90.19211120027474, 12.528286421817223, 1138.0351158775895, 126.37043558068639
1300, 317.5936945381884, 60.24552975073527, 0.5016056036586948, 1.6493792003369063, 0.767502469675287, 1.1938226928266644, 65.47757690498956, 392.2876200226453, -105.72062293793218, 9.998507976578095, 91.78353612607557, 12.29109337332587, 1160.0674184093236, 127.3845946546129
1400, 318.3662141515543, 60.74402720133342, 0.5154771317477718, 1.6062507564250261, 0.7928044470926977, 1.1755626266757813, 65.45969175551888, 392.3205472857899, -105.67255371710178, 10.25982656402068, 91.52324988819517, 12.077662245002529, 1178.3386064023987, 129.01859282657372
1500, 318.5576848326616, 60.89332797067753, 0.5302710451932524, 1.5858544212640364, 0.8069056021558375, 1.1717564552144935, 65.44369265855399, 392.43173616216393, -105.59681627910145, 10.458927860543902, 91.7181642461307, 11.942186592283528, 1193.0238981359223, 129.47346036465413
1600, 319.01576706970775, 60.45614104355662, 0.5137119725784319, 1.5913915773780754, 0.8017767627688497, 1.182342408227207, 65.40482641307837, 392.6431471654509, -105.47978950722998, 10.498999750319408, 92.70406317988731, 11.926654220876813, 1198.0524845695356, 129.03630083797037
1700, 319.2027509826918, 60.288827483193145, 0.5191951235261371, 1.5885174716809614, 0.8029994757144785, 1.1988560572110012, 65.3971869509627, 392.77711755897946, -105.40527018200888, 10.47475217445052, 92.93692440141301, 11.973712070865425, 1199.9388766103318, 128.5285493036738
1800, 319.2673137160969, 60.65824273207023, 0.5126197465356296, 1.6051225850593793, 0.8007070987704277, 1.220268232205078, 65.3853134067094, 393.04016146830156, -105.36236293559367, 10.51012736628598, 93.44028871698544, 11.985063400197914, 1205.3863130354403, 127.99471654488622
1900, 318.8703185198272, 60.49295208587756, 0.5161828658766353, 1.6305552195865796, 0.7844948945486545, 1.2420393787562385, 65.37321159884888, 393.34881531603986, -105.3593013839161, 10.560852619056552, 93.57751229570397, 11.97120756879664, 1212.8943145514145, 127.66358854680078
2000, 318.7364968319927, 60.0429024669689, 0.5372406095599789, 1.672993964810818, 0.7654664525126417, 1.2581675500505896, 65.33768728655564, 393.5873947865181, -105.33276026101271, 10.64501217554842, 93.79090281474446, 11.916023299774903, 1217.9353276563447, 127.80427017183422
2100, 318.87620138922165, 59.56167794483107, 0.6195740644918443, 1.7122731486022666, 0.7641713277808821, 1.2557751959315822, 65.38416109862763, 393.30703725865664, -105.35102108460376, 10.717554904721649, 93.55989502659473, 11.84979058929104, 1222.8906242883756, 128.06661357810214
2200, 318.920198805023, 59.54087644267287, 0.6456183419653736, 1.7167694636692372, 0.7616211895885233, 1.2520646581208688, 65.39205174230067, 393.13289845490283, -105.42053720746895, 10.824583086154504, 93.44993962554526, 11.719285445181702, 1230.9766772770938, 128.72739017222383
2300, 318.8673998220423, 59.720881956696815, 0.6585442990462947, 1.7233187094733926, 0.7594636385308856, 1.2455738018618592, 65.38631272117023, 393.0019764175474, -105.51967456383517, 10.827806828808537, 92.8979033319009, 11.6838275494323, 1231.7419166853313, 130.2785261322116
