# iter, br_Ha_amp, br_Hb_fwhm, br_feii_amp, na_Ha_core_voff, br_Ha_fwhm, br_Hb_voff, na_sii6718_core_amp, gal_temp_amp, na_oiii5007_core_fwhm, na_feii_amp, na_oiii5007_core_amp, na_Hb_core_amp, na_sii6732_core_amp, na_oiii5007_core_voff, br_Ha_voff, br_Hb_amp, na_Ha_core_fwhm, power_amp, na_nii6585_core_amp, na_Ha_core_amp, power_slope, na_Hb_core_voff
1300, 10.976454199125978, 3478.271047927226, 0.17762534759271176, 36.21936752407846, 2628.658015180723, 226.14034349257764, 5.578644717489688, 7.9340922061838395, 283.836420342418, 0.08423016408873578, 16.717551312600648, 7.587984512671445, 4.225496035947046, 4.785001255424412, 79.7761993228634, 2.9719489967487593, 224.9110088606714, 5.709387716559476, 13.021565884367494, 26.159246419510655, -1.2578990542090747, -3.462364651392062
1400, 11.005001575284004, 3470.940289396274, 0.17094232392122277, 36.0255319468353, 2625.7529107306486, 220.36238300121215, 5.557785128298632, 7.910635149610705, 280.4398492637148, 0.08471223491529985, 16.815915489608976, 7.587820049947676, 4.171791549651658, 4.854253127683638, 79.71487515606108, 2.9554970977337574, 224.92426200104526, 5.743049397521733, 13.004132817306454, 26.08273942372384, -1.2550938858541887, -2.9013769626313923
1500, 11.091916550022852, 3464.6215877181126, 0.16842026400086768, 35.82521695863091, 2618.755640454505, 216.71098950288527, 5.577135699675548, 7.925366771854937, 280.79641585194986, 0.1009576985619435, 16.80517206576096, 7.604198554365108, 4.172493540880664, 4.823528399521622, 81.24679312526007, 2.9377637322549965, 226.0686665091313, 5.727480769900221, 13.038814040632616, 26.0922286489845, -1.2513264472137118, -3.010416718847967
1600, 11.068658555104419, 3466.6924058507097, 0.16280216665334418, 35.89523786413995, 2614.46600266383, 211.4058391231203, 5.489843617773705, 7.843687414009388, 281.5243742218357, 0.10173703452623763, 16.7234390338474, 7.6435698428332595, 4.221427286799187, 4.60243997648066, 80.98169537973041, 2.928222346939226, 225.26591418989685, 5.804254495549909, 12.974222847617542, 26.13085815710763, -1.2323635046022734, -2.8077312923219058
1700, 11.073823089742225, 3463.974486697367, 0.16779783471491655, 35.94418349801572, 2611.7875989634645, 211.28499783779935, 5.478427793712855, 7.839496057346064, 282.0673576878509, 0.09400262236589524, 16.699670277190894, 7.605392307011295, 4.244519530640113, 4.3290330924807465, 81.53153341502232, 2.9613832176437165, 225.104240270327, 5.81453159809138, 13.003696867776242, 26.180482064542637, -1.232248133628647, -3.9996612285238697
1800, 11.065708006157356, 3472.536940834341, 0.16403036732748205, 35.9241562807203, 2607.4979178324415, 208.82773176684094, 5.4794564842920295, 7.803056380196388, 283.2376799110794, 0.11131160617989258, 16.7002547409849, 7.5147158899131545, 4.188669213514722, 4.9012762066142805, 81.54816982998798, 2.9478798146837755, 223.24127989345476, 5.842843660009402, 13.045864447128963, 26.18960849422453, -1.22140224909535, -3.932633789331152
1900, 11.050270412295546, 3446.1921270596877, 0.18341256081932505, 35.83921171752547, 2610.6612988613315, 197.7701349606191, 5.458498006534138, 7.848122674522805, 282.2551799579695, 0.1134114203524395, 16.691675377161854, 7.503072124521651, 4.211785314544785, 4.636567494389957, 79.856311102231, 2.947249990686116, 224.43327202494302, 5.801271575806281, 13.127487835259007, 26.17366314484647, -1.2300671430951484, -2.414407988788554
2000, 11.0649567632965, 3465.3245991529147, 0.18570777748338965, 36.01946504600062, 2612.2382531264307, 204.57329835523475, 5.419432825059269, 7.889565559488334, 283.4551820947243, 0.0970898097617207, 16.636639427688532, 7.506388233787319, 4.232572817111903, 4.394511988913303, 79.41887091068658, 2.9336887738476944, 224.60732534803267, 5.760761177369622, 13.11593550558108, 26.135914939107664, -1.2481193223937084, -0.9207840953386224
2100, 11.048168249832418, 3452.7283632842104, 0.1748298131411596, 35.79262300729346, 2606.3852933935777, 211.17168810188338, 5.437796725671068, 7.925908467035946, 283.2201874068606, 0.09194868211057497, 16.570948521708193, 7.583193773333521, 4.214168330349949, 5.095881168484034, 80.81103159538878, 2.933027926147109, 224.33470896258262, 5.731376581206829, 13.120742375023202, 26.184184612151135, -1.2556785651984967, -1.1641404592748135
2200, 11.07075222623081, 3490.5850399096685, 0.1692367691947772, 36.06835557267621, 2613.2517314317524, 215.4376225761988, 5.409525352251013, 7.913724184726747, 280.3320322443256, 0.10016582247361314, 16.658260940288574, 7.591531996914313, 4.242797474911289, 5.120868891160891, 80.54968811900261, 2.929451284955543, 225.1029855574763, 5.737215958838673, 13.109835935049622, 26.18832090724915, -1.2548068571967481, -0.77871453900933
2300, 11.096762864982257, 3483.560311666222, 0.18586925789624786, 36.0035718660368, 2613.4586701316157, 216.46409844852045, 5.452049656986938, 7.880679007953756, 282.47239573198397, 0.09886503864344875, 16.657097645686267, 7.639874835832158, 4.23514264953153, 5.075312455778473, 77.35400385358986, 2.945581054578377, 226.0913695892354, 5.776854943359875, 13.089227066049824, 26.26681745613549, -1.240527836808715, 0.18640131438689167
2400, 11.076006815340506, 3460.3288238944747, 0.18556307955115847, 36.02344126006612, 2604.863996981207, 215.58952069152036, 5.4685073191046705, 7.897262814407278, 281.155069130141, 0.10498425373696406, 16.661425671112838, 7.632024866559586, 4.242142241259775, 4.552655395646068, 77.70989691356775, 2.940945754200244, 225.12435340258924, 5.754726234082868, 13.06936501831727, 26.161467283148202, -1.2399101197521314, -2.572568178518712
2500, 11.08260287564016, 3456.865352886919, 0.18472049127216172, 36.05351502247785, 2611.5182058810096, 224.30007256367443, 5.4802675637768505, 7.860588899104517, 281.71094936164326, 0.0820748736884647, 16.63725185279836, 7.616965730599752, 4.259685894376354, 4.570271626899411, 76.54599743382485, 2.933228185614665, 224.841527942872, 5.788053170316132, 13.056403099352755, 26.198900542911915, -1.2405398778034802, -2.9631086000430322
2600, 11.086425003366077, 3457.972299683913, 0.20857536991478998, 35.770435065248215, 2613.155203879226, 217.47408231005892, 5.49397270831949, 7.899272820195297, 284.37102220024775, 0.09029083298156801, 16.684276134960896, 7.557585902581471, 4.247239595756382, 4.914747653892688, 77.709757345101, 2.948517795435079, 224.61037187886933, 5.749526135160176, 13.007479570622113, 26.15741107071539, -1.252014639976514, -4.476383533793047
2700, 11.12077230232624, 3465.4587174552, 0.2168366639041867, 35.687076493878564, 2605.8274970176963, 209.1147027997439, 5.455114668285323, 7.882450132925207, 284.53246045020825, 0.08227753140644876, 16.64240152330861, 7.597763171284658, 4.258262460425739, 5.256485533928279, 75.39348596578269, 2.9416140339497807, 225.03240912060028, 5.763622913850202, 12.955946302617981, 26.140530398050533, -1.245532282326943, -3.424786886577685
2800, 11.097197217676005, 3444.031752979057, 0.2232091939884088, 35.77524067908164, 2599.5889431644455, 191.74066279698212, 5.414533161219126, 7.91859030402846, 285.3297808673636, 0.0798504592307171, 16.690248543339983, 7.532718705304047, 4.26592242586368, 4.621985477131097, 74.77749649084603, 2.956218798701077, 225.5086635572433, 5.726071044932305, 12.977576837520424, 26.10861230087988, -1.2528444458972117, -3.5715289501568774
2900, 11.050238951223713, 3426.999640860665, 0.21575620384449345, 35.70197531759221, 2606.982712018153, 203.62782888163244, 5.5184822975658525, 7.931154657207229, 284.68695856895084, 0.08311420685335744, 16.762507622369327, 7.510310951596136, 4.252565183631796, 5.348110061728879, 72.9337549357997, 2.95681082928497, 226.5970164833996, 5.716139619319049, 12.946577453388684, 26.04466767309475, -1.2580980188452089, -2.8833521907476687
3000, 11.073963366170206, 3424.148800367277, 0.21625013282200034, 35.69030894568249, 2608.936882557934, 197.87101231592874, 5.504587320944711, 7.8971066279080775, 283.5144044764937, 0.08512035098187903, 16.732598379941507, 7.519777484813544, 4.297832620842011, 5.264368036265463, 74.12625274111628, 2.956132676108532, 225.66478792748947, 5.758563230987336, 13.004314800496907, 26.164636525299212, -1.2480654595581142, -3.33812508075059
3100, 11.104134178017755, 3445.772804177089, 0.19538702096937102, 35.46360098661595, 2602.1873403372374, 202.5665768174041, 5.446007375131192, 7.895065417951914, 285.521945404345, 0.08432386446652082, 16.696116209792866, 7.490438166096011, 4.300094533600983, 5.232713720996822, 78.57534022410186, 2.9525340325877685, 225.34409297443023, 5.7582108498695, 12.95407471878176, 26.153062004136373, -1.2464705897251545, -3.0318844690872053
3200, 11.08932171377866, 3468.6323334019517, 0.19334612923205835, 35.63551907487549, 2604.560128324765, 211.64749790793195, 5.484925869088615, 7.867804197374843, 286.1314467945631, 0.08191070744163781, 16.632458934150986, 7.5186770099231035, 4.264147814442271, 4.700006637718095, 79.19750827703189, 2.926351568084398, 224.47020141061412, 5.787572005298465, 12.99047598872851, 26.117093382699245, -1.2405147656875788, -1.985317932240259
3300, 11.109735833974392, 3472.291397641168, 0.1938366333974811, 35.56013493599937, 2596.765605923832, 198.636665794934, 5.49227208021578, 7.8720513376358205, 287.3054631896518, 0.08350728104561486, 16.521625862242782, 7.51702910513146, 4.248717181125865, 5.102045768906105, 79.87657946435911, 2.9258105298758106, 224.05794614710854, 5.781463479814699, 12.97010242065688, 26.129840365127183, -1.2458789815091038, -0.24522476818617278
3400, 11.082570450206019, 3473.1229609233433, 0.18912782503497216, 35.82710614993731, 2599.474929424118, 196.38080532709102, 5.466491213714892, 7.871260056668367, 286.37256201726535, 0.09110752990734022, 16.557920272911257, 7.57754155410942, 4.287139338458958, 6.293313551548713, 82.76661420138416, 2.9462680956180987, 223.51613079279159, 5.788930778729184, 13.005665426702514, 26.22076025370535, -1.2354408947110411, -1.175167618288504
3500, 11.089267688327642, 3487.920983542439, 0.17505803444014958, 35.713641175513686, 2610.4028036794653, 207.75699028175367, 5.512509496438929, 7.886002616057396, 284.3264283936864, 0.08467442193921568, 16.59064473990729, 7.597548745210878, 4.252470684643217, 5.646076849250599, 82.06033969665887, 2.903896887653575, 223.93020376533082, 5.764664961422421, 13.05147692058677, 26.24329785606315, -1.2452574723842833, -2.927375536767788
3600, 11.096102618128574, 3465.5394838230495, 0.1833811122615967, 35.770531908846046, 2606.1986542885265, 205.4079894618043, 5.487678418970877, 7.899627457587702, 284.2384391720294, 0.08317006235073252, 16.555632653075428, 7.63499504468205, 4.240987243049354, 5.055564731251314, 77.3268438054914, 2.912985641931744, 223.44992405681086, 5.757483952019614, 13.052576074563527, 26.165254606239735, -1.2512200155333495, -2.438643526770651
3700, 11.038780845512022, 3426.9290725739174, 0.19216918701272348, 35.808624226709306, 2601.835691518504, 209.26410298144413, 5.435218925206781, 7.952651294721836, 283.4802855973046, 0.07593756766734422, 16.6817269857283, 7.549551471218767, 4.252724484498206, 5.073210261659155, 81.09669103259071, 2.9370276997016784, 223.44634937688346, 5.692532988288439, 13.066062955773203, 26.238314723121057, -1.2672904560423877, -2.1430832149824894
3800, 11.093354751519218, 3380.8459773960994, 0.1930220824358616, 35.64803692359676, 2598.524181718266, 204.69599920704968, 5.5035013800012, 7.930924861788543, 283.6693952301501, 0.08807482205327219, 16.696240309711342, 7.5523758529915, 4.281569350532591, 4.28213373440874, 81.94212762231982, 2.955926158824899, 222.0047063518913, 5.715657474681064, 13.027921015671623, 26.306835567553648, -1.2565834775034954, -2.9414629775477152
3900, 11.088268728771741, 3424.8418997723643, 0.1920913210558808, 35.46781743385119, 2602.735629917701, 213.93263712068378, 5.533252386158667, 7.863862780360828, 283.2761437702541, 0.08195591222224773, 16.673961790266315, 7.492790390567423, 4.276560951768429, 4.071769031570581, 82.8996287527571, 2.9323465376953957, 223.03455375956244, 5.798776063867795, 13.021498100196474, 26.25635703752814, -1.2409156391183764, -0.6997242763233729
4000, 11.081162942973743, 3445.281922787489, 0.20220685775634856, 35.559225508275595, 2604.7776054419205, 212.4095776393125, 5.555462700189362, 7.906898213739749, 285.17277480362486, 0.07788910126382308, 16.62187501012564, 7.615998175329376, 4.289657348657796, 3.999645181151963, 79.74119144179005, 2.9273517449889677, 224.12080776520062, 5.749822196892639, 13.022270448627992, 26.20196265696616, -1.244967685384495, -0.38449175507009814
4100, 11.092573941696907, 3469.3170874572575, 0.2242846491166075, 35.82178227649833, 2604.6713469314354, 207.17680450549557, 5.554725535082708, 7.914318863363839, 284.6601179284023, 0.07658082125283523, 16.65335957838749, 7.586410321604029, 4.32308019297684, 5.2919110470063675, 79.77134527300882, 2.9073864099071685, 223.8845039063629, 5.741066655038762, 12.926653124694862, 26.161959690384784, -1.2462778356031323, -0.19965671167667676
4200, 11.100404465046635, 3484.314506621625, 0.19223898672171552, 35.729670016350944, 2601.1707619641293, 213.77177181058323, 5.507314067358414, 7.91420478981262, 284.5202194859078, 0.09099405151848228, 16.646779182184343, 7.590473154594418, 4.242521832004771, 5.3503623069898705, 79.21224006818207, 2.9124872229720307, 224.73268476663335, 5.738901366974902, 12.953519924809472, 26.043419102597817, -1.246644298511479, -0.7193807114263435
4300, 11.072938254041864, 3433.6296118364944, 0.1835252362923501, 35.667083905028164, 2609.4846444300247, 204.72098104854933, 5.482398630693803, 7.923886587427077, 284.1746654129625, 0.08777360792381088, 16.69980747357811, 7.568392034020253, 4.280532486213274, 5.206246932461356, 80.88152087254602, 2.9415134524932824, 224.1037615785191, 5.730320839990151, 13.007044138844812, 26.089580778915014, -1.2510253176022699, 0.6666507035651024
4400, 11.063216053896394, 3444.2972483814738, 0.19937069217550762, 35.577066418932354, 2616.049874555175, 209.5959143331289, 5.41619296167245, 7.90418329551213, 284.4791150126492, 0.08569596244902904, 16.669403580000008, 7.600381040018564, 4.299860006723144, 5.5189356740963955, 77.54902643663651, 2.951964659183064, 224.71288873980342, 5.743637370430838, 12.946493577410418, 26.059382980990687, -1.2493600401926974, 1.0983386186348252
4500, 11.064244084773797, 3482.1539921680683, 0.19492959966009243, 35.388063657100645, 2611.5040359697314, 217.81112718557821, 5.46347208524202, 7.913470801479308, 285.3265129548754, 0.08756612325925572, 16.60661752909482, 7.594866329652163, 4.274006220012147, 5.824722338078845, 79.82412833516563, 2.9183096909308492, 224.94488571244858, 5.743888125416533, 12.998928691182542, 26.089699329245718, -1.247171090215001, -0.32351775696541685
4600, 11.065666126510116, 3463.8186367038434, 0.1870073248729272, 35.29466158837669, 2608.315092922436, 217.8836798375588, 5.472794147079136, 7.922893066775859, 285.0556820258271, 0.08447007975133562, 16.598318657297387, 7.618456918339673, 4.305601302426503, 5.825612716527422, 80.01531204592797, 2.9118954820580054, 225.0455043113691, 5.728866590166719, 13.016114081250151, 26.110439375586026, -1.2630988646755041, -0.558469560116075
4700, 11.04374573385649, 3461.471623719311, 0.16746435441540303, 35.35061279545137, 2610.3037732251823, 227.3610109058954, 5.471458352638566, 7.916757622501564, 285.2415023561825, 0.08984293055547166, 16.735738565687722, 7.553538662552624, 4.273993228969715, 5.888191082186402, 76.20817758031131, 2.9153263764865214, 225.64374443123623, 5.733960611559596, 13.051614849440536, 26.1635718124355, -1.2570711291327021, -1.3840508572409327
4800, 11.021388519126955, 3474.805172879657, 0.16527505908155846, 35.36201457362236, 2613.43877819646, 217.92705806037083, 5.540691925349427, 7.877433170182443, 283.852171772014, 0.09788585992989848, 16.77886461347751, 7.604708411602188, 4.262243389160669, 5.28888208986461, 75.83408118396655, 2.923051719802417, 224.76602928830715, 5.7787776870104395, 13.029265238057864, 26.219060152193773, -1.2436975623486277, -3.7185432950123953
4900, 11.049290969509292, 3445.0683962016537, 0.1865416504950614, 35.27441794580491, 2610.8385298889243, 202.81241581925312, 5.5009202401285195, 7.827243798862736, 284.3316592087615, 0.08281814750882055, 16.763344208830077, 7.5697647358512254, 4.236366616332805, 5.532973230637872, 78.75373591359852, 2.917971181470997, 224.3971193433028, 5.826608456328845, 13.083947561433948, 26.141541607859597, -1.2320909942132499, -3.720626258475841
5000, 10.957944593046554, 3412.0687895898322, 0.1879894550080892, 35.569257089165056, 2618.0730150041827, 192.39533260401552, 5.504629875195476, 7.888463057422907, 283.3735148919306, 0.08238887322480418, 16.734689475582904, 7.552612446447272, 4.205564721157808, 5.049863087979396, 76.74028721864687, 2.963925344146389, 225.50480700745615, 5.773547242275667, 13.187051278386921, 26.240262061581763, -1.245818392502871, -2.3049884375730256
5100, 10.98126238470437, 3440.4639288095823, 0.1798940620430884, 36.18779267155986, 2617.679742613117, 206.44556536655915, 5.50641296642915, 7.886348272766921, 284.1172921822391, 0.08051245762203774, 16.654590118437657, 7.671360158498704, 4.2436727104746526, 4.801332505705755, 72.81030688637871, 2.930303084618434, 224.67365534370168, 5.768474780831859, 13.16654255678438, 26.323787719014337, -1.2500236094989858, -3.5543950011171086
5200, 11.029672214394678, 3411.627338964998, 0.17834023318866551, 35.6405869087085, 2613.9394911854806, 203.6176770850293, 5.555454505147831, 7.913815892857087, 285.08257298878505, 0.08781122545092632, 16.718030494863342, 7.577085536828324, 4.20427551724053, 4.79067173922489, 75.6678627729406, 2.968300864071754, 223.91403167638111, 5.740168260782716, 13.102869848484268, 26.39013930546526, -1.2571798359569213, -2.751556303902082
5300, 11.034812505109532, 3447.9323624487306, 0.1660686335989905, 35.56960843398801, 2613.5561375187117, 197.98937722707763, 5.545902950014128, 7.896321509639187, 284.3586019083226, 0.0985807882253146, 16.737792682040475, 7.608652879413359, 4.152260794812928, 4.948547194622204, 74.93306772996367, 2.93854339293983, 224.11044681590147, 5.762535986501595, 13.127520101539154, 26.31493895237015, -1.2534983447944827, -2.8036253600448244
5400, 11.076548827303025, 3426.5606967537947, 0.18465297778970338, 35.6997452685158, 2605.932527155218, 202.97445390843632, 5.572122073096779, 7.862631446993248, 283.67395825180404, 0.08643290236007631, 16.58781444462007, 7.578477000629631, 4.170332247099736, 5.726766751963838, 77.34797716343272, 2.9487351752911724, 223.23226067408768, 5.781687447090126, 13.121571722765648, 26.23112248497119, -1.2424818386262824, -3.3857370863268343
5500, 11.084802953226585, 3455.4595708863562, 0.18732581831074963, 36.05842444070525, 2605.3604375910377, 208.9325265836912, 5.588509829468137, 7.897322340182752, 286.4704735013781, 0.08138766877935596, 16.55359803438476, 7.618888468700396, 4.161197921169739, 5.7472788985772745, 78.90345990330462, 2.9408877320304994, 223.68559538289864, 5.743199159017206, 13.14015703277101, 26.253703183402624, -1.2468577074961549, -4.265731551119092
5600, 11.074672781709877, 3480.9565032973833, 0.200414445437567, 35.993157862954604, 2598.773877279402, 210.27962748242874, 5.576015603567091, 7.877605734057876, 286.26547885292024, 0.09129642621994404, 16.5824787996971, 7.659578678129227, 4.17086275659326, 5.5059843589639925, 79.91716859303176, 2.917280220043442, 224.08189274895486, 5.776090850459996, 13.076159826944398, 26.16579001465648, -1.237906048789432, -3.8004439458721846
5700, 11.061485708628162, 3473.6682837602107, 0.1985551468775505, 35.8172218068062, 2598.8906571697103, 208.49175249287606, 5.5656559829425, 7.921289178259476, 284.3884485199666, 0.07689026016136884, 16.56128726680562, 7.665197331761923, 4.154666007304868, 5.6008483653724825, 80.87429975451724, 2.9184513685149205, 224.9727881042249, 5.735368699022678, 13.03848307841709, 26.18770395267903, -1.247817895977611, -3.190185506270785
5800, 11.066114840440973, 3474.946072827288, 0.19151067332651414, 36.11016065775117, 2596.7140022420595, 206.7153904316238, 5.583973377316369, 7.962337504224727, 284.619839893096, 0.08443652753540878, 16.616886736551812, 7.706279291333385, 4.169188181447395, 5.2589535495783934, 78.84850076616321, 2.8976932824656867, 225.20823871549587, 5.691371082284038, 13.101051690998943, 26.146348500216806, -1.261642406905116, -2.2063133532951307
5900, 11.058493283655952, 3473.0872401383713, 0.1898653255379483, 35.785999261993766, 2609.2153586137442, 206.45426108212632, 5.6150377711376525, 7.937907522664917, 285.2095805427526, 0.07665346151483736, 16.551778944919985, 7.750403049804773, 4.225069731402824, 4.942021075143339, 75.76230917714973, 2.9179050861507565, 223.92947333467026, 5.7106561037559045, 13.116609908376162, 26.25108471910666, -1.2593919413649284, -2.5790023361615724
6000, 11.028876351476208, 3448.062512391677, 0.20323295330690402, 35.69250125269901, 2603.363974987057, 213.5761553299714, 5.492537784167352, 7.908399995019482, 285.51190844143173, 0.0837681835315012, 16.622796747356798, 7.7119874671208235, 4.23024310643878, 5.743363025299466, 76.25423071275236, 2.935866251329114, 224.34673984658073, 5.74367703050517, 13.129999302565963, 26.32123335047068, -1.24544193378719, -4.062648846680744
6100, 11.109415738500163, 3459.5391950362864, 0.19605059519955886, 35.712572161449174, 2604.1079707085573, 205.49302212895287, 5.491526233747468, 7.943144188843332, 282.8677735065512, 0.08334728148235568, 16.70830775892246, 7.6739754618347344, 4.250088301900039, 5.865902309958502, 79.87212373011258, 2.946888521423311, 224.8669959371786, 5.6999460567645395, 13.012407590301741, 26.249069885047128, -1.2580632753498155, -4.6041292063444885
6200, 11.047266667721262, 3466.2914298229034, 0.18972816777376733, 35.77317245778327, 2603.925834174079, 203.93554098927518, 5.505468527403565, 7.94716077350057, 281.1153352302943, 0.09235355698390246, 16.796754313074068, 7.673174799971046, 4.227048763835236, 5.68953716520139, 78.05998955850876, 2.9554831139516065, 225.54189228898548, 5.69834452102712, 13.0676715482336, 26.337328146937693, -1.2585907380660049, -3.4453791365219413
6300, 11.045954575585503, 3468.4387055831794, 0.18664680451995586, 35.700585944668504, 2599.9792165559566, 191.76245481035437, 5.476495661871265, 7.975626420599855, 280.9237539472862, 0.08459177847439345, 16.763094706394163, 7.6297958466513, 4.200726281911981, 5.372336947287383, 76.62460560376613, 2.949816665793392, 225.54898459475652, 5.669450284241107, 12.983230084123146, 26.258449340524685, -1.2672841062706937, -3.232815522442209
6400, 11.112315843796033, 3456.2437424193795, 0.1793034065954245, 35.810132935769076, 2597.238264339231, 189.21195962487064, 5.52839689977813, 7.916422224100381, 282.25527209232723, 0.07407969546264886, 16.676662783877646, 7.639867731524156, 4.152728120200303, 6.430226739190238, 75.8160414549143, 2.965171880774184, 224.29194659032837, 5.731580273935387, 12.97988054525949, 26.173478275356054, -1.2543380754176119, -3.0096359521566836
