# iter, vel, vel_disp, cont_slope, cont_amp, na_feii_amp, br_feii_amp, oiii5007_core_amp, oiii5007_core_fwhm, oiii5007_core_voff, oiii5007_outflow_amp, oiii5007_outflow_fwhm, oiii5007_outflow_voff, na_Hb_amp, na_Hb_voff, br_Hb_amp, br_Hb_fwhm, br_Hb_voff
 0, 100.0, 100.0, 0.0, 0.0, 0.13143801037327452, 0.865658548929944, 28.194263625253342, 415.11286891808396, -31.33274052434586, 4.958009524141141, 1179.033069463018, -130.69521826858735, 4.701483468093775, -5.1341101925756485, 2.7674148203475517, 5025.3448321418155, 510.69210991827396
500, 100.70899452676689, 100.3279777194598, 0.29693468741072326, 2.208755418014807, 0.2082767329234391, 0.7350856842485539, 28.114838861083893, 413.63854583273485, -32.3832744775594, 5.066072712886883, 1178.8385317451812, -129.90047091260575, 4.640007415792143, -4.272929493393086, 2.859536613160315, 5025.559813017312, 508.7458439875012
600, 100.9861928801157, 102.95481872057049, 0.35737584964684893, 2.6962564580614936, 0.18210119426657534, 0.7356854452610634, 28.077241933492385, 413.27673201064096, -32.33781679287106, 5.131098433835554, 1176.3377627596549, -128.36323400544077, 4.580798563781735, -3.6676545306943815, 2.8609934918935602, 5025.20799292286, 504.3162942871822
700, 99.70865577061959, 108.06425285799621, 0.26454221626103847, 2.9165233773297956, 0.1522848826323333, 0.7486156380494563, 28.01537412264489, 412.7636669822522, -31.949952010517414, 5.221307968332013, 1170.9150029559291, -125.5392008477889, 4.480073985469813, -3.8751922281545212, 2.8494451609026727, 5023.47616991763, 494.290557809517
800, 95.70584183086349, 118.54471179276688, 0.1528472149648406, 2.894661760994949, 0.14916670056850645, 0.759129581638845, 27.927206719355766, 411.9492592844197, -31.52337432089499, 5.3312398499502045, 1162.2272454005708, -122.249990809386, 4.3991755644359145, -4.186070587801996, 2.850478840178864, 5017.411195847645, 476.24886668912535
900, 90.94195998982016, 131.20580059811155, 0.058566935992666914, 2.8098992101281883, 0.15200214344363544, 0.7634247594660534, 27.8241179313781, 411.94246044552096, -30.895310444818655, 5.419490574542625, 1154.965756528799, -120.87187976494299, 4.335912422164282, -5.526827446612716, 2.856706564740264, 5011.032798146389, 456.31009350449557
1000, 86.44260383743992, 145.49287801783674, 0.01830151016811811, 2.6780908652120927, 0.15175549688536263, 0.7758782355917357, 27.72857245568968, 412.3936493900917, -30.476864790628753, 5.482555743635519, 1149.2805898799445, -120.29432790631397, 4.297773344353607, -7.45390135201313, 2.8747505551297294, 5002.131467411105, 437.2059373296306
1100, 83.82016923814028, 161.74212528158824, -0.010609758613816666, 2.6027687928025527, 0.15504460390504957, 0.7761716767918848, 27.68074110583641, 412.75270344623675, -30.274372823792085, 5.510829317389887, 1146.7362703680822, -121.58088443562062, 4.231621865460933, -9.603470182759056, 2.8961524485556454, 4999.711826192861, 420.46980294270173
1200, 83.29853526506538, 177.76641790068868, -0.021005710501103045, 2.5304657354598894, 0.15599284938323912, 0.7805259810038501, 27.673439712072966, 413.8321034497103, -30.195000542091677, 5.46964943026876, 1147.8907715009773, -126.11216355241235, 4.193550695705276, -11.60857752631473, 2.9092590341484854, 5013.473653040254, 407.4213065274986
1300, 86.2799922095561, 190.0334256624848, 0.008647515684100925, 2.5189767639266436, 0.15505947560155262, 0.7836410330277281, 27.73524402487649, 415.9495480336559, -30.11724748847127, 5.347652888616179, 1155.5355671816865, -132.12590226386172, 4.200520042541531, -13.638047453717864, 2.9105578654627218, 5042.488891339944, 403.74203357487147
1400, 89.5010455182416, 200.42029089068723, 0.05976768285705497, 2.5118108519711133, 0.15079105350992558, 0.796321515323808, 27.79266791543869, 417.2400093985939, -30.239143928112444, 5.261429614192081, 1162.390482310533, -135.70711570752093, 4.216042461399654, -14.90216088999415, 2.9101425363700226, 5080.077912559876, 401.9845799139037
1500, 90.8550993914585, 208.2323280026125, 0.10113877406456209, 2.5448734758326674, 0.14968040407317368, 0.8036189508141288, 27.822916429973883, 417.39038730315156, -30.368743825711103, 5.2367770564081635, 1165.8591408430152, -137.8792473105873, 4.2261450521992225, -16.38032508941045, 2.901968618618503, 5131.153804840454, 399.52790440965464
1600, 91.00404357335694, 214.41132735866543, 0.130047639848648, 2.580287543142441, 0.1442697657965621, 0.8158251741945388, 27.828282344876886, 417.6272275584521, -30.418549784661053, 5.223318793047857, 1169.2995762173084, -139.38791135451623, 4.238161706378421, -17.85845862610352, 2.8933083895362652, 5179.678717506918, 397.06280657675484
1700, 90.1022797686984, 219.01380278762628, 0.18266756250473964, 2.5809586489664174, 0.13729307440124563, 0.8287993454651272, 27.846847171623146, 417.7483635585365, -30.512712049517326, 5.213697171678736, 1175.1917337404745, -139.51720354775782, 4.269037377982083, -19.177643155982178, 2.888647137962184, 5209.4246420357285, 396.71791151577753
1800, 88.33291813406672, 222.25742847407156, 0.23320884819496687, 2.5874288939232177, 0.1279466830077926, 0.8427446368779433, 27.821214104775375, 417.1198461679817, -30.621710297196383, 5.256362993442317, 1176.5819685507283, -138.59136171861036, 4.288110494826597, -20.146551030331977, 2.8813240443812247, 5238.212616072027, 396.6402076559242
1900, 86.6705988986579, 224.18150217719554, 0.23856475485987855, 2.62233572272451, 0.11915264770616626, 0.8508632146868657, 27.817179809097993, 416.6735715628899, -30.67417239832636, 5.2836100368211065, 1177.8222769720198, -138.3880463726533, 4.3083718920254075, -21.002175011618693, 2.8680532536331644, 5268.194912653037, 397.33774172415605
