# iter, vel, vel_disp, cont_slope, cont_amp, na_feii_amp, br_feii_amp, oiii5007_core_amp, oiii5007_core_fwhm, oiii5007_core_voff, oiii5007_outflow_amp, oiii5007_outflow_fwhm, oiii5007_outflow_voff, na_Hb_amp, na_Hb_voff, br_Hb_amp, br_Hb_fwhm, br_Hb_voff
 0, 100.0, 100.0, 0.0, 0.0, 0.0022769218981418655, 0.0, 52.110550884810834, 176.36326592720286, 83.21344709507362, 38.94881496036198, 395.8975514698728, -16.22853121550557, 12.470837009861341, 85.81817879215787, 13.201751049524226, 1565.5969037385694, 42.64676266170733
500, 102.77550556931762, 99.88258059149895, 0.678728756056925, 2.113241478076241, 0.5132482734270546, 0.9348494352751009, 52.25539052715166, 176.54889355626625, 82.47733414467308, 39.77664888292263, 395.14992136515366, -16.50802131483238, 12.770302385437647, 87.72562968743915, 13.880962484212796, 1567.6972456444653, 46.451301867837735
600, 106.94860374619337, 95.65402090777, 0.8948846258194313, 2.548614787512521, 0.5893953793749561, 1.032194253640533, 52.55549702938153, 176.47982278158761, 82.80133659485693, 39.907310212432265, 394.2076733700702, -16.98292762829711, 12.94451595830043, 88.78473637553506, 13.893005842730846, 1576.9703319102714, 48.485264899021566
700, 113.14307219766182, 88.69305187623485, 0.9973383207515532, 2.7721302640458227, 0.5891076712313539, 1.0599507772641685, 52.74157791604409, 175.9822496576599, 83.14786893304183, 39.891653846075904, 394.0822951698199, -17.24888169825994, 13.154485301821943, 90.15478337726714, 13.772228009995727, 1596.610564511678, 48.34889087343451
800, 119.55758909009309, 81.06354387605656, 1.072810325761525, 2.9136790369250707, 0.5691305684288134, 1.08126786985494, 52.93531281894291, 175.01796755934114, 83.115278029078, 39.8274304001821, 394.96404956389847, -17.237043287500537, 13.416501526206613, 91.28854663848242, 13.596274985903753, 1619.7755553886986, 47.36837100215093
900, 125.75007239008116, 72.81389575928955, 1.1672580833515, 3.0300880474577974, 0.5581758458134629, 1.1032668453791694, 53.262952835458975, 174.1002841743326, 82.93812683014951, 39.65490272778483, 396.83402282542, -17.50276879044319, 13.717565002933652, 92.02435703891538, 13.392672915860649, 1644.876895102074, 45.00633646499724
1000, 130.83520424468847, 65.59946335879162, 1.2633719363693987, 3.118066983602421, 0.5413205449516872, 1.1276213626879927, 53.548221896910256, 173.3193463762453, 82.31300904244337, 39.429101780893724, 399.89262559854865, -17.476074383092225, 14.008350109863347, 92.6862986937284, 13.18906295391395, 1670.856328477068, 39.8308621079058
1100, 133.36882545737421, 60.98385312786023, 1.3605535007010536, 3.10934000748594, 0.5166892171179224, 1.1544037820647597, 53.62281787316898, 172.67444703634473, 81.5185993206768, 39.23060265285743, 403.1441473342486, -17.00368353975116, 14.222114118846964, 92.8661958228552, 13.05610071652875, 1690.799247883381, 35.19367573171167
1200, 133.44849380330217, 58.772271422028055, 1.4583798351341692, 3.0222806487960368, 0.5165311682649796, 1.1669034523241164, 53.87032204636704, 173.2293851860347, 80.54215155833586, 38.83766974027284, 406.2561950376176, -16.90259734147342, 14.420337295632276, 92.43691222766287, 12.99524434166674, 1701.4895254716362, 33.59675009159741
1300, 133.1809896123105, 57.289144331047005, 1.5038229382516475, 3.006071534925444, 0.5307799431855835, 1.171071141243746, 54.252280803382284, 174.55501284260177, 79.98226380994377, 38.3529582236076, 408.38123766972876, -17.45435231162971, 14.581866766713564, 92.15452534834418, 12.976902534636396, 1709.2479558728164, 32.181888847524576
1400, 132.98873935013043, 56.40440666707769, 1.540850971557296, 2.9878606231473546, 0.5444584602586724, 1.1787557452358237, 54.57343368189403, 175.95690268760112, 79.54213523388741, 37.894157176000846, 410.1020947870057, -17.916197249879584, 14.74786247548579, 91.98429613547854, 12.948217258135218, 1718.2589882487227, 31.125368081342746
