# iter, br_Ha_amp, br_Ha_voff, na_Ha_outflow_voff, na_Ha_core_voff, stel_vel, na_feii_amp, stel_disp, na_Ha_outflow_fwhm, na_Ha_outflow_amp, na_Ha_core_fwhm, power_amp, na_nii6585_core_amp, br_Ha_fwhm, na_Ha_core_amp, na_sii6732_core_amp, power_slope, br_feii_amp, na_sii6718_core_amp
9300, 13.5085205215, 257.095222982, -190.927465237, 93.8956603736, 142.795620206, 2.46766075791, 186.714817759, 1176.88201328, 44.40484214, 167.573820648, 11.9009545372, 76.4876651016, 4883.14555925, 135.650865086, 11.961483458, -0.180659341782, 3.61519923931, 12.2835438454
9400, 13.5051385722, 254.748487261, -189.663593726, 94.0075696394, 149.032362692, 2.52015535995, 181.738312003, 1173.97457687, 44.5996880388, 167.39883945, 12.0454072244, 76.456402007, 4885.7242046, 135.557418748, 11.9488471837, -0.170507974397, 3.62581790349, 12.325159653
9500, 13.3884295195, 255.956058466, -190.565747082, 94.1241026526, 146.901985378, 2.58026691063, 179.789542371, 1175.84773157, 44.5552014745, 167.273900344, 12.4155100908, 76.6502507039, 4918.60414721, 135.802950512, 11.9902583833, -0.216204610457, 3.57350625381, 12.2486480979
9600, 13.4524867065, 249.908217085, -191.524237017, 94.1778551058, 149.260528225, 2.60195663993, 173.20494676, 1174.23041069, 44.6991988335, 166.739412032, 11.8376140637, 76.4710294929, 4895.46634754, 135.741127927, 12.0405373, -0.125619024462, 3.56370795897, 12.2569493231
9700, 13.4552605084, 248.970627299, -191.815696108, 94.1730237349, 146.916487641, 2.54406582209, 174.83575456, 1174.1685148, 44.4317081295, 166.97906381, 12.2532578053, 76.6448645796, 4889.88523231, 135.594972606, 12.0097207341, -0.146664700357, 3.62689416945, 12.3131790796
9800, 13.3526630253, 254.296911676, -191.52261866, 94.3707169758, 145.089451584, 2.59218204842, 174.403071607, 1180.22421086, 44.372355433, 167.345989194, 12.2625185878, 76.6753458064, 4905.96882543, 135.5424585, 11.980299274, -0.133252108568, 3.66779878358, 12.3195088476
9900, 13.2111693529, 258.02192454, -190.948591531, 94.0530374836, 149.069610751, 2.65729459107, 173.780341466, 1186.3553493, 44.4182590204, 167.352447879, 11.3780428673, 76.6511125395, 4924.88400599, 135.861244553, 11.9899208293, -0.0831450913264, 3.57349125576, 12.3016295862
10000, 13.397344124, 256.659980473, -191.169029985, 93.9212142568, 144.981566055, 2.47641877172, 176.267864461, 1175.4491935, 44.5579561052, 167.251065867, 11.8782338454, 76.7626000381, 4924.81900706, 135.629177514, 12.0135590349, -0.147088550035, 3.56633367412, 12.2943340988
10100, 13.4092317636, 261.013640433, -191.853654953, 94.2685769728, 143.835023164, 2.50357706843, 181.085517058, 1174.72678507, 44.5568081661, 167.684403895, 11.6661574639, 76.7842691821, 4917.09570567, 136.072991751, 12.0167253317, -0.121369774677, 3.61139464909, 12.2944423547
10200, 13.2552620304, 265.906359815, -192.650050282, 94.2111963999, 139.66335478, 2.63884738301, 185.138407818, 1178.93449608, 44.5831717708, 167.678644507, 12.035067249, 76.7425963223, 4949.61731678, 135.596640056, 12.0291734352, -0.149010406726, 3.56603248225, 12.2483785132
10300, 13.2456862777, 266.39533187, -190.770094958, 94.2051233515, 142.507202304, 2.41573845828, 184.072751832, 1185.25397238, 44.4387587383, 167.437573111, 12.0656970896, 76.6247587081, 4942.42204866, 135.483197512, 11.9673228684, -0.140302801752, 3.56688134185, 12.2478056276
10400, 13.3915625343, 262.36083353, -191.758491443, 94.0924623502, 140.827621309, 2.28806460299, 180.82482236, 1181.06421173, 44.3313000996, 167.680025733, 12.3968219443, 76.7638438654, 4917.01442453, 135.558891986, 12.0536930652, -0.233177585608, 3.58522157876, 12.2748240826
10500, 13.4384635975, 258.884507238, -192.59484035, 94.2643437221, 139.232258699, 2.42320949184, 190.417609875, 1171.94550299, 44.3243518963, 167.772210576, 12.0954700782, 76.5757188512, 4872.57607046, 135.33825215, 12.0368589738, -0.249612554592, 3.63126947883, 12.3630232994
10600, 13.4170042834, 260.259929075, -192.693842783, 94.2942921764, 138.368746276, 2.42164132581, 184.788705004, 1175.97728441, 44.4109096981, 168.06220296, 12.389777353, 76.6807636446, 4915.76011054, 135.527943642, 12.0926006902, -0.250494354524, 3.5718720376, 12.4237448777
10700, 13.4125677929, 259.985075805, -193.446584435, 94.2239289016, 141.169650187, 2.1451982643, 187.482898625, 1171.16921761, 44.4441150674, 168.09849134, 11.6580670985, 76.7064984119, 4898.63256255, 135.642379351, 12.1454134849, -0.183614616727, 3.59299018822, 12.3965347092
10800, 13.4937225435, 254.764271514, -191.873571218, 93.9954857089, 137.57458056, 2.1882371433, 194.481463348, 1170.24660364, 44.5334678928, 167.919436951, 11.4446330065, 76.7790348744, 4895.68846228, 135.687341375, 12.1066878411, -0.139023848745, 3.53196197686, 12.3539973034
10900, 13.4850616458, 257.345648937, -192.375099368, 94.0036563601, 129.364796378, 2.16479481603, 202.975236279, 1170.8395113, 44.6451561657, 167.946768454, 10.7911634097, 76.7903957148, 4902.13013152, 135.604582028, 12.0185920786, -0.103465354652, 3.62522773484, 12.4186865939
11000, 13.5066688266, 256.020527831, -191.506072167, 93.9716998672, 137.457106945, 2.22202977748, 188.136454825, 1173.51346671, 44.5764270301, 167.660375757, 11.2110594338, 76.7561598138, 4912.1261762, 135.600561414, 11.9853354675, -0.131679087824, 3.64597724427, 12.3676833273
11100, 13.3207222973, 259.723850019, -190.968328282, 93.9999267429, 139.097347766, 2.17884812611, 173.30498225, 1180.16626763, 44.4765732294, 167.381241007, 11.3826547547, 76.7319675579, 4967.52172995, 135.743194552, 11.996685747, -0.170613574156, 3.58374319709, 12.3711300417
11200, 13.3553471521, 258.011650151, -190.926593373, 94.010262205, 144.46707859, 2.29359779731, 174.645414129, 1179.25583812, 44.6512163492, 167.677839515, 11.2800656772, 76.6518807387, 4957.17623857, 135.51237044, 11.9503310229, -0.0910060396068, 3.60723497611, 12.3514255484
11300, 13.3936461235, 251.055175759, -191.354586561, 93.9713044747, 134.822884804, 2.31160004627, 188.00714659, 1171.68642399, 44.6465592891, 167.755285402, 11.6373483346, 76.5882012803, 4944.23696498, 135.479642057, 11.9780815634, -0.124277247327, 3.64170327167, 12.3474903366
11400, 13.2804107468, 258.360655804, -193.105034715, 93.8250437525, 134.787954964, 2.37213031816, 192.363421872, 1179.63025621, 44.5682058917, 167.68879761, 11.6412398953, 76.6886886251, 4932.81372827, 135.346364433, 11.9655448391, -0.194054785406, 3.67359805647, 12.3788601628
11500, 13.4128638893, 267.219066359, -194.227310025, 93.820165921, 126.923614287, 2.28555797377, 197.755754008, 1177.36269158, 44.6725092304, 167.083581155, 11.2364625485, 76.7994036793, 4927.00339479, 135.561817518, 12.0165934729, -0.189866363833, 3.58830248816, 12.2644406601
11600, 13.2794534925, 269.079194969, -191.876376185, 93.7769725151, 133.775863115, 2.26771743616, 191.747314643, 1180.41514563, 44.5569427814, 167.386008862, 11.4707299515, 76.5971796855, 4942.32933057, 135.505831614, 12.0313528086, -0.209248484264, 3.62356098656, 12.2777865148
11700, 13.2496977732, 270.490860671, -192.575167234, 93.5623626524, 131.695166334, 2.28122539696, 196.162304808, 1185.40703458, 44.5646375866, 166.877570471, 11.9758876657, 76.5779818195, 4943.42181281, 135.394550379, 12.0789720802, -0.302467814149, 3.65411495991, 12.3441982789
11800, 13.2442222375, 266.278169787, -190.735479893, 93.7750865903, 127.137221945, 2.44394563007, 204.591815782, 1180.64551532, 44.6787510269, 166.49435506, 11.374312914, 76.6351766396, 4975.09080234, 135.205720388, 12.0689822333, -0.259683078132, 3.73350582302, 12.3431643764
11900, 13.2617010504, 265.812803729, -191.256252196, 93.9907542952, 123.71342421, 2.45362841055, 201.683897907, 1178.94213322, 44.4827335088, 166.852225413, 11.9640885032, 76.5096765354, 4943.13507465, 135.039831289, 12.0415163889, -0.311985483407, 3.67651077191, 12.3270380991
12000, 13.2252021227, 265.373493154, -192.074364227, 93.9020163772, 129.590449971, 2.41811307231, 193.447738481, 1186.14186603, 44.4847598535, 166.983530931, 11.6200191526, 76.4616536222, 4946.47746322, 135.385320268, 12.0991293235, -0.25790682844, 3.62458291245, 12.3708247216
12100, 13.3138562992, 255.157314166, -190.681971698, 93.9395674349, 141.216874953, 2.43485891598, 177.194833954, 1179.93066561, 44.462473677, 167.337131013, 11.8796684865, 76.4927275591, 4915.94550935, 135.421571873, 12.0726322193, -0.166754701966, 3.54341114616, 12.3602517385
12200, 13.314744863, 249.747081119, -190.873553068, 94.0448326334, 144.854424844, 2.25172332859, 173.676395407, 1179.93107638, 44.5120251914, 167.099227762, 12.2430457413, 76.5555209568, 4933.72481963, 135.466836075, 12.0106404463, -0.215733535205, 3.51640482088, 12.2864494089
12300, 13.3547670555, 246.750061294, -190.205855514, 93.8905569033, 142.153584014, 2.1689996125, 179.068753761, 1177.69846385, 44.4408242973, 167.365824806, 11.7409381403, 76.5764206301, 4913.67809452, 135.687825965, 11.9757336658, -0.161525392931, 3.54193368689, 12.3206650016
12400, 13.5095873314, 250.414367464, -190.124269812, 93.8757364551, 137.39834011, 2.23799962232, 180.250237365, 1174.36208507, 44.4402327608, 167.402811361, 11.618457308, 76.5743735375, 4885.8111184, 135.507318395, 12.0007722572, -0.229206927819, 3.55055217386, 12.4289053477
12500, 13.4691447418, 257.284832545, -190.609750394, 94.123899332, 143.008756086, 2.18467120735, 175.779522868, 1174.08046586, 44.4935122453, 167.440524537, 11.9921055518, 76.6756793122, 4902.83910071, 135.741144727, 12.0681084236, -0.141056156982, 3.57906005782, 12.3799168178
12600, 13.2855305552, 258.125088336, -190.716897345, 94.1522528132, 147.559335091, 2.19266860467, 175.488917206, 1176.85566403, 44.5537488874, 167.18468109, 12.0137237162, 76.6755340478, 4931.55205165, 135.876427717, 11.920213395, -0.133504875492, 3.48539522915, 12.3263016772
12700, 13.3681619885, 259.570369489, -191.637412364, 94.3124682335, 145.718586206, 2.30032167807, 173.265887807, 1173.07346266, 44.6188996767, 167.452579433, 11.8296346311, 76.7047271294, 4922.05782834, 135.705632905, 11.9220676096, -0.157499003797, 3.51766912842, 12.3226072589
12800, 13.3213484116, 269.619421911, -192.288247769, 94.0975123756, 141.47953056, 2.31549696141, 180.723792154, 1181.50553074, 44.5254671387, 167.587784977, 11.9487409441, 76.8378691832, 4953.79254882, 135.612463378, 11.9871046873, -0.20934380901, 3.49163191065, 12.2920297894
12900, 13.2971433385, 268.824004484, -192.324500217, 93.9167547965, 139.87996641, 2.4049852671, 188.351610906, 1181.8446231, 44.4667417373, 167.773178644, 11.7410638759, 76.8770280101, 4947.70762663, 135.785904583, 12.0390171385, -0.179702948291, 3.54110763162, 12.2576151593
13000, 13.3329664526, 261.524589883, -192.76388437, 93.9511228162, 139.621266812, 2.21514339149, 184.903682076, 1171.81204807, 44.5808046414, 168.141943704, 12.045977417, 76.7452596219, 4942.69194838, 135.15323631, 12.133024332, -0.243071756714, 3.54928125273, 12.2487708844
13100, 13.3199452773, 259.469107139, -192.487505558, 93.9978636452, 139.593207335, 2.37521195175, 180.683862751, 1172.13282997, 44.5446364729, 167.801793907, 11.6836207944, 76.7183261052, 4922.66226689, 135.604248322, 12.1076742977, -0.222230995772, 3.49864506672, 12.3340350333
13200, 13.3719572317, 261.05782473, -192.314075791, 93.9612565931, 134.622720803, 2.40437035803, 192.55581078, 1171.52830462, 44.553346634, 167.583429556, 11.9491964288, 76.8424563593, 4933.52693682, 135.70099911, 12.1793893661, -0.22290449246, 3.50028275498, 12.3635336742
13300, 13.405015401, 259.70194422, -192.908893933, 93.99246806, 138.37584837, 2.13516827943, 196.365218592, 1172.50646203, 44.4331237621, 167.712540424, 11.6186842343, 76.8918975099, 4938.82833705, 135.699165558, 12.2033530225, -0.214367367022, 3.51750829799, 12.3838066868
13400, 13.5151884403, 250.538028157, -193.277757256, 94.01924424, 141.408273469, 2.0263159726, 193.930218124, 1175.5594863, 44.3665292442, 167.84271155, 11.2694627324, 76.8855485132, 4914.57709815, 135.713809809, 12.1116556278, -0.17306341388, 3.53700770551, 12.3724878663
13500, 13.4398760986, 255.477799725, -193.423084072, 94.0684273766, 137.08580349, 2.20206333135, 192.430276896, 1175.26430067, 44.3018564347, 167.743096937, 11.6005421206, 77.0027648073, 4920.04346884, 135.738856689, 12.1455333689, -0.143265441285, 3.55308500629, 12.4291402612
13600, 13.2534119323, 256.480627293, -192.045107192, 94.056293182, 141.507642999, 2.32887418771, 182.094582278, 1176.60929909, 44.3621520853, 167.890061341, 11.5569788519, 76.9357100016, 4923.06903124, 135.867218925, 12.1292173215, -0.213017023718, 3.59981651472, 12.3770035418
13700, 13.3860440084, 257.886716812, -191.605393084, 94.3306653134, 144.258786124, 2.27523762337, 176.377438022, 1179.24987444, 44.4008215159, 167.516001501, 11.9915883446, 76.8429047532, 4918.64855789, 136.014831232, 12.1625114634, -0.203622768542, 3.59381521381, 12.4277147232
13800, 13.3014593386, 261.221009978, -191.788079496, 94.3209741149, 147.421325734, 2.32640756337, 185.335663512, 1184.13139149, 44.3687533143, 166.873887211, 12.0679957432, 76.8435848815, 4923.76565439, 136.108526401, 12.1221268595, -0.202899566511, 3.56474634654, 12.3702607547
13900, 13.2377437844, 266.902929927, -191.099889429, 94.3252583242, 145.211841467, 2.33392721359, 177.385804071, 1183.15494738, 44.4276224055, 167.277197228, 12.0143153293, 76.6879162516, 4957.45730603, 135.940016797, 12.1248488754, -0.181945033131, 3.55037182033, 12.3323919975
14000, 13.3212001893, 267.451685609, -191.363109217, 94.241196264, 147.136286427, 2.53713966038, 174.376047562, 1182.27973297, 44.3954780782, 168.221875553, 12.3036001906, 76.5642897207, 4924.16456914, 135.850703614, 12.1114292522, -0.107250804777, 3.48459964033, 12.3411746228
14100, 13.4407668263, 265.792447657, -192.371732991, 94.2316987395, 152.33750377, 2.60087902084, 171.52533957, 1176.21294862, 44.3358601809, 168.094312043, 12.5531183893, 76.5445365588, 4913.87250188, 135.838950186, 12.0796480698, -0.150107470655, 3.50584664017, 12.3273715156
14200, 13.535258663, 262.716635476, -192.97051834, 94.1830153696, 145.511339422, 2.70642659865, 177.13732169, 1168.50396904, 44.5345015831, 167.774214144, 12.3988915033, 76.6817845255, 4913.61807495, 135.511759057, 12.1598880433, -0.240944156737, 3.53708257742, 12.3122214777
14300, 13.5401682635, 261.14017035, -193.603940942, 94.1870760799, 147.805156041, 2.66584863274, 175.342101992, 1169.34497806, 44.5534433462, 167.450575629, 12.5526352479, 76.6987291333, 4922.19427118, 135.346545441, 12.1479129784, -0.236866493549, 3.47452222656, 12.3819806975
14400, 13.4238574265, 272.610565107, -194.36048007, 94.2757265407, 153.451067263, 2.72982387472, 177.034090046, 1182.83774052, 44.2632832621, 167.783269891, 13.1773793194, 76.7136640267, 4934.70308696, 135.588678703, 12.1061876798, -0.307627232033, 3.48950988853, 12.3903789745
14500, 13.4587085359, 264.707586782, -192.807153379, 94.3359885359, 145.994048407, 2.65312842208, 176.265659876, 1184.65597161, 44.1834074512, 167.705295224, 12.8407438633, 76.7209071206, 4923.43380999, 135.575522767, 12.1690662343, -0.308781638917, 3.57653626267, 12.3743086975
